,Road name,Link no,Link Name,Start LRP,Start Offset,Start Chainage,End LRP,End Offset,End Chainage,Link Length,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
879,R748,R748-2,Darsana(int.with R749)-Khalishpur(int.with Z7023),LRP018,340,18.375,LRP044,533,44.678000000000004,26.303,7927.0,1.9517165342356386,2.049477949197444,118.3573515661524,65.07092488701885,54.31116565373227,43.03903693314633,28.69269128876422,13.833976157082748,17.932932055477636,490.8499688327879,481.1149485741,321.2556685366994,244.9126149290946,0.0,1315.2524738974598,566.1682834657939,1881.4207573632539
880,R748,R748-4,Kotchandpur(int.with Z7024)-Chandpara (int.with Z7489),LRP052,567,52.641999999999996,LRP058,935,58.99,6.348,7927.0,2.0000000000000018,1.9999999999999982,115.4999999999999,63.49999999999994,52.99999999999995,41.999999999999964,27.999999999999975,13.499999999999988,17.499999999999986,478.9999999999996,469.4999999999996,313.4999999999997,238.9999999999998,0.0,1283.4999999999989,552.4999999999995,1835.9999999999984
881,R748,R748-5,Chandpara (int.with Z7489)-Kaliganj,LRP058,935,58.99,LRP065,832,65.882,6.892,7927.0,1.8004933255948934,2.221613345152711,128.29817068256904,70.53622370859857,58.87275364654683,46.653880248206924,31.102586832137952,14.995890079780798,19.43911677008622,532.0763961640743,521.5237327745989,348.2378918526874,265.48279474574895,0.0,1425.7203642517522,613.7206865984364,2039.4410508501885
882,R749,R749-1,Darsana-Mujibnagar(kedarganj) Int.with R746),LRPS,0,0.0,LRP023,5440,28.445,28.445,5550.0,1.6248901388644754,8.615967113803547,45.5415404586759,126.16237559498052,27.07875378623972,19.07821289485071,20.30906533967979,20.30906533967979,12.923950670705322,812.9780398096061,742.8194504543487,1319.473820856772,705.8938771094764,0.0,1835.8164214625701,2025.3676979662482,3861.1841194288186
883,R755,R755-1,Rajarhat-Sutighata (int.with Z7058),LRPS,0,0.0,LRP003,788,3.22,3.22,18006.0,2.062111801242236,27.156626506024097,204.64457831325302,175.0632530120482,100.38253012048193,37.34036144578313,38.795180722891565,4.364457831325302,39.765060240963855,425.2921686746988,574.6536144578314,407.83433734939763,274.960843373494,0.4849397590361446,1627.4578313253012,683.2801204819277,2310.737951807229
884,R755,R755-2,Sutighata(int.with Z7058)-Monirampur(int.with Z7551),LRP003,788,3.22,LRP013,538,12.968,9.748,18006.0,2.0000000000000004,27.999999999999993,210.99999999999994,180.49999999999997,103.49999999999997,38.49999999999999,39.99999999999999,4.499999999999999,40.99999999999999,438.4999999999999,592.4999999999999,420.4999999999999,283.49999999999994,0.4999999999999999,1677.9999999999995,704.4999999999999,2382.4999999999995
885,R755,R755-4,Keshabpur (int.with Z7553)-Chuknagar (int.with R760),LRP027,346,26.752,LRPE,0,38.265,11.513,18006.0,1.9843654998697122,28.220607546178766,212.6624354372757,181.92213078875955,104.31546003676794,38.8033353759958,40.31515363739824,4.535454784207301,41.3230324783332,441.95487174997817,597.1682132539614,423.81305261314895,285.73365140506,0.503939420467478,1691.220695088856,710.0506434386765,2401.2713385275324
886,R760,R760-1,Khulna bus stand - Intersection with N709,LRPS,0,0.0,LRP004,884,4.615,4.615,29216.0,2.024918743228602,6.420010700909578,384.21294810058856,289.39432851792407,185.68646334938472,226.18191546281435,137.7833065810594,129.38790797217766,166.92027822364903,2258.856072766185,1794.1460674157304,1535.3702514713752,1518.0856072766187,4.4446227929374,5578.989299090423,3057.900481540931,8636.889780631354
887,R760,R760-2,Intersection With N709 - Chuknagar ( Int with R755),LRP004,884,4.615,LRP030,533,30.246,25.631,32771.0,2.003316296671999,24.45944261592693,429.787348822716,304.9942742516603,210.6507098759421,210.6507098759421,147.2558279938458,73.877500146065,87.85432449802325,468.2236157906012,494.18057530138077,361.89991625606166,374.3792237131673,0.0,2451.9343291721034,736.2791399692289,3188.2134691413326
888,R765,R765-1,Navaran-Kolaroa (Int.with Z7552),LRPS,0,0.0,LRP025,1044,25.035,25.035,16056.0,2.0011983223487118,9.49431137724551,174.89520958083833,210.3739520958084,62.462574850299404,155.9065868263473,60.963473053892216,22.98622754491018,49.470359281437126,582.1511976047905,516.6904191616767,319.30868263473053,361.28353293413176,0.0,1845.3943113772455,680.5922155688623,2525.986526946108
889,R765,R765-2,Kolaroa (Int.with Z7552)-Satkhira,LRP025,1044,25.035,LRPE,0,42.943000000000005,17.908,16056.0,2.0883962474871574,9.097890317922936,167.5927163827909,201.59009599187138,59.854541565282474,149.39693574694505,58.41803256771569,22.02647129602395,47.40479691970372,557.8443273884326,495.11676782801663,305.976416481724,346.1986684135938,0.0,1768.3425760047053,652.1750848953178,2420.517660900023
890,R770,R770-1,Noapara-Khan Jahan Ali (R) Mazar more (Int.with R771),LRPS,0,0.0,LRP013,1740,14.24,14.24,9841.0,2.096488764044944,24.80337643196891,84.42687747035572,114.95411000200977,72.97916527098545,117.33905004354524,55.80759697193005,35.77410062303208,49.12976485563073,503.69933677229176,627.7162189321363,419.272459301936,482.71186440677957,0.0,1686.629597373886,901.9843237087156,2588.613921082602
891,R770,R770-2,Khan Jahan Ali (R) Mazar more (Int.with R771) -Bagerhat Bus Stand(Int.with R772),LRP013,1740,14.24,LRP017,1773,18.303,4.063,9841.0,2.076052178193454,25.047540011855354,85.25797273266149,116.08571428571423,73.69756965026671,118.49413159454649,56.356965026674544,36.12625963248368,49.613396561944256,508.65773562537026,633.895435684647,423.3997628927088,487.4636633076465,0.0,1703.232720806164,910.8634262003553,2614.0961470065195
892,R770,R770-4,Signboard (Int.with Z7702)-Pirojpur (Bus Stand)Int.with R870,LRP027,16,26.465999999999998,LRP041,275,41.075,14.609000000000002,9841.0,2.0000000000000004,25.999999999999993,88.49999999999999,120.49999999999997,76.49999999999999,122.99999999999997,58.499999999999986,37.49999999999999,51.499999999999986,527.9999999999999,657.9999999999999,439.4999999999999,505.9999999999999,0.0,1767.9999999999995,945.4999999999998,2713.4999999999995
893,R770,R770-5,Pirojpur (Bus Stand) Int.with R870-Pirojpur (CO office More),LRP041,275,41.075,LRPE,0,42.78,1.705,9841.0,1.999999999999998,26.000000000000025,88.50000000000009,120.50000000000011,76.50000000000007,123.00000000000013,58.50000000000006,37.500000000000036,51.50000000000005,528.0000000000006,658.0000000000007,439.50000000000045,506.0000000000005,0.0,1768.0000000000018,945.5000000000009,2713.5000000000027
894,R771,R771-1,Rupsha (East)-Fakirhat(Int.with N805),LRPS,0,0.0,LRP013,1215,14.585,14.585,1934.0,1.3057593417895097,0.0,35.228543674026625,37.52605739189792,2.2975137178713014,12.253406495313609,17.614271837013312,34.462705768069526,29.10184042636982,860.801806295781,814.0856940323979,925.1321903961774,601.1827561763239,0.0,1843.371839638741,1526.3149465725014,3369.686786211242
895,R771,R771-2,"Fakirhat(Int.with N805)-Khan Jahan Ali Mazar, Bagerhat",LRP013,1215,14.585,LRPE,0,31.18,16.595,2780.0,1.5570955106959927,0.0,28.257739938080498,67.43324303405574,0.0,17.982198142414862,3.853328173374613,0.0,5.137770897832818,450.8393962848297,317.8995743034056,204.2263931888545,95.04876160990712,0.0,891.4032507739938,299.2751547987616,1190.6784055727555
896,R772,R772-1,Bus Stand-Basabati,LRPS,0,0.0,LRPS,630,0.63,0.63,3496.0,1.901587301587302,0.0,21.03505843071786,82.03672787979966,54.691151919866435,55.74290484140233,61.00166944908179,22.08681135225375,13.672787979966609,464.8747913188647,441.73622704507505,481.702838063439,686.7946577629381,0.0,1216.8781302170282,1168.4974958263772,2385.375626043405
897,R801,R801-1,Jurain-Chashara,LRPS,0,0.0,LRPE,0,10.0,10.0,95101.0,1.0,60.0,2749.0,1536.0,58.0,1188.0,1138.0,131.0,1514.0,2908.0,1416.0,995.0,1762.0,0.0,12698.0,2757.0,15455.0
898,R802,R802-1,Bishwa Road (Kamlapur)-Trimohoni,LRPS,0,0.0,LRPS,4456,4.456,4.456,95101.0,1.4860861759425494,40.37450921171851,1849.82543038357,1033.587435819994,39.02869223799456,799.4152823920266,765.7698580489277,88.15101177891876,1018.7834491090305,1956.8178797946239,952.8384173965569,669.5439444276653,1185.6647538508003,0.0,8544.59196617336,1855.2086982784656,10399.800664451826
899,R810,R810-1,Postagola-Panchaboti (Int.with R812),LRPS,0,0.0,LRPS,8070,8.07,8.07,95101.0,2.0991325898389097,28.583234946871308,1309.5885478158204,731.7308146399055,27.630460448642264,565.9480519480519,542.1286894923259,62.40672963400235,721.250295159386,1385.3341204250294,674.5643447461629,474.0053128689492,839.3943329397874,0.0,6049.165289256198,1313.3996458087365,7362.564935064935
900,R810,R810-2,Panchaboti (Int.with R812)-Chashara,LRPS,8070,8.07,LRPE,0,10.642000000000001,2.572,95101.0,3.035381026438572,19.76687588061994,905.6523632637369,506.0320225438704,19.107980017932608,391.3841424362748,374.91174586909153,43.1576790060202,498.7841680543098,958.0345843473797,466.4982707826306,327.80069168694735,580.4872550275388,0.0,4183.329832201866,908.2879467144862,5091.617778916353
901,R812,R812-1,Fatulla (Panchaboti)-Muktarpur Bus Stand,LRPS,0,0.0,LRP011a,0,10.158999999999999,10.158999999999999,35512.0,2.041145782065164,31.844859182098766,530.094425154321,199.39781057098764,0.0,363.0313946759259,301.7912808641975,51.93161651234568,302.28120177469134,1758.3261477623457,293.9525462962963,299.83159722222223,706.4659529320987,0.0,3832.6512827932097,1006.297550154321,4838.948832947531
902,R812,R812-2,Muktarpur Bus Stand-Int.with Z8121,LRP011a,0,10.158999999999999,LRP011a,1841,12.0,1.841,35512.0,2.0445410103204797,31.79197662061634,529.2141339001058,199.06668437832076,0.0,362.42853347502626,301.29011689691794,51.84537725823588,301.77922422954276,1755.4062167906468,293.46439957492004,299.33368756641846,705.2927736450579,0.0,3826.2866631243323,1004.6264612114763,4830.913124335809
903,R812,R812-4,Hatimara(Int.with Z8004)-Mawa,LRP014,845,13.22,LRPE,0,42.285,29.065,3506.0,2.030276965422329,0.0,40.388578207083555,44.821470937129305,0.0,12.806134553465517,117.22538552787665,12.806134553465517,47.77673275715981,703.3523131672599,201.94289103541774,91.61311642094562,275.8244365361804,0.0,1181.119640738858,367.43755295712594,1548.5571936959839
904,R813,R813-1,Mukterpur Ferryghat-Munshuganj (int.with Z8121),LRPS,0,0.0,LRPS,3378,3.378,3.378,13490.0,2.698638247483718,0.37055726195699873,125.98946906537957,114.8727512066696,7.781702501096973,48.54300131636683,72.99978060552876,11.487275120666961,61.14194822290479,1107.2250987275122,214.18209741114526,207.14150943396228,839.3121983326022,0.0,1764.593681439228,1046.4537077665643,2811.0473892057926
905,R814,R814-1,Int with R812(Dhaka End)-Muktarpur Ferry Ghat End,LRPS,0,0.0,LRPS,1285,1.285,1.285,35512.0,1.3214007782101171,49.190223792697275,818.8280329799762,308.0064782096583,0.0,560.768551236749,466.17196702002343,80.21790341578325,466.9287396937572,2716.0571260306233,454.06360424028253,463.1448763250882,1091.2661955241458,0.0,5920.2326266195505,1554.4110718492338,7474.643698468784
906,R814,R814-2,Muktarpur Ferry Ghat-End-Int.with R813,LRPS,1285,1.285,LRPS,1295,1.295,0.01,35512.0,2.0000000000000018,32.49999999999997,540.9999999999995,203.49999999999983,0.0,370.49999999999966,307.9999999999997,52.99999999999995,308.4999999999997,1794.4999999999984,299.9999999999997,305.9999999999997,720.9999999999993,0.0,3911.4999999999964,1026.999999999999,4938.499999999995
907,R820,R820-1,Kadamtoli More (int.with N802)-Konakhola(Int.with Z8002),LRPS,0,0.0,LRP006a,0,5.973,5.973,4269.0,2.1004520341536916,0.0,55.70229555236729,39.99139167862267,70.93711142993783,91.40889526542324,42.84791965566714,16.1869918699187,26.184839789574365,1164.5112386417982,405.15088474414154,130.44811095169774,538.9316116690578,0.0,1912.921568627451,669.3797226207556,2582.301291248207
908,R820,R820-2,Konakhola(Int.with Z8002)-Ruhitpur(Int.with Z5069),LRP006a,0,5.973,LRP007,3736,10.166,4.1930000000000005,4269.0,2.0,0.0,58.5,42.0,74.5,96.0,45.0,17.0,27.5,1223.0,425.5,137.0,566.0,0.0,2009.0,703.0,2712.0
909,R820,R820-4,Kharsur (Int.with Z8003)-Tikarpur(int.with Z8204),LRP019,2721,21.711,LRP024,2578,26.016,4.305,11084.0,2.0,0.0,102.0,187.0,79.5,69.5,151.0,19.5,221.0,1310.5,252.5,57.0,320.5,0.0,2392.5,377.5,2770.0
910,R820,R820-5,Tikarpur (int.with Z8204) -Dohar (Bashtala)int with Z8207,LRP024,2578,26.016,LRP041,802,41.911,15.895,11084.0,2.0000000000000004,0.0,101.99999999999997,186.99999999999997,79.49999999999999,69.49999999999999,150.99999999999997,19.499999999999996,220.99999999999994,1310.4999999999998,252.49999999999994,56.999999999999986,320.49999999999994,0.0,2392.4999999999995,377.49999999999994,2769.9999999999995
911,R820,R820-6,Dohar (Bashtala)int with Z8207-Meghula (Int.with Z8204),LRP041,802,41.911,LRP049,888,49.591,7.68,11084.0,2.0,0.0,102.0,187.0,79.5,69.5,151.0,19.5,221.0,1310.5,252.5,57.0,320.5,0.0,2392.5,377.5,2770.0
912,R820,R820-7,Meghula (Int.with Z8204)-Fultala(Int.with Z8205),LRP049,888,49.591,LRP055,771,55.758,6.167000000000001,8479.0,2.0000000000000004,0.0,91.49999999999999,121.99999999999997,81.99999999999999,68.99999999999999,104.99999999999997,37.99999999999999,177.99999999999997,667.4999999999999,229.99999999999994,30.499999999999993,133.99999999999997,0.0,1582.9999999999995,164.49999999999997,1747.4999999999995
913,R820,R820-8,Fultala(Int.with Z8205)-Srinagar (Int.with N8),LRP055,771,55.758,LRPE,0,72.05199999999999,16.294,8479.0,2.008837608935802,0.0,91.09745814493473,121.46327752657965,81.63925210802894,68.69644384699997,104.53806672369561,37.83282414762317,177.21691311255063,664.5634241720649,228.98814615666655,30.36581938164491,133.41048515214487,0.0,1576.0358059391442,163.77630453378978,1739.812110472934
914,R821,R821-1,Sreenagar (int.with N8)-Sreenagar Bazar(int.with R820),LRPS,0,0.0,LRPS,1285,1.285,1.285,4269.0,2.0,0.0,58.5,42.0,74.5,96.0,45.0,17.0,27.5,1223.0,425.5,137.0,566.0,0.0,2009.0,703.0,2712.0
915,R822,R822-1,Sreenagar Upazilla (int.with R820)-UNO Office,LRPS,0,0.0,LRPS,1924,1.9240000000000002,1.9240000000000002,4269.0,1.1663201663201663,0.0,100.31550802139037,72.02139037433155,127.75222816399287,164.62032085561498,77.16577540106952,29.151515151515152,47.15686274509804,2097.194295900178,729.6452762923351,234.92691622103388,970.5739750445633,0.0,3445.023172905526,1205.5008912655971,4650.5240641711225
916,R850,R850-1,Takerhat-Gaindhasur (int.with Z8412),LRPS,0,0.0,LRP019,720,19.07,19.07,17272.0,1.558730991085475,24.378805719091666,300.2442388561816,177.7086627417998,96.8736753574432,103.28915054667786,44.26677880571908,21.81261564339781,30.15273338940285,791.6696383515557,481.80218671152215,55.17308662741799,431.7614802354919,0.0,2072.1984861227916,486.9345668629099,2559.1330529857014
917,R850,R850-2,Gaindhasur (int.with Z8412)-Haridashpur Bridge(Int.with N805),LRP019,720,19.07,LRP035,740,35.09,16.02,11971.0,1.5589887640449445,12.187387387387382,164.85045045045038,199.4882882882882,93.6504504504504,101.98918918918915,48.10810810810809,10.26306306306306,18.601801801801795,540.7351351351349,591.4090090090087,502.24864864864844,1175.7621621621618,3.207207207207206,1781.2828828828822,1681.2180180180173,3462.5009009008995
918,R850,R850-4,Borashi (Int.with Z8408)-Mollahat,LRP039,580,38.46,LRPE,0,44.83,6.37,11971.0,1.4999999999999993,12.666666666666673,171.3333333333334,207.33333333333343,97.33333333333337,106.00000000000004,50.00000000000002,10.666666666666671,19.333333333333343,562.0000000000002,614.666666666667,522.0000000000002,1222.0000000000005,3.333333333333335,1851.3333333333342,1747.3333333333342,3598.6666666666683
919,R851,R851-1,Gopalganj Town-Bus Terminal,LRPS,0,0.0,LRPE,0,0.65,0.65,17272.0,2.0,19.0,234.0,138.5,75.5,80.5,34.5,17.0,23.5,617.0,375.5,43.0,336.5,0.0,1615.0,379.5,1994.5
920,R860,R860-1,Mostafapur-Iterpool (Int.with Z8603),LRPS,0,0.0,LRP005,900,6.0,6.0,6931.0,2.015,7.940446650124069,68.98263027295285,92.3076923076923,40.69478908188585,44.168734491315135,21.83622828784119,26.799007444168733,17.866004962779154,887.8411910669975,560.7940446650124,144.91315136476425,169.23076923076923,1.4888337468982629,1769.230769230769,315.6327543424317,2084.863523573201
921,R860,R860-2,Iterpool (Int.with Z8603)-Madaripur (Int.with Z8604),LRP005,900,6.0,LRP008,420,8.517999999999999,2.5180000000000002,6931.0,2.0154884829229536,7.938522167487689,68.9659113300493,92.28532019704438,40.684926108374405,44.15802955665027,21.830935960591145,26.79251231527095,17.8616748768473,887.6260098522173,560.6581280788181,144.87802955665032,169.18975369458138,1.4884729064039417,1768.8019704433507,315.55625615763563,2084.358226600986
922,R860,R860-4,Kazirtek(Int.with Z8611)-Monohorpur(int.with R861),LRP012,133,12.561,LRP016,6126,22.531,9.97,5329.0,2.286258776328987,2.624374835483022,51.17530929191893,60.79801702202334,24.056769325261033,23.18197771343336,18.370623848381154,20.557602877950337,11.809686759673598,460.5777836272703,402.84153724664384,105.84978503114854,247.56602614723172,0.0,1075.993682548039,353.4158111783803,1429.4094937264192
923,R860,R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601),LRP016,6126,22.531,LRP027,1304,28.627,6.096,5329.0,2.0,3.0,58.5,69.5,27.5,26.5,21.0,23.5,13.5,526.5,460.5,121.0,283.0,0.0,1230.0,404.0,1634.0
924,R860,R860-6,Burirhat(int.with Z8601)-Harina Ferryghat (int.with Z1403),LRP027,1304,28.627,LRP056,7255,63.82899999999999,35.202,5329.0,1.6153627634793477,3.714335959482274,72.42955120990433,86.04878306133934,34.04807962858751,32.80996764209342,26.000351716375917,29.095631682611142,16.714511817670232,651.865960889139,570.150569780529,149.81155036578502,350.3856921778278,0.0,1522.8777433877322,500.19724254361284,2023.074985931345
925,R860,R860-7,Harina Ferryghat (int.with Z1403)-Vatialpur (Int.withR140),LRP056,7255,63.82899999999999,LRPE,0,74.634,10.805,5217.0,2.0037019898195285,0.0,92.32909930715932,18.465819861431864,9.98152424942263,14.972286374133946,18.465819861431864,6.987066974595841,3.992609699769052,142.23672055427247,126.7653579676674,47.911316397228624,44.41778290993071,0.0,434.1963048498844,92.32909930715932,526.5254041570438
926,R861,R861-1,Monohar Bazar More-Shariatpur (Premtola),LRPS,0,0.0,LRP006,1044,6.904,6.904,7224.0,2.004345307068366,0.0,75.83523630582454,106.76803006214772,51.88726694609048,169.13253360312186,136.7029917618153,48.394854747795925,45.90027460615696,933.4718890013008,822.213614684203,133.21057956352075,195.07616707616708,0.0,2390.3066917184565,328.2867466396878,2718.5934383581443
927,R870,R870-1,Rupatali bus stand - Satpakia (Int.with Z8709),LRPS,0,0.0,LRP009,964,9.671,9.671,11854.0,2.0,20.5,96.0,182.0,48.5,74.5,58.0,22.0,64.0,354.5,398.5,254.5,273.5,0.0,1318.5,528.0,1846.5
928,R870,R870-2,"Satpakia, Int with Z8709 - Jhalokhati Bus stand",LRP009,964,9.671,LRP015,381,15.052999999999999,5.382000000000001,11854.0,1.9999999999999998,20.500000000000004,96.00000000000001,182.00000000000003,48.50000000000001,74.50000000000001,58.00000000000001,22.000000000000004,64.00000000000001,354.50000000000006,398.50000000000006,254.50000000000003,273.50000000000006,0.0,1318.5000000000002,528.0000000000001,1846.5000000000002
929,R870,R870-4,"(Int with Z8702) Rajapur - Int Z8705, Bhandaria",LRP029,1207,29.935,LRP044,298,43.972,14.037,11854.0,1.6433710906888943,24.94871683717703,116.8330154326339,221.4959250910351,59.02501300502859,90.6672880180336,70.58661349054965,26.774232703311938,77.88867695508927,431.43024969654914,484.97871510317304,309.7291919542222,332.8523929252643,0.0,1604.6284463325812,642.5815848794865,2247.210031212068
930,R870,R870-5,"Bhandaria, Int.with Z8705 - Int Z8701, Chankhali",LRP044,298,43.972,LRP051,830,51.523999999999994,7.5520000000000005,2192.0,1.9999999999999978,0.0,0.0,68.50000000000007,0.0,0.0,79.00000000000009,67.00000000000007,66.50000000000007,787.5000000000009,363.0000000000004,289.50000000000034,430.00000000000045,0.0,1431.5000000000016,719.5000000000008,2151.0000000000023
931,R870,R870-6,"Chankhali, Int.with Z8701 - Togra (Int.with Z7711)",LRP051,830,51.523999999999994,LRP054,123,53.911,2.387,2192.0,0.9945538332635205,0.0,0.0,137.75021061499442,0.0,0.0,158.8652064026943,134.733782645323,133.72830665543253,1583.6246840774907,729.9755686604814,582.1705981465823,864.7093513058044,0.0,2878.677759056416,1446.8799494523867,4325.5577085088025
932,R870,R870-7,Togra (Int.with Z7711)- Pirojpur Bus stand (Int R770),LRP054,123,53.911,LRP064,285,63.257,9.346,2192.0,1.9999999999999993,0.0,0.0,68.50000000000003,0.0,0.0,79.00000000000003,67.00000000000003,66.50000000000003,787.5000000000002,363.0000000000001,289.5000000000001,430.00000000000017,0.0,1431.5000000000005,719.5000000000002,2151.000000000001
933,R870,R870-8,Pirojpur Bus stand (Int R770) - Patherhat More (Int.with Z7709),LRP064,285,63.257,LRP064,1280,64.252,0.995,5099.0,1.999999999999995,0.0,57.50000000000015,69.50000000000017,53.000000000000135,51.00000000000013,23.50000000000006,21.500000000000053,15.500000000000039,434.0000000000011,529.0000000000014,189.50000000000048,181.00000000000045,0.0,1254.5000000000032,370.50000000000097,1625.000000000004
934,R880,R880-1,Patuakhali Chourasta-Shakharia (Int with Z8804),LRPS,0,0.0,LRP012,595,11.862,11.862,9814.0,2.0084302815714046,7.468519140362659,41.823707186030894,226.0471793149765,35.35099059771659,36.34679314976494,38.83629952988583,13.443334452652786,23.89926124916051,789.173522498321,710.505120886501,434.1699126930826,294.757555406313,0.0,1922.8947280053726,728.9274680993956,2651.8221961047684
935,R880,R880-2,Shakaria (Int with Z8804)- Amragachhia (Int with Z8806),LRP012,595,11.862,LRP022,276,21.543000000000003,9.681000000000001,9814.0,2.0000000000000004,7.499999999999998,41.99999999999999,226.99999999999994,35.49999999999999,36.49999999999999,38.99999999999999,13.499999999999996,23.999999999999996,792.4999999999998,713.4999999999999,435.9999999999999,295.99999999999994,0.0,1930.9999999999995,731.9999999999999,2662.9999999999995
936,R880,R880-4,Amtali (Int with R880)-Barguna Bus Stand (Int with Z8810),LRP029,873,29.138,LRP043,948,43.021,13.883,9814.0,0.9600230497731036,15.624624849939979,87.49789915966389,472.90531212485,73.95655762304924,76.03984093637456,81.24804921968789,28.124324729891963,49.99879951980793,1651.0020258103245,1486.4226440576233,908.3115246098441,616.6518607442979,0.0,4022.820078031213,1524.963385354142,5547.783463385355
937,R880,R880-5,Barguna Bus Stand (Int with Z8810)-Kakchira (End of road),LRP043,948,43.021,LRP056,305,55.728,12.707,4894.0,1.3988352876367371,5.719043600562582,55.76067510548517,120.81479606188454,9.293445850914196,33.59938115330517,26.450576652601942,10.008326300984518,16.44225035161742,401.04793248945106,343.85749648382523,265.2206469760897,269.50992967651166,2.859521800281291,1022.9939240506318,537.5900984528827,1560.5840225035145
938,R881,R881-1,Amtali (int.with R880)-Kuakata,LRPS,0,0.0,LRPE,0,40.646,40.646,2295.0,1.9617674555921862,0.0,40.26980862324111,10.194888259048383,40.77955303619353,8.665655020191126,27.526198299430636,12.74361032381048,8.665655020191126,558.6798765958514,613.2225287817603,13.253354736762898,10.704632672000802,0.0,1320.747773959718,23.9579874087637,1344.7057613684817
939,R890,R890-1,Paran Talukderhat-Guingerhat(int.with Z8916),LRPS,0,0.0,LRP012,892,12.872,12.872,3473.0,2.0,3.0,34.5,49.0,39.0,56.0,31.0,30.5,20.0,631.0,582.5,230.0,150.0,0.0,1476.5,380.0,1856.5
940,R890,R890-2,Guingerhat(int.with Z8916)-Banglabazar(int.with Z8915),LRP012,892,12.872,LRP016,855,16.885,4.013,3473.0,2.000000000000001,2.9999999999999987,34.499999999999986,48.99999999999998,38.999999999999986,55.99999999999998,30.999999999999986,30.499999999999986,19.999999999999993,630.9999999999998,582.4999999999998,229.9999999999999,149.99999999999994,0.0,1476.4999999999993,379.99999999999983,1856.499999999999
941,R890,R890-4,Kungerhat(int.with Z8943)-Lalmohon(int.with Z8913),LRP041,320,41.62,LRP052,610,53.04,11.42,8398.0,2.0000000000000004,1.4999999999999998,105.99999999999997,93.99999999999999,62.999999999999986,70.99999999999999,47.99999999999999,25.999999999999993,31.499999999999993,559.4999999999999,504.4999999999999,345.99999999999994,386.9999999999999,0.0,1504.9999999999998,732.9999999999999,2237.9999999999995
942,R890,R890-5,Lalmohon(int.with Z8913)-Char Fession (int.with Z8909),LRP052,610,53.04,LRP072,990,73.78,20.74,8398.0,2.0000000000000004,1.4999999999999998,105.99999999999997,93.99999999999999,62.999999999999986,70.99999999999999,47.99999999999999,25.999999999999993,31.499999999999993,559.4999999999999,504.4999999999999,345.99999999999994,386.9999999999999,0.0,1504.9999999999998,732.9999999999999,2237.9999999999995
943,R890,R890-6,"Char Fession (int.with Z8909)-Baburhat, Lunch Ghat",LRP072,990,73.78,LRPE,0,108.785,35.005,8398.0,1.9999999999999996,1.5000000000000004,106.00000000000003,94.00000000000001,63.000000000000014,71.00000000000001,48.000000000000014,26.000000000000007,31.500000000000007,559.5000000000001,504.5000000000001,346.00000000000006,387.0000000000001,0.0,1505.0000000000002,733.0000000000001,2238.0000000000005
944,R891,R891-1,Illisha Junction-Illisha Ghat,LRPS,0,0.0,LRPS,615,0.615,0.615,9437.0,2.0,0.0,106.5,128.5,16.5,99.0,18.0,9.5,15.0,360.0,257.0,160.5,146.5,0.0,1010.0,307.0,1317.0
945,Z1001,Z1001-1,Ramu-Naikhongchhari,LRPS,0,0.0,LRP011,185,11.165,11.165,1301.0,1.0,0.0,29.0,36.0,0.0,0.0,24.0,12.0,7.0,175.0,135.0,155.0,224.0,0.0,418.0,379.0,797.0
946,Z1002,Z1002-1,Baraitali-Yancha (Int.with Z1126),LRPS,0,0.0,LRP003,155,3.15,3.15,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.0,1.0,,,,,,,,,,,,,,,,
948,Z1004,Z1004-1,Janabazar-Gorokghata,LRPS,0,0.0,LRPS,27330,27.33,27.33,5837.0,1.0292718624222466,0.0,98.12762175613224,201.11304656949878,0.0,121.44507643085674,129.21756132243158,338.1030927835052,13.601848560255956,1079.4038393174546,316.7287593316744,168.07998578030575,443.0316388197654,0.0,2297.7408460718098,611.1116246000711,2908.852470671881
949,Z1005,Z1005-1,Faishaikhali-Alikadam,LRPS,0,0.0,LRP038,1606,39.06,39.06,6759.0,1.0,0.0,175.0,149.0,0.0,127.0,190.0,115.0,104.0,478.0,282.0,103.0,137.0,0.0,1620.0,240.0,1860.0
950,Z1007,Z1007-1,Aziznagor-Gazalia,LRPS,0,0.0,LRPS,18766,18.766,18.766,990.0,0.976500053287861,0.0,14.336916780354706,40.96261937244202,0.0,0.0,62.467994542974076,33.794160982264664,7.168458390177353,113.6712687585266,844.8540245566167,149.51356070941335,240.65538881309686,0.0,1117.2554433833561,390.1689495225102,1507.4243929058662
951,Z1008,Z1008-1,Chandina-Debidwar,LRPS,0,0.0,LRP013,1351,14.458,14.458,2824.0,1.5838290219947435,0.0,15.15315079261103,87.76199834053888,0.0,0.0,47.35359622690947,0.0,22.098344905891086,1120.0703960871654,185.62609720948512,255.70941962531114,317.58478536180615,0.0,1478.0635835626008,573.2942049871173,2051.357788549718
