,Road name,Link no,Link Name,Start LRP,Start Offset,Start Chainage,End LRP,End Offset,End Chainage,Link Length,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
952,Z1009,Z1009-1,Ramu-Maricha,LRPS,0,0.0,LRP015,106,14.216,14.216,1747.0,1.2581598199212156,0.0,21.45991278094599,53.25237616012524,0.0,9.537739013753773,116.04249133400424,157.37269372693726,36.56133288605613,898.9319020462931,221.75243206977524,143.8608967907861,265.4670692161467,0.0,1514.910880017891,409.3279660069328,1924.2388460248237
955,Z1013,Z1013-1,Tonakabati-Bara Aulia,LRPS,0,0.0,LRP019,1022,20.045,20.045,3583.0,1.0,0.0,103.0,63.0,0.0,0.0,79.0,25.0,62.0,390.0,253.0,148.0,157.0,0.0,975.0,305.0,1280.0
957,Z1017,Z1017-1,Madhaya-Companiganj,LRPS,0,0.0,LRP016,2366,18.565,18.565,1740.0,1.0225693509291678,0.0,43.028866413822165,39.11715128529288,0.0,0.0,23.470290771175726,69.43294353139486,10.757216603455541,972.061209439528,130.06452802359883,187.7623261694058,244.4821955330805,1.9558575642646439,1287.932206068268,434.20037926675093,1722.132585335019
958,Z1018,Z1018-1,Shikalbaha-Anwara (Hospital),LRPS,0,0.0,LRP008,68,8.078,8.078,3199.0,1.8947759346372866,0.0,20.582908663269304,73.35959754344701,0.0,68.08192865542924,58.05435776819547,24.805043773683522,51.72115510257415,1176.9201620279628,136.69162419966025,136.69162419966025,194.21821507905395,0.0,1610.2167777342218,330.90983927871423,1941.126617012936
959,Z1019,Z1019-1,Keranirhat-Rampur(int.with Z1037),LRPS,0,0.0,LRPS,6905,6.905,6.905,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.0110.079.079.079.079.079.079.079.079.079.079.079.079.079.079.079.079.0,1.6922519913106444,,,,,,,,,,,,,,,,
962,Z1022,Z1022-1,Jhalam-Chandina,LRPS,0,0.0,LRP008,6733,14.732999999999999,14.732999999999999,2380.0,0.9295459173284465,0.0,30.122234392113906,112.95837897042715,0.0,0.0,22.59167579408543,1.0757940854326395,7.530558598028477,869.2416210295727,309.82869660460017,375.4521358159912,381.906900328587,0.0,1353.3489594742605,757.3590361445782,2110.7079956188386
963,Z1025,Z1025-1,Kumira-Steamer ghat,LRPS,0,0.0,LRPS,1520,1.52,1.52,652.0,2.0,0.0,6.0,11.0,16.0,0.0,8.5,0.0,9.0,36.5,66.5,109.5,292.0,0.0,153.5,401.5,555.0
964,Z1025,Z1025-2,Beri bandh- Intersection with Z1095,LRPS,1520,1.52,LRP005,2470,6.69,5.17,652.0,1.0,0.0,12.0,22.0,32.0,0.0,17.0,0.0,18.0,73.0,133.0,219.0,584.0,0.0,307.0,803.0,1110.0
965,Z1026,Z1026-1,Khanhat-Dulupar,LRPS,0,0.0,LRPS,7150,7.15,7.15,652.0,0.979020979020979,0.0,12.257142857142858,22.47142857142857,32.68571428571429,0.0,17.364285714285714,0.0,18.385714285714286,74.56428571428572,135.85000000000002,223.69285714285715,596.5142857142857,0.0,313.5785714285714,820.2071428571429,1133.7857142857144
966,Z1028,Z1028-1,Nimsar-Barura,LRPS,0,0.0,LRP012,1120,13.28,13.28,2724.0,1.0,0.0,52.0,89.0,0.0,0.0,8.0,0.0,15.0,584.0,199.0,440.0,348.0,0.0,947.0,788.0,1735.0
968,Z1029,Z1029-2,Int.with N1-Barura (Int.with Z1028),LRP002,449,2.381,LRP012,2396,13.304,10.923,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.099.0301.0301.0301.0301.0301.0301.0301.0301.0301.0301.0301.0301.0301.0301.0301.0301.0,1.0,,,,,,,,,,,,,,,,
969,Z1030,Z1030-1,Elahiganj-Biroli(Int.with Z1444),LRPS,0,0.0,LRPS,9875,9.875,9.875,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.031.051.051.051.051.051.051.051.051.051.051.051.051.051.051.051.051.0,1.0182278481012659,,,,,,,,,,,,,,,,
980,Z1032,Z1032-1,Chhagalnaiya-Santirhat (Int.with Z1134),LRPS,0,0.0,LRP002,2976,4.994,4.994,4562.0,1.3904685622747297,0.0,47.46601382488479,130.89112903225805,4.315092165898617,1.4383640552995391,51.06192396313364,5.753456221198157,12.945276497695852,1459.9395161290322,317.15927419354836,426.47494239631334,509.18087557603684,0.0,2030.9700460829492,935.6558179723502,2966.6258640552996
981,Z1032,Z1032-2,Santirhat (Int.with Z1134)-Muhuriganj (Int.with N1),LRP002,2976,4.994,LRP011,148,11.232999999999999,6.239,4562.0,1.011460169899022,0.0,65.25219871642503,179.9378813089296,5.932018065129547,1.9773393550431826,70.19554710403298,7.90935742017273,17.796054195388642,2006.9994453688303,436.00332778702176,586.2811187703036,699.9781316852866,0.0,2792.003169320974,1286.2592504555903,4078.262419776564
982,Z1033,Z1033-1,Feni (Polytechnic More)-Fulgazi (Munshirhat) int.with Z1081,LRPS,0,0.0,LRP006,3208,9.282,9.282,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0261.0261.0261.0261.0261.0261.0261.0261.0261.0261.0261.0261.0261.0261.0261.0261.0,1.5996552467140701,,,,,,,,,,,,,,,,
984,Z1034,Z1034-1,Feni (Shahid Minar)-Int.with N1,LRPS,0,0.0,LRPS,2652,2.6519999999999997,2.6519999999999997,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0,3.0369532428355956,,,,,,,,,,,,,,,,
985,Z1034,Z1034-2,Feni (Int.with N1)-Baktermunshi (Int.with Z1425),LRPS,2652,2.6519999999999997,LRP012,859,12.642000000000001,9.99,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0101.0211.0211.0211.0211.0211.0211.0211.0211.0211.0211.0211.0211.0211.0211.0211.0211.0,2.0000000000000004,,,,,,,,,,,,,,,,
987,Z1035,Z1035-1,Chhagalnaiya-Parshuram,LRPS,0,0.0,LRP022,11,21.655,21.655,3988.0,2.0073885938582317,0.4981596503335633,26.900621118012417,81.20002300437082,0.0,0.0,98.13745111571197,0.0,0.0,1093.4604324821714,207.23441453876234,94.15217391304347,29.889579020013798,0.0,1507.4311019093625,124.04175293305727,1631.4728548424198
988,Z1036,Z1036-1,Hashimpur Rail Station-Int.with N1,LRPS,0,0.0,LRPS,960,0.96,0.96,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.036.053.053.053.053.053.053.053.053.053.053.053.053.053.053.053.053.0,1.0,,,,,,,,,,,,,,,,
990,Z1037,Z1037-1,Ghatiadanga-Monufakirhat,LRPS,0,0.0,LRPS,12240,12.24,12.24,6402.0,1.0302287581699345,0.0,126.18556701030928,191.21966693100717,0.0,0.0,195.1022997620936,17.47184773988898,66.97541633624108,1229.8239492466298,489.2117367168914,530.9500396510706,459.1213322759715,0.0,2315.9904837430613,990.0713719270422,3306.0618556701033
992,Z1039,Z1039-1,Patiya-(int.with Z1036),LRPS,0,0.0,LRPS,13362,13.362,13.362,752.0,1.0,0.0,0.0,47.0,0.0,0.0,34.0,0.0,35.0,1688.0,599.0,874.0,1506.0,0.0,2403.0,2380.0,4783.0
993,Z1039,Z1039-1,Patiya-(int.with Z1036),LRPS,0,0.0,LRPS,13362,13.362,13.362,740.0,1.0,0.0,4.0,40.0,0.0,80.0,40.0,0.0,3.0,363.0,139.0,92.0,105.0,0.0,669.0,197.0,866.0
994,Z1040,Z1040-1,Gasbaria-Barma (Int.with Z1036),LRPS,0,0.0,LRP006c,20,6.69,6.69,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0152.0129.0129.0129.0129.0129.0129.0129.0129.0129.0129.0129.0129.0129.0129.0129.0129.0,1.5,,,,,,,,,,,,,,,,
996,Z1040,Z1040-4,Int.with Z1070-Anowara (int.with R170),LRP012a,170,12.6,LRPE,0,16.48,3.88,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0141.0141.0141.0141.0141.0141.0141.0141.0141.0141.0141.0141.0141.0141.0141.0141.0,1.5000000000000004,,,,,,,,,,,,,,,,
998,Z1041,Z1041-2,Burichang(int.with Z1219)-Mirpur(int.with N102),LRP009,1786,10.604000000000001,LRPE,0,33.592,22.988000000000003,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.0136.0136.0136.0136.0136.0136.0136.0136.0136.0136.0136.0136.0136.0136.0136.0136.0,1.919523229511049,,,,,,,,,,,,,,,,
999,Z1042,Z1042-1,Eliotganj-Muradnagar(int.with Z1205),LRPS,0,0.0,LRP024,320,23.53,23.53,3.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.0118.0118.0118.0118.0118.0118.0118.0118.0118.0118.0118.0118.0118.0118.0118.0118.0,1.9226519337016572,,,,,,,,,,,,,,,,
1002,Z1044,Z1044-1,Gouripur-Kachua(int.with Z1050),LRPS,0,0.0,LRP028,779,28.66,28.66,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.095.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0113.0,1.9665038381018842,,,,,,,,,,,,,,,,
1004,Z1045,Z1045-1,Chouddagram-Bangadda (int.with Z1049),LRPS,0,0.0,LRP005,4426,8.39,8.39,3744.0,1.543444576877235,0.0,62.19854048418858,54.423722923665004,0.0,0.0,33.69087609560214,20.084945364685893,15.549635121047144,566.2658789914668,312.2885053476968,276.0060233985868,167.1585775512568,0.0,1064.5021043283523,443.1646009498436,1507.6667052781959
1005,Z1045,Z1045-2,Bangadda(int.with Z1049)-Laksam,LRP005,4426,8.39,LRP021,1651,21.316999999999997,12.927,4860.0,1.852208555736056,0.0,66.94710464217847,59.38856056967445,0.0,0.0,46.43105644538185,17.816568170902336,37.25282435734125,503.18307682669627,332.0360431849981,264.0091465324619,234.31486624762468,1.619688015536576,1063.0552341971727,499.94370079562316,1562.998934992796
1006,Z1046,Z1046-1,Harishchar-Buschi(int.with Z1049),LRPS,0,0.0,LRP012,496,12.556,12.556,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.09.0161.0161.0161.0161.0161.0161.0161.0161.0161.0161.0161.0161.0161.0161.0161.0161.0,1.0,,,,,,,,,,,,,,,,
1009,Z1048,Z1048-1,Daulatganj-Nangalkot(int.with Z1415),LRPS,0,0.0,LRP011,1209,12.292,12.292,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.011.044.044.044.044.044.044.044.044.044.044.044.044.044.044.044.044.0,1.093638138626749,,,,,,,,,,,,,,,,
1011,Z1049,Z1049-1,Mogbari-Bagmara(int.with R141),LRPS,0,0.0,LRP002,171,2.175,2.175,1153.0,1.0050574712643676,0.0,8.954711802378776,57.708142726441,0.0,2.9849039341262587,17.909423604757553,0.9949679780420861,10.944647758462947,750.205855443733,315.40484903934134,514.3984446477585,249.73696248856365,0.0,1165.1075022872828,764.1354071363222,1929.2429094236052
1012,Z1049,Z1049-2,Bagmara(int.with R141)-Buschi (int.with Z1046),LRP002,171,2.175,LRP009,694,8.479,6.303999999999999,1153.0,1.033867385786802,0.0,8.70517836593786,56.10003835826621,0.0,2.9017261219792867,17.41035673187572,0.9672420406597623,10.639662447257384,729.3004986574607,306.61572688914464,500.0641350210971,242.77775220560034,0.0,1132.6404296125816,742.8418872266974,1875.482316839279
1013,Z1050,Z1050-1,Kaliapara-Kachua,LRPS,0,0.0,LRP002,11305,13.305,13.305,768.0,2.013528748590755,0.0,0.0,23.838745800671894,0.0,0.0,22.8454647256439,37.74468085106383,19.86562150055991,352.6147816349384,185.2469204927212,136.5761478163494,213.05879059350505,0.0,642.1562150055992,349.63493840985444,991.7911534154537
1014,Z1051,Z1051-1,Kotbari-Int.with N1,LRPS,0,0.0,LRPS,1465,1.465,1.465,768.0,1.0273037542662116,0.0,0.0,46.72425249169435,0.0,0.0,44.777408637873755,73.98006644518273,38.93687707641196,691.1295681063123,363.08637873754157,267.69102990033224,417.5980066445183,0.0,1258.6345514950167,685.2890365448505,1943.9235880398671
1015,Z1051,Z1051-2,Int.with N1- int.with R140,LRPS,1465,1.465,LRPS,4360,4.36,2.895,768.0,1.0,0.0,0.0,48.0,0.0,0.0,46.0,76.0,40.0,710.0,373.0,275.0,429.0,0.0,1293.0,704.0,1997.0
1016,Z1052,Z1052-1,Chapapur (int.with N120)-Tomsom Bridge(int.with R140),LRPS,0,0.0,LRP001,2990,3.49,3.49,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0202.0333.0333.0333.0333.0333.0333.0333.0333.0333.0333.0333.0333.0333.0333.0333.0333.0,2.0,,,,,,,,,,,,,,,,
1018,Z1053,Z1053-1,Gouripur-Homna,LRPS,0,0.0,LRP017,726,17.95,17.95,13622.0,1.9645682451253483,0.0,100.78550362976405,275.8875907441016,1.0180353901996368,72.78953039927404,141.50691923774954,39.70338021778584,72.28051270417423,909.1056034482758,404.6690676043557,43.26650408348457,1116.7848230490017,0.0,2017.7461433756805,1160.0513271324862,3177.797470508167
1019,Z1054,Z1054-1,Barkal Bridge-Barkal Union,LRPS,0,0.0,LRPS,1675,1.675,1.675,8535.0,1.0,0.0,191.0,235.0,0.0,0.0,149.0,0.0,122.0,398.0,143.0,137.0,357.0,0.0,1238.0,494.0,1732.0
1020,Z1055,Z1055-1,Int.with N1-Old ferryghat,LRPS,0,0.0,LRPS,1300,1.3,1.3,8535.0,2.076923076923077,0.0,91.96296296296296,113.14814814814814,0.0,0.0,71.74074074074073,0.0,58.74074074074073,191.62962962962962,68.85185185185185,65.96296296296296,171.88888888888889,0.0,596.074074074074,237.85185185185182,833.9259259259259
1021,Z1056,Z1056-1,Daudkandi Bazar Link,LRPS,0,0.0,LRPS,400,0.4,0.4,556.0,2.175,0.0,5.517241379310345,7.356321839080461,0.0,0.0,0.0,0.0,8.275862068965518,275.4022988505747,56.55172413793104,67.58620689655173,140.6896551724138,0.0,353.1034482758621,208.27586206896552,561.3793103448277
1022,Z1057,Z1057-1,Patiya-Rangunia,LRPS,0,0.0,LRPS,5440,5.44,5.44,556.0,1.0073529411764706,0.0,11.912408759124087,15.883211678832117,0.0,0.0,0.0,0.0,17.868613138686133,594.6277372262774,122.1021897810219,145.9270072992701,303.7664233576642,0.0,762.3941605839416,449.6934306569343,1212.087591240876
1023,Z1059,Z1059-1,Patiya-Int.with Z1802,LRPS,0,0.0,LRPS,8503,8.503,8.503,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0104.0104.0104.0104.0104.0104.0104.0104.0104.0104.0104.0104.0104.0104.0104.0104.0,1.1058449958838055,,,,,,,,,,,,,,,,
1025,Z1060,Z1060-1,Int with R112 - Shekher Jaiga,LRPS,0,0.0,LRPS,1568,1.568,1.568,5206.0,1.5000000000000002,0.0,78.66666666666666,93.99999999999999,0.0,0.0,9.333333333333332,5.999999999999999,3.9999999999999996,444.66666666666663,184.66666666666663,59.99999999999999,130.66666666666666,0.0,821.3333333333333,190.66666666666663,1011.9999999999999
1026,Z1061,Z1061-1,Minarbari-Langalbandh,LRPS,0,0.0,LRP002,2030,3.8710000000000004,3.8710000000000004,5206.0,0.8150348747093774,0.0,144.77908082408874,172.9987321711569,0.0,0.0,17.17717908082409,11.042472266244058,7.361648177496038,818.3698890649763,339.8627575277338,110.42472266244057,240.48050713153725,0.0,1511.5917591125199,350.9052297939778,1862.4969889064976
1027,Z1062,Z1062-1,Daudkandi-Sriraierchar(Int.with Z1069),LRPS,0,0.0,LRP009,1588,10.58,10.58,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.0180.0180.0180.0180.0180.0180.0180.0180.0180.0180.0180.0180.0180.0180.0180.0180.0,1.059546313799622,,,,,,,,,,,,,,,,
1029,Z1063,Z1063-1,Bhaberchar-Munshiganj,LRPS,0,0.0,LRP008,8973,17.004,17.004,600.0,0.8378616796047988,0.0,28.64434617814277,0.0,0.0,0.0,29.83786060223205,0.0,13.128658664982101,2521.895978100653,383.11813013265953,303.1526637186776,1435.7978521794062,0.0,2976.6249736786694,1738.950515898084,4715.575489576753
1030,Z1064,Z1064-1,Sonargaon Y-Junction at Z1089-Sonargaon Museum,LRPS,0,0.0,LRPS,2132,2.1319999999999997,2.1319999999999997,1586.0,1.0,0.0,34.0,46.0,0.0,53.0,56.0,4.0,87.0,1088.0,186.0,107.0,260.0,0.0,1554.0,367.0,1921.0
1031,Z1065,Z1065-1,Maizzertek-Boalkhali,LRPS,0,0.0,LRP005,20670,25.67,25.67,3869.0,1.145792754187768,14.836889077773055,75.92996175095622,64.58410539736506,2.618274543136421,0.0,78.54823629409265,14.836889077773055,89.8940926476838,1586.6743731406714,214.69851253718656,113.4585635359116,238.26298342541435,0.0,2142.621334466638,351.72154696132594,2494.342881427964
1033,Z1066,Z1066-2,Int.with Z1061-Nabiganj,LRP003,2300,4.843,LRPE,0,7.271,2.428,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0238.0314.0314.0314.0314.0314.0314.0314.0314.0314.0314.0314.0314.0314.0314.0314.0314.0,1.0,,,,,,,,,,,,,,,,
1034,Z1069,Z1069-1,Matlab-Dhonagoda,LRPS,0,0.0,LRP045,16507,61.699,61.699,2212.0,1.3056937713739283,0.0,39.825571002979146,43.65495283018868,0.0,0.0,39.05969463753724,13.019898212512413,27.571549155908638,873.0990566037735,525.3911866931479,304.81879344587884,424.2955064548163,0.0,1561.6219091360476,729.1142999006951,2290.736209036743
1036,Z1070,Z1070-2,Kaliganj(int.with Z1071)-Kasturighat,LRPS,3822,3.822,LRPE,0,18.748,14.925999999999998,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.073.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0,1.0000000000000002,,,,,,,,,,,,,,,,
1037,Z1071,Z1071-1,Santirhat-Kaliganj,LRPS,0,0.0,LRP003,365,3.225,3.225,5703.0,1.0,8.0,111.0,168.0,39.0,139.0,146.0,178.0,47.0,213.0,133.0,125.0,394.0,0.0,1182.0,519.0,1701.0
1038,Z1075,Z1075-1,Steamerghat-Upazilla Chattar,LRPS,0,0.0,LRPS,1912,1.912,1.912,784.0,1.0,0.0,0.0,49.0,0.0,0.0,307.0,0.0,0.0,785.0,224.0,239.0,1015.0,0.0,1365.0,1254.0,2619.0
1039,Z1076,Z1076-1,Kutubdia(Akbar Ali Ghat)-Tabalchhara,LRPS,0,0.0,LRP012,7420,20.27,20.27,784.0,1.0744943265910214,0.0,0.0,45.60284664830119,0.0,0.0,285.71579430670334,0.0,0.0,730.5762167125803,208.4701561065197,222.43021120293844,944.6303948576674,0.0,1270.3650137741045,1167.0606060606058,2437.4256198347102
1040,Z1081,Z1081-1,Munshirhat-Int.with Z1031,LRPS,0,0.0,LRP009,886,8.933,8.933,1721.0,1.6968543602373223,0.0,10.018538065707878,47.73538725425518,0.0,0.0,47.14606148568413,0.0,5.303931917139464,293.4842327483837,96.0601002770814,156.17132867132867,120.22245678849453,0.0,499.74825174825173,276.3937854598232,776.142037208075
1041,Z1081,Z1081-2,Int.with Z1031-Fazilpur(Int.with N1),LRP009,886,8.933,LRP022,889,22.075,13.142000000000001,1952.0,1.204687262212753,0.0,0.0,101.2710965133906,0.0,4.980545730166751,6.640727640222335,2.4902728650833756,169.33855482566955,238.23610409297626,152.7367357251137,146.09600808489137,63.086912582112184,0.0,675.6940373926226,209.18292066700354,884.8769580596262
