,road,lrp,chainage,length,condition,lat,lon,Time to Repair,Entity Destination Type,Node Name,Failure Type,Uptime Between Failures
432,N1,LRP135b,134.426,9.5,B,23.0973512527272,91.3454956309091,"Uniform(1/6, 1/3)",Specific,LRP137b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
433,N1,LRP137b,134.571,,,23.0961941,91.3461108,0.0,Specific,LRP138,No Failures,0
434,N1,LRP138,134.653,,,23.095582999999998,91.3464441,0.0,Specific,LRP136a,No Failures,0
435,N1,LRP136a,134.974,3.1,A,23.0930298369186,91.3478308386627,"Uniform(1/6, 1/3)",Specific,LRP138a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
436,N1,LRP138a,135.341,,,23.0901108,91.34941629999999,0.0,Specific,LRP139,No Failures,0
437,N1,LRP139,135.653,,,23.0876108,91.35088890000002,0.0,Specific,LRP136c,No Failures,0
438,N1,LRP136c,135.723,9.25,B,23.0870753710144,91.3512101492753,"Uniform(1/6, 1/3)",Specific,LRP139a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
439,N1,LRP139a,135.998,,,23.0849719,91.35247220000001,0.0,Specific,LRP137a,No Failures,0
440,N1,LRP137a,136.375,3.5,A,23.0819909531309,91.3541811474383,"Uniform(1/6, 1/3)",Specific,LRP139b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
441,N1,LRP139b,136.525,,,23.0808049,91.3548611,0.0,Specific,LRP139c,No Failures,0
442,N1,LRP139c,136.542,,,23.0806938,91.35494440000001,0.0,Specific,LRP140,No Failures,0
443,N1,LRP140,136.735,,,23.0792493,91.3558333,0.0,Specific,LRP137b,No Failures,0
444,N1,LRP137b,136.899,14.2,B,23.0779647046997,91.3566005031331,"Uniform(0.25, 1)",Specific,LRP140a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
445,N1,LRP140a,137.501,,,23.0732493,91.3594167,0.0,Specific,LRP141,No Failures,0
446,N1,LRP141,137.735,,,23.0712493,91.3599722,0.0,Specific,LRP138a,No Failures,0
447,N1,LRP138a,137.856,6.1,B,23.070198184,91.3603022,"Uniform(1/6, 1/3)",Specific,LRP141a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
448,N1,LRP141a,138.01,,,23.0688604,91.36072220000001,0.0,Specific,LRP141b,No Failures,0
449,N1,LRP141b,138.621,,,23.0636944,91.3616389,0.0,Specific,LRP142,No Failures,0
450,N1,LRP142,138.639,,,23.063527800000003,91.3616389,0.0,Specific,LRP142a,No Failures,0
451,N1,LRP142a,138.869,,,23.061472199999997,91.3616667,0.0,Specific,LRP140a,No Failures,0
452,N1,LRP140a,138.953,4.0,B,23.0607473333333,91.3618624619047,"Uniform(1/6, 1/3)",Specific,LRP143,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
453,N1,LRP143,139.751,,,23.0538611,91.36372220000001,0.0,Specific,LRP143a,No Failures,0
454,N1,LRP143a,140.251,,,23.047944100000002,91.3651389,0.0,Specific,LRP144,No Failures,0
455,N1,LRP144,140.77200000000002,,,23.044971899999997,91.36536109999999,0.0,Specific,LRP144a,No Failures,0
456,N1,LRP144a,140.968,,,23.0427774,91.3654444,0.0,Specific,LRP144b,No Failures,0
457,N1,LRP144b,141.304,,,23.0398052,91.3656111,0.0,Specific,LRP142a,No Failures,0
458,N1,LRP142a,141.531,10.8,A,23.0379728055555,91.3656784724359,"Uniform(0.25, 1)",Specific,LRP145,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
459,N1,LRP145,141.77200000000002,,,23.0360274,91.36575,0.0,Specific,LRP145a,No Failures,0
460,N1,LRP145a,142.507,,,23.029416,91.36563890000001,0.0,Specific,LRP143a,No Failures,0
461,N1,LRP143a,142.793,1.6,A,23.0269801170731,91.3655004839721,"Uniform(1/6, 1/3)",Specific,LRP146,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
462,N1,LRP146,142.79399999999998,,,23.026971600000003,91.3655,0.0,Specific,LRP146a,No Failures,0
463,N1,LRP146a,143.034,,,23.024832699999997,91.3655278,0.0,Specific,LRP147,No Failures,0
464,N1,LRP147,143.795,,,23.0193604,91.3697771,0.0,Specific,LRP147a,No Failures,0
465,N1,LRP147a,143.946,,,23.0185271,91.37083270000001,0.0,Specific,LRP147b,No Failures,0
466,N1,LRP147b,144.67,,,23.014083300000003,91.37597159999999,0.0,Specific,LRP148,No Failures,0
467,N1,LRP148,144.795,,,23.0132778,91.37694379999999,0.0,Specific,LRP145a,No Failures,0
468,N1,LRP145a,144.939,3.4,A,23.0124048410423,91.3779796149837,"Uniform(1/6, 1/3)",Specific,LRP148a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
469,N1,LRP148a,145.409,,,23.009555600000002,91.3813604,0.0,Specific,LRP150,No Failures,0
470,N1,LRP150,146.816,,,23.0018889,91.3920552,0.0,Specific,LRP148a,No Failures,0
471,N1,LRP148a,147.296,1.5,A,22.999248756,91.3957752,"Uniform(1/6, 1/3)",Specific,LRP151,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
472,N1,LRP151,147.816,,,22.996388600000003,91.3998052,0.0,Specific,LRP151a,No Failures,0
473,N1,LRP151a,147.901,,,22.9961941,91.4005,0.0,Specific,LRP151b,No Failures,0
474,N1,LRP151b,147.924,,,22.9960552,91.4006667,0.0,Specific,LRP149a,No Failures,0
475,N1,LRP149a,148.151,23.4,A,22.9947280792802,91.4022894900763,"Uniform(0.25, 1)",Specific,LRP149c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
476,N1,LRP149c,148.495,1.9,A,22.9927169359869,91.4047486961832,"Uniform(1/6, 1/3)",Specific,LRP152,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
477,N1,LRP152,148.841,,,22.990694100000002,91.4072222,0.0,Specific,LRP152a,No Failures,0
478,N1,LRP152a,149.289,,,22.9877774,91.41,0.0,Specific,LRP152b,No Failures,0
479,N1,LRP152b,149.585,,,22.985888600000003,91.4120556,0.0,Specific,LRP153,No Failures,0
480,N1,LRP153,149.841,,,22.984221899999998,91.41372220000001,0.0,Specific,LRP154,No Failures,0
481,N1,LRP154,150.892,,,22.9774438,91.42058270000001,0.0,Specific,LRP155,No Failures,0
482,N1,LRP155,151.892,,,22.9711382,91.4273882,0.0,Specific,LRP156,No Failures,0
483,N1,LRP156,152.892,,,22.966333300000002,91.4356108,0.0,Specific,LRP156a,No Failures,0
484,N1,LRP156a,153.672,,,22.9624167,91.44169409999999,0.0,Specific,LRP156b,No Failures,0
485,N1,LRP156b,153.781,,,22.9618056,91.4424997,0.0,Specific,LRP155a,No Failures,0
486,N1,LRP155a,153.843,94.05,B,22.9614487369369,91.4429962027027,"Uniform(0.75, 1.5)",Specific,LRP155a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
487,N1,LRP155a,153.843,98.87,C,22.9614487369369,91.4429962027027,"Uniform(0.75, 1.5)",Specific,LRP157,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
488,N1,LRP157,153.892,,,22.9611667,91.44338859999999,0.0,Specific,LRP158,No Failures,0
489,N1,LRP158,154.935,,,22.9561389,91.45177779999999,0.0,Specific,LRP159,No Failures,0
490,N1,LRP159,155.935,,,22.9514444,91.46002779999999,0.0,Specific,LRP160,No Failures,0
491,N1,LRP160,156.947,,,22.9479997,91.46899930000001,0.0,Specific,LRP160a,No Failures,0
492,N1,LRP160a,157.685,,,22.9483608,91.4761382,0.0,Specific,LRP161,No Failures,0
493,N1,LRP161,157.947,,,22.9484997,91.4786938,0.0,Specific,LRP159a,No Failures,0
494,N1,LRP159a,158.031,1.5,A,22.9486038666666,91.4794993833333,"Uniform(1/6, 1/3)",Specific,LRP162,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
495,N1,LRP162,158.955,,,22.9497497,91.4883608,0.0,Specific,LRP163,No Failures,0
496,N1,LRP163,159.955,,,22.9497774,91.49802740000001,0.0,Specific,LRP163a,No Failures,0
497,N1,LRP163a,160.243,,,22.9496663,91.5007778,0.0,Specific,LRP161a,No Failures,0
498,N1,LRP161a,160.379,193.22,B,22.9496126090047,91.502066899526,"Uniform(0.75, 1.5)",Specific,LRP161a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
499,N1,LRP161a,160.379,191.5,B,22.9496126090047,91.502066899526,"Uniform(0.75, 1.5)",Specific,LRP163b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
500,N1,LRP163b,160.454,,,22.949582999999997,91.50277779999999,0.0,Specific,LRP164,No Failures,0
501,N1,LRP164,160.963,,,22.9482774,91.50725,0.0,Specific,LRP164a,No Failures,0
502,N1,LRP164a,161.582,,,22.943944100000003,91.51086109999999,0.0,Specific,LRP165,No Failures,0
503,N1,LRP165,161.963,,,22.940832999999998,91.5124444,0.0,Specific,LRP166,No Failures,0
504,N1,LRP166,162.963,,,22.932971600000002,91.51722159999998,0.0,Specific,LRP167,No Failures,0
505,N1,LRP167,163.963,,,22.924888199999998,91.5213327,0.0,Specific,LRP168,No Failures,0
506,N1,LRP168,164.963,,,22.916721600000002,91.5253882,0.0,Specific,LRP168a,No Failures,0
507,N1,LRP168a,165.097,,,22.9156667,91.5259438,0.0,Specific,LRP166a,No Failures,0
508,N1,LRP166a,165.183,222.43,A,22.9149647061403,91.5262895350877,"Triangular(1, 2, 4)",Specific,LRP166a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
509,N1,LRP166a,165.183,220.6,B,22.9149647061403,91.5262895350877,"Triangular(1, 2, 4)",Specific,LRP168b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
510,N1,LRP168b,165.325,,,22.9138056,91.5268604,0.0,Specific,LRP166c,No Failures,0
511,N1,LRP166c,165.825,6.1,A,22.9097128884012,91.5289285034482,"Uniform(1/6, 1/3)",Specific,LRP169,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
512,N1,LRP169,165.963,,,22.9085833,91.5294993,0.0,Specific,LRP169a,No Failures,0
513,N1,LRP169a,166.42700000000002,,,22.9046667,91.53144379999999,0.0,Specific,LRP167a,No Failures,0
514,N1,LRP167a,166.479,3.0,A,22.9042462955223,91.5316297776119,"Uniform(1/6, 1/3)",Specific,LRP170,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
515,N1,LRP170,166.963,,,22.9003333,91.5333608,0.0,Specific,LRP170a,No Failures,0
516,N1,LRP170a,167.046,,,22.899444100000004,91.5336108,0.0,Specific,LRP170b,No Failures,0
517,N1,LRP170b,167.683,,,22.893999700000002,91.5346941,0.0,Specific,LRP170c,No Failures,0
518,N1,LRP170c,167.796,,,22.8929719,91.5350274,0.0,Specific,LRP170d,No Failures,0
519,N1,LRP170d,167.9,,,22.8921663,91.5353052,0.0,Specific,LRP169a,No Failures,0
520,N1,LRP169a,167.963,3.0,A,22.8916386,91.5354719,"Uniform(1/6, 1/3)",Specific,LRP171,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
521,N1,LRP171,167.963,,,22.891638600000004,91.5354719,0.0,Specific,LRP172,No Failures,0
522,N1,LRP172,168.963,,,22.8829993,91.5381663,0.0,Specific,LRP172b,No Failures,0
523,N1,LRP172b,169.878,,,22.875166,91.54072190000001,0.0,Specific,LRP171a,No Failures,0
524,N1,LRP171a,169.933,4.3,A,22.8746986941176,91.5408836647058,"Uniform(1/6, 1/3)",Specific,LRP173,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
525,N1,LRP173,169.963,,,22.874443799999998,91.5409719,0.0,Specific,LRP173a,No Failures,0
526,N1,LRP173a,170.125,,,22.8731382,91.54144409999999,0.0,Specific,LRP171b,No Failures,0
527,N1,LRP171b,170.174,2.0,A,22.872722034892,91.5415958766187,"Uniform(1/6, 1/3)",Specific,LRP173b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
528,N1,LRP173b,170.68099999999998,,,22.868416,91.5431663,0.0,Specific,LRP171c,No Failures,0
529,N1,LRP171c,170.725,1.5,A,22.8680563702127,91.5432963340425,"Uniform(1/6, 1/3)",Specific,LRP174,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
530,N1,LRP174,170.963,,,22.8661111,91.5439997,0.0,Specific,LRP174a,No Failures,0
531,N1,LRP174a,171.53900000000002,,,22.861117723107572,91.54512584501991,0.0,Specific,LRP172a,No Failures,0
532,N1,LRP172a,171.554,4.3,A,22.8609876872509,91.5451551717131,"Uniform(1/6, 1/3)",Specific,LRP174b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
533,N1,LRP174b,171.71599999999998,,,22.8595833,91.54547190000001,0.0,Specific,LRP172b,No Failures,0
534,N1,LRP172b,171.728,2.0,A,22.8594847882591,91.5454799987854,"Uniform(1/6, 1/3)",Specific,LRP175,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
535,N1,LRP175,171.963,,,22.8575556,91.54563859999999,0.0,Specific,LRP173a,No Failures,0
536,N1,LRP173a,172.122,1.5,A,22.8560565672727,91.5457188709091,"Uniform(1/6, 1/3)",Specific,LRP175a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
537,N1,LRP175a,172.128,,,22.855999999999998,91.5457219,0.0,Specific,LRP173b,No Failures,0
538,N1,LRP173b,172.23,1.5,A,22.8551475327433,91.5458221849557,"Uniform(1/6, 1/3)",Specific,LRP175b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
539,N1,LRP175b,172.24099999999999,,,22.8550556,91.545833,0.0,Specific,LRP176,No Failures,0
540,N1,LRP176,172.963,,,22.8486663,91.5463608,0.0,Specific,LRP174a,No Failures,0
541,N1,LRP174a,172.969,8.5,A,22.8486172764705,91.5463706117647,"Uniform(1/6, 1/3)",Specific,LRP176a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
542,N1,LRP176a,172.98,,,22.8485274,91.5463886,0.0,Specific,LRP176b,No Failures,0
543,N1,LRP176b,172.99,,,22.848444100000002,91.54641629999999,0.0,Specific,LRP174b,No Failures,0
544,N1,LRP174b,173.35,3.0,A,22.8453914894736,91.5474689210526,"Uniform(1/6, 1/3)",Specific,LRP176c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
545,N1,LRP176c,173.37,,,22.8452219,91.5475274,0.0,Specific,LRP174c,No Failures,0
546,N1,LRP174c,173.585,1.5,A,22.8434551375,91.54814955625,"Uniform(1/6, 1/3)",Specific,LRP176d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
547,N1,LRP176d,173.61,,,22.8432497,91.5482219,0.0,Specific,LRP175a,No Failures,0
548,N1,LRP175a,173.859,3.0,A,22.8410943334277,91.5488096951841,"Uniform(1/6, 1/3)",Specific,LRP177,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
549,N1,LRP177,173.963,,,22.8401941,91.5490552,0.0,Specific,LRP177a,No Failures,0
550,N1,LRP177a,174.27700000000002,,,22.8372497,91.5492497,0.0,Specific,LRP175b,No Failures,0
551,N1,LRP175b,174.804,3.0,A,22.8327467692419,91.5501035014577,"Uniform(1/6, 1/3)",Specific,LRP178,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
552,N1,LRP178,174.963,,,22.8313882,91.55036109999999,0.0,Specific,LRP176a,No Failures,0
553,N1,LRP176a,175.013,4.5,A,22.8309613422018,91.5505028545871,"Uniform(1/6, 1/3)",Specific,LRP176b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
554,N1,LRP176b,175.785,12.4,C,22.8243706577981,91.5526915454128,"Uniform(0.25, 1)",Specific,LRP178a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
555,N1,LRP178a,175.835,,,22.8239438,91.5528333,0.0,Specific,LRP179,No Failures,0
556,N1,LRP179,175.963,,,22.8228049,91.55313890000001,0.0,Specific,LRP180,No Failures,0
557,N1,LRP180,176.963,,,22.8141389,91.5555833,0.0,Specific,LRP179a,No Failures,0
558,N1,LRP179a,177.247,9.5,B,22.811563437647,91.5562562129411,"Uniform(1/6, 1/3)",Specific,LRP180a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
559,N1,LRP180a,177.303,,,22.8110556,91.5563889,0.0,Specific,LRP180b,No Failures,0
560,N1,LRP180b,177.709,,,22.808000000000003,91.5579167,0.0,Specific,LRP180c,No Failures,0
561,N1,LRP180c,177.96099999999998,,,22.8059722,91.5589167,0.0,Specific,LRP181,No Failures,0
562,N1,LRP181,177.963,,,22.805944399999998,91.5589167,0.0,Specific,LRP181a,No Failures,0
563,N1,LRP181a,178.118,,,22.8045833,91.5591111,0.0,Specific,LRP182,No Failures,0
564,N1,LRP182,178.963,,,22.797471899999998,91.56136109999998,0.0,Specific,LRP181a,No Failures,0
565,N1,LRP181a,179.363,4.5,A,22.7941813523326,91.5629612622718,"Uniform(1/6, 1/3)",Specific,LRP182a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
566,N1,LRP182a,179.456,,,22.7934163,91.5633333,0.0,Specific,LRP182b,No Failures,0
567,N1,LRP182b,179.928,,,22.789610800000002,91.5654444,0.0,Specific,LRP183,No Failures,0
568,N1,LRP183,179.963,,,22.7893608,91.5655833,0.0,Specific,LRP182a,No Failures,0
569,N1,LRP182a,180.85,23.2,B,22.7821968918511,91.5691025661971,"Uniform(0.25, 1)",Specific,LRP183a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
570,N1,LRP183a,180.957,,,22.7813327,91.5695271,0.0,Specific,LRP184,No Failures,0
571,N1,LRP184,180.963,,,22.781221600000002,91.5695827,0.0,Specific,LRP184a,No Failures,0
572,N1,LRP184a,180.97799999999998,,,22.781138199999997,91.5696382,0.0,Specific,LRP184b,No Failures,0
573,N1,LRP184b,181.46400000000003,,,22.777110399999998,91.5713327,0.0,Specific,LRP183b,No Failures,0
574,N1,LRP183b,181.825,6.0,A,22.774197092,91.5728737519999,"Uniform(1/6, 1/3)",Specific,LRP184c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
575,N1,LRP184c,181.93900000000002,,,22.7732771,91.5733604,0.0,Specific,LRP185,No Failures,0
576,N1,LRP185,181.963,,,22.7730271,91.57347159999999,0.0,Specific,LRP184a,No Failures,0
577,N1,LRP184a,182.318,9.7,A,22.770251666098,91.5750905211087,"Uniform(1/6, 1/3)",Specific,LRP185a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
578,N1,LRP185a,182.43200000000002,,,22.7693604,91.5756104,0.0,Specific,LRP185b,No Failures,0
579,N1,LRP185b,182.43400000000003,,,22.7661944,91.5779993,0.0,Specific,LRP186,No Failures,0
580,N1,LRP186,182.963,,,22.765472199999998,91.57855490000001,0.0,Specific,LRP185a,No Failures,0
581,N1,LRP185a,183.296,4.0,A,22.7630626913907,91.5804538821192,"Uniform(1/6, 1/3)",Specific,LRP186a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
582,N1,LRP186a,183.416,,,22.7621944,91.5811382,0.0,Specific,LRP187,No Failures,0
583,N1,LRP187,183.963,,,22.758527800000003,91.58452740000001,0.0,Specific,LRP186a,No Failures,0
584,N1,LRP186a,184.654,12.9,A,22.7535653245121,91.5886004236585,"Uniform(0.25, 1)",Specific,LRP187a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
585,N1,LRP187a,184.783,,,22.7526389,91.5893608,0.0,Specific,LRP187b,No Failures,0
586,N1,LRP187b,184.80599999999998,,,22.7525,91.5894719,0.0,Specific,LRP188,No Failures,0
587,N1,LRP188,184.963,,,22.751333300000002,91.5903608,0.0,Specific,LRP187a,No Failures,0
588,N1,LRP187a,185.058,3.0,A,22.7506393495689,91.5908840370689,"Uniform(1/6, 1/3)",Specific,LRP188a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
589,N1,LRP188a,185.195,,,22.749638600000004,91.5916386,0.0,Specific,LRP187b,No Failures,0
590,N1,LRP187b,185.842,8.1,B,22.7445136523437,91.5943998915364,"Uniform(1/6, 1/3)",Specific,LRP189,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
591,N1,LRP189,185.963,,,22.7435552,91.5949163,0.0,Specific,LRP189a,No Failures,0
592,N1,LRP189a,185.995,,,22.743305199999998,91.5950274,0.0,Specific,LRP190,No Failures,0
593,N1,LRP190,186.963,,,22.7349997,91.59794409999999,0.0,Specific,LRP190a,No Failures,0
594,N1,LRP190a,186.975,,,22.7349163,91.5979719,0.0,Specific,LRP191,No Failures,0
595,N1,LRP191,187.963,,,22.7263882,91.60077779999999,0.0,Specific,LRP190a,No Failures,0
596,N1,LRP190a,188.35,3.0,A,22.723316755473,91.6024331404452,"Uniform(1/6, 1/3)",Specific,LRP191a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
597,N1,LRP191a,188.502,,,22.7221104,91.6030833,0.0,Specific,LRP192,No Failures,0
598,N1,LRP192,188.963,,,22.7185549,91.6053056,0.0,Specific,LRP191a,No Failures,0
599,N1,LRP191a,189.058,3.0,A,22.7178243865384,91.6057623307692,"Uniform(1/6, 1/3)",Specific,LRP191b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
600,N1,LRP191b,189.13,3.0,A,22.7172707342307,91.6061084846153,"Uniform(1/6, 1/3)",Specific,LRP192a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
601,N1,LRP192a,189.22299999999998,,,22.7165556,91.6065556,0.0,Specific,LRP192b,No Failures,0
602,N1,LRP192b,189.298,,,22.715999999999998,91.6069167,0.0,Specific,LRP193,No Failures,0
603,N1,LRP193,189.513,,,22.7143889,91.60794440000001,0.0,Specific,LRP191c,No Failures,0
604,N1,LRP191c,189.58,19.2,C,22.7138727382812,91.6082352218749,"Uniform(0.25, 1)",Specific,LRP193a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
605,N1,LRP193a,189.769,,,22.7124167,91.6090556,0.0,Specific,LRP193b,No Failures,0
606,N1,LRP193b,190.37599999999998,,,22.7076111,91.6118056,0.0,Specific,LRP194,No Failures,0
607,N1,LRP194,190.513,,,22.7065556,91.61236109999999,0.0,Specific,LRP194a,No Failures,0
608,N1,LRP194a,190.581,,,22.706,91.6126944,0.0,Specific,LRP194b,No Failures,0
609,N1,LRP194b,190.923,,,22.7033056,91.6142222,0.0,Specific,LRP193a,No Failures,0
610,N1,LRP193a,191.107,19.2,A,22.701816503937,91.6149734608923,"Uniform(0.25, 1)",Specific,LRP194c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
611,N1,LRP194c,191.304,,,22.7002222,91.61577779999999,0.0,Specific,LRP195,No Failures,0
612,N1,LRP195,191.524,,,22.6984997,91.61666600000001,0.0,Specific,LRP195a,No Failures,0
613,N1,LRP195a,192.308,,,22.6919719,91.61986040000001,0.0,Specific,LRP194a,No Failures,0
614,N1,LRP194a,192.408,4.2,A,22.6912517148148,91.6201690574074,"Uniform(1/6, 1/3)",Specific,LRP196,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
615,N1,LRP196,192.524,,,22.6904163,91.62052709999999,0.0,Specific,LRP196a,No Failures,0
616,N1,LRP196a,192.622,,,22.689583,91.62083270000001,0.0,Specific,LRP195a,No Failures,0
617,N1,LRP195a,192.95,3.2,A,22.6868697647058,91.6220385823529,"Uniform(1/6, 1/3)",Specific,LRP196b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
618,N1,LRP196b,193.166,,,22.685083,91.6228327,0.0,Specific,LRP197,No Failures,0
619,N1,LRP197,193.483,,,22.6825549,91.6241938,0.0,Specific,LRP196a,No Failures,0
620,N1,LRP196a,194.149,6.0,A,22.6769772991044,91.6268169453731,"Uniform(1/6, 1/3)",Specific,LRP197a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
621,N1,LRP197a,194.153,,,22.6769438,91.62683270000001,0.0,Specific,LRP197b,No Failures,0
622,N1,LRP197b,194.38400000000001,,,22.6751382,91.6274438,0.0,Specific,LRP198,No Failures,0
623,N1,LRP198,194.483,,,22.6743049,91.6277493,0.0,Specific,LRP198a,No Failures,0
624,N1,LRP198a,194.60299999999998,,,22.6733049,91.62808270000001,0.0,Specific,LRP198b,No Failures,0
625,N1,LRP198b,194.734,,,22.6722493,91.6285271,0.0,Specific,LRP197a,No Failures,0
626,N1,LRP197a,194.998,3.0,A,22.6699594391304,91.6293531695652,"Uniform(1/6, 1/3)",Specific,LRP198c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
627,N1,LRP198c,195.24,,,22.6678604,91.6301104,0.0,Specific,LRP197b,No Failures,0
628,N1,LRP197b,195.501,3.0,A,22.6657838981081,91.6311293581081,"Uniform(1/6, 1/3)",Specific,LRP199,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
629,N1,LRP199,195.61,,,22.6649167,91.63155490000001,0.0,Specific,LRP199a,No Failures,0
630,N1,LRP199a,195.748,,,22.6638333,91.6321382,0.0,Specific,LRP198a,No Failures,0
631,N1,LRP198a,196.038,3.0,A,22.6615956814814,91.6335257425926,"Uniform(1/6, 1/3)",Specific,LRP199b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
632,N1,LRP199b,196.28799999999998,,,22.6596667,91.6347219,0.0,Specific,LRP200,No Failures,0
633,N1,LRP200,196.61,,,22.6571389,91.636333,0.0,Specific,LRP199a,No Failures,0
634,N1,LRP199a,196.925,3.1,A,22.6547124294117,91.6379261764705,"Uniform(1/6, 1/3)",Specific,LRP200a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
635,N1,LRP200a,196.967,,,22.6543889,91.63813859999999,0.0,Specific,LRP200b,No Failures,0
636,N1,LRP200b,197.176,,,22.652777800000003,91.6391663,0.0,Specific,LRP199b,No Failures,0
637,N1,LRP199b,197.39,4.6,A,22.6510709547445,91.6400341194647,"Uniform(1/6, 1/3)",Specific,LRP201,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
638,N1,LRP201,197.58700000000002,,,22.6494997,91.640833,0.0,Specific,LRP201a,No Failures,0
639,N1,LRP201a,197.65400000000002,,,22.6489997,91.6411108,0.0,Specific,LRP199c,No Failures,0
640,N1,LRP199c,197.846,12.4,A,22.6474561112311,91.6419171170626,"Uniform(0.25, 1)",Specific,LRP201b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
641,N1,LRP201b,198.11700000000002,,,22.645277399999998,91.6430552,0.0,Specific,LRP202,No Failures,0
642,N1,LRP202,198.58700000000002,,,22.641582999999997,91.6451108,0.0,Specific,LRP201a,No Failures,0
643,N1,LRP201a,199.279,3.0,A,22.636096590965,91.648209240657,"Uniform(1/6, 1/3)",Specific,LRP201b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
644,N1,LRP201b,199.502,3.0,A,22.6343285718685,91.6492077265913,"Uniform(1/6, 1/3)",Specific,LRP202a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
645,N1,LRP202a,199.56099999999998,,,22.6338608,91.64947190000001,0.0,Specific,LRP203,No Failures,0
646,N1,LRP203,199.648,,,22.6330827,91.649833,0.0,Specific,LRP203a,No Failures,0
647,N1,LRP203a,199.783,,,22.632027100000002,91.65038890000001,0.0,Specific,LRP202a,No Failures,0
648,N1,LRP202a,200.277,3.0,A,22.6281666352941,91.6527578258312,"Uniform(1/6, 1/3)",Specific,LRP203b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
649,N1,LRP203b,200.565,,,22.625916,91.6541389,0.0,Specific,LRP202b,No Failures,0
650,N1,LRP202b,200.575,6.1,B,22.6258323373493,91.6541857554217,"Uniform(1/6, 1/3)",Specific,LRP204,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
651,N1,LRP204,200.648,,,22.625221600000003,91.6545278,0.0,Specific,LRP204a,No Failures,0
652,N1,LRP204a,200.86700000000002,,,22.623471600000002,91.65530559999999,0.0,Specific,LRP203a,No Failures,0
653,N1,LRP203a,200.918,3.0,A,22.6230461711711,91.6554672531531,"Uniform(1/6, 1/3)",Specific,LRP204b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
