,road,lrp,chainage,length,condition,lat,lon,Time to Repair,Entity Destination Type,Node Name,Failure Type,Uptime Between Failures
1511,N1,LRP393a,396.596,45.6,C,21.3269177037394,92.0819708735826,"Uniform(0.25, 1)",Specific,LRP402,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1512,N1,LRP402,396.98,,,21.324666,92.084583,0.0,Specific,LRP402a,No Failures,0
1513,N1,LRP402a,397.086,,,21.3241104,92.08533299999999,0.0,Specific,LRP402b,No Failures,0
1514,N1,LRP402b,397.14099999999996,,,21.3238049,92.08572190000001,0.0,Specific,LRP393c,No Failures,0
1515,N1,LRP393c,397.144,5.0,C,21.3237869258823,92.0857429782352,"Uniform(1/6, 1/3)",Specific,LRP394a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1516,N1,LRP394a,397.591,11.2,D,21.3211087823529,92.0888836352941,"Uniform(0.25, 1)",Specific,LRP402c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1517,N1,LRP402c,397.651,,,21.320749300000003,92.0893052,0.0,Specific,LRP394c,No Failures,0
1518,N1,LRP394c,397.679,1.3,B,21.3205831278931,92.0894967632047,"Uniform(1/6, 1/3)",Specific,LRP403,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1519,N1,LRP403,397.98800000000006,,,21.3187493,92.0916108,0.0,Specific,LRP403a,No Failures,0
1520,N1,LRP403a,398.103,,,21.3179438,92.09216629999999,0.0,Specific,LRP403b,No Failures,0
1521,N1,LRP403b,398.12300000000005,,,21.3177771,92.0922497,0.0,Specific,LRP403c,No Failures,0
1522,N1,LRP403c,398.205,,,21.317666,92.09302740000001,0.0,Specific,LRP394e,No Failures,0
1523,N1,LRP394e,398.406,49.3,C,21.3162096661991,92.0939592732117,"Uniform(0.25, 1)",sink_N1,LRP403d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1524,N1,LRP403d,398.918,,,21.3125,92.096333,0.0,Specific,LRP403e,No Failures,0
1525,N1,LRP403e,398.97,,,21.3121944,92.0966941,0.0,sink_N1,LRP404,No Failures,0
1526,N1,LRP404,398.994,,,21.312027800000003,92.09691629999999,0.0,Specific,LRP404a,No Failures,0
1527,N1,LRP404a,399.214,,,21.3101667,92.0974997,0.0,Specific,LRP395a,No Failures,0
1528,N1,LRP395a,399.452,2.4,B,21.308226843421,92.0972648315789,"Uniform(1/6, 1/3)",Specific,LRP404b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1529,N1,LRP404b,399.974,,,21.303972199999997,92.0967497,0.0,Specific,LRP405,No Failures,0
1530,N1,LRP405,399.99699999999996,,,21.303777800000002,92.0968052,0.0,Specific,LRP396a,No Failures,0
1531,N1,LRP396a,400.027,2.3,C,21.3035165189189,92.0968487459459,"Uniform(1/6, 1/3)",Specific,LRP396b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1532,N1,LRP396b,400.46,61.3,D,21.2997453619819,92.0974772590991,"Uniform(0.75, 1.5)",Specific,LRP405a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1533,N1,LRP405a,400.55199999999996,,,21.298944100000003,92.0976108,0.0,Specific,LRP405b,No Failures,0
1534,N1,LRP405b,400.978,,,21.295638600000004,92.0993886,0.0,Specific,LRP405c,No Failures,0
1535,N1,LRP405c,401.05199999999996,,,21.2949997,92.0993886,0.0,Specific,LRP406,No Failures,0
1536,N1,LRP406,401.06,,,21.2949163,92.09941629999999,0.0,Specific,LRP398a,No Failures,0
1537,N1,LRP398a,401.752,14.1,A,21.2887748,92.0999549688796,"Uniform(0.25, 1)",Specific,LRP398b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1538,N1,LRP398b,401.89,11.0,B,21.28755005,92.1000623912863,"Uniform(0.25, 1)",Specific,LRP407,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1539,N1,LRP407,402.024,,,21.2863608,92.1001667,0.0,Specific,LRP407a,No Failures,0
1540,N1,LRP407a,402.29900000000004,,,21.283944100000003,92.1005278,0.0,Specific,LRP398d,No Failures,0
1541,N1,LRP398d,402.323,10.3,A,21.2837382315436,92.1005546348993,"Uniform(0.25, 1)",Specific,LRP407b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1542,N1,LRP407b,402.435,,,21.282777512080536,92.10067986442951,0.0,Specific,LRP407c,No Failures,0
1543,N1,LRP407c,402.44800000000004,,,21.282666,92.1006944,0.0,Specific,LRP407d,No Failures,0
1544,N1,LRP407d,402.876,,,21.2790827,92.1019722,0.0,Specific,LRP408,No Failures,0
1545,N1,LRP408,403.04400000000004,,,21.277666,92.10261109999999,0.0,Specific,LRP400a,No Failures,0
1546,N1,LRP400a,403.495,14.0,A,21.2740057908634,92.1044223449799,"Uniform(0.25, 1)",Specific,LRP400b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1547,N1,LRP400b,403.509,23.5,A,21.2738921701807,92.1044785698795,"Uniform(0.25, 1)",Specific,LRP400c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1548,N1,LRP400c,403.79,23.5,A,21.271611640763,92.1056070839357,"Uniform(0.25, 1)",Specific,LRP409,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1549,N1,LRP409,404.04,,,21.269582699999997,92.1066111,0.0,Specific,LRP409a,No Failures,0
1550,N1,LRP409a,404.055,,,21.269471600000003,92.1066667,0.0,Specific,LRP409b,No Failures,0
1551,N1,LRP409b,404.347,,,21.2678604,92.1088333,0.0,Specific,LRP409c,No Failures,0
1552,N1,LRP409c,404.37300000000005,,,21.267749300000002,92.109,0.0,Specific,LRP400e,No Failures,0
1553,N1,LRP400e,404.393,11.1,C,21.2676412724612,92.1091529913941,"Uniform(0.25, 1)",sink_N1,LRP401a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1554,N1,LRP401a,404.487,50.6,C,21.2671335430292,92.1098720509466,"Uniform(0.75, 1.5)",Specific,LRP401c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1555,N1,LRP401c,404.774,11.5,C,21.2655833478485,92.1120674774526,"Uniform(0.25, 1)",Specific,LRP409d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1556,N1,LRP409d,404.954,,,21.2646111,92.1134444,0.0,Specific,LRP410,No Failures,0
1557,N1,LRP410,405.04400000000004,,,21.2641111,92.1140833,0.0,Specific,LRP410a,No Failures,0
1558,N1,LRP410a,405.05800000000005,,,21.263972199999998,92.1141944,0.0,Specific,LRP410b,No Failures,0
1559,N1,LRP410b,405.103,,,21.263722199999997,92.11447220000001,0.0,Specific,LRP410c,No Failures,0
1560,N1,LRP410c,405.337,,,21.2623611,92.11616670000001,0.0,Specific,LRP410d,No Failures,0
1561,N1,LRP410d,405.355,,,21.26225,92.1163056,0.0,Specific,LRP402a,No Failures,0
1562,N1,LRP402a,405.728,6.6,C,21.2600473697902,92.1189860875524,"Uniform(1/6, 1/3)",Specific,LRP402b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1563,N1,LRP402b,405.969,2.4,A,21.2586242226573,92.1207179843356,"Uniform(1/6, 1/3)",Specific,LRP411,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1564,N1,LRP411,406.07,,,21.2580278,92.1214438,0.0,Specific,LRP402c,No Failures,0
1565,N1,LRP402c,406.218,17.0,A,21.2570550964285,92.1224165035714,"Uniform(0.25, 1)",Specific,LRP411a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1566,N1,LRP411a,406.29400000000004,,,21.256555600000002,92.122916,0.0,Specific,LRP411b,No Failures,0
1567,N1,LRP411b,406.30699999999996,,,21.2565,92.12297159999999,0.0,Specific,LRP403a,No Failures,0
1568,N1,LRP403a,406.517,2.4,A,21.2552064351464,92.1243872108786,"Uniform(1/6, 1/3)",Specific,LRP411c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1569,N1,LRP411c,406.546,,,21.2550278,92.1245827,0.0,Specific,LRP403b,No Failures,0
1570,N1,LRP403b,406.791,11.1,C,21.2538028,92.12659709,"Uniform(0.25, 1)",Specific,LRP411d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1571,N1,LRP411d,406.796,,,21.2537778,92.1266382,0.0,Specific,LRP412,No Failures,0
1572,N1,LRP412,407.07199999999995,,,21.2521944,92.1286104,0.0,Specific,LRP412a,No Failures,0
1573,N1,LRP412a,407.089,,,21.2521111,92.1287493,0.0,Specific,LRP412b,No Failures,0
1574,N1,LRP412b,407.209,,,21.250472199999997,92.1307493,0.0,Specific,LRP403d,No Failures,0
1575,N1,LRP403d,407.239,8.5,C,21.2504537,92.1307493,"Uniform(1/6, 1/3)",Specific,LRP412c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1576,N1,LRP412c,407.29900000000004,,,21.2504167,92.1307493,0.0,Specific,LRP404a,No Failures,0
1577,N1,LRP404a,407.785,2.4,C,21.2489644871959,92.1328410912932,"Uniform(1/6, 1/3)",Specific,LRP412d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1578,N1,LRP412d,408.08,,,21.248082999999998,92.1341108,0.0,Specific,LRP412e,No Failures,0
1579,N1,LRP412e,408.093,,,21.2479997,92.1342219,0.0,sink_N1,LRP413,No Failures,0
1580,N1,LRP413,408.134,,,21.2462219,92.1364719,0.0,Specific,LRP404b,No Failures,0
1581,N1,LRP404b,408.235,20.7,B,21.2457262593333,92.1373042073333,"Uniform(0.25, 1)",Specific,LRP413a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1582,N1,LRP413a,408.434,,,21.2447497,92.1389441,0.0,Specific,LRP413b,No Failures,0
1583,N1,LRP413b,408.81699999999995,,,21.242333,92.1413608,0.0,Specific,LRP413c,No Failures,0
1584,N1,LRP413c,408.839,,,21.242221899999997,92.1415552,0.0,Specific,LRP414,No Failures,0
1585,N1,LRP414,409.14099999999996,,,21.2412497,92.1440552,0.0,Specific,LRP415,No Failures,0
1586,N1,LRP415,410.121,,,21.235777399999996,92.1511667,0.0,Specific,LRP416,No Failures,0
1587,N1,LRP416,411.119,,,21.236333,92.1586667,0.0,Specific,LRP408a,No Failures,0
1588,N1,LRP408a,411.81,2.0,A,21.2308784786138,92.1607571460396,"Uniform(1/6, 1/3)",Specific,LRP408b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1589,N1,LRP408b,412.008,11.3,C,21.2293155332673,92.1613561450495,"Uniform(0.25, 1)",Specific,LRP417,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1590,N1,LRP417,412.129,,,21.2283604,92.1617222,0.0,Specific,LRP417a,No Failures,0
1591,N1,LRP417a,412.394,,,21.226138199999998,92.1611667,0.0,Specific,LRP417b,No Failures,0
1592,N1,LRP417b,412.603,,,21.224332699999998,92.16144440000001,0.0,Specific,LRP409a,No Failures,0
1593,N1,LRP409a,412.931,2.2,B,21.2215199757575,92.1617032590909,"Uniform(1/6, 1/3)",Specific,LRP418,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1594,N1,LRP418,413.131,,,21.2198049,92.1618611,0.0,Specific,LRP409b,No Failures,0
1595,N1,LRP409b,413.235,10.9,C,21.218960082,92.162077758,"Uniform(0.25, 1)",Specific,LRP409d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1596,N1,LRP409d,413.43,2.1,C,21.21737604825,92.16248399175,"Uniform(1/6, 1/3)",Specific,LRP418a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1597,N1,LRP418a,413.531,,,21.2165556,92.1626944,0.0,Specific,LRP410a,No Failures,0
1598,N1,LRP410a,413.66,2.0,A,21.2160115861386,92.1636641564356,"Uniform(1/6, 1/3)",Specific,LRP418b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1599,N1,LRP418b,413.834,,,21.215277800000003,92.16497220000001,0.0,Specific,LRP410b,No Failures,0
1600,N1,LRP410b,413.901,1.8,A,21.2149359632653,92.1655512030612,"Uniform(1/6, 1/3)",Specific,LRP410c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1601,N1,LRP410c,414.0,2.2,A,21.2144308612244,92.1664067448979,"Uniform(1/6, 1/3)",Specific,LRP418c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1602,N1,LRP418c,414.03,,,21.2142778,92.166666,0.0,Specific,LRP419,No Failures,0
1603,N1,LRP419,414.13599999999997,,,21.21375,92.1674438,0.0,Specific,LRP419a,No Failures,0
1604,N1,LRP419a,414.264,,,21.212722199999998,92.1678882,0.0,Specific,LRP419b,No Failures,0
1605,N1,LRP419b,414.50800000000004,,,21.2105833,92.1681382,0.0,Specific,LRP419c,No Failures,0
1606,N1,LRP419c,414.608,,,21.2096944,92.16841600000001,0.0,Specific,LRP411a,No Failures,0
1607,N1,LRP411a,415.056,6.4,A,21.2063047283582,92.1700180179104,"Uniform(1/6, 1/3)",Specific,LRP420,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1608,N1,LRP420,415.144,,,21.2056389,92.1703327,0.0,Specific,LRP411b,No Failures,0
1609,N1,LRP411b,415.296,2.2,A,21.2043409872865,92.1703567258064,"Uniform(1/6, 1/3)",Specific,LRP412a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1610,N1,LRP412a,415.574,3.1,A,21.2019671732447,92.1704006677419,"Uniform(1/6, 1/3)",Specific,LRP420a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1611,N1,LRP420a,415.671,,,21.2011389,92.170416,0.0,Specific,LRP420b,No Failures,0
1612,N1,LRP420b,415.91900000000004,,,21.1989997,92.1703604,0.0,Specific,LRP420c,No Failures,0
1613,N1,LRP420c,416.04400000000004,,,21.197721899999998,92.17055490000001,0.0,Specific,LRP412b,No Failures,0
1614,N1,LRP412b,416.057,39.3,A,21.197632418584,92.1705772646017,"Uniform(0.25, 1)",Specific,LRP421,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1615,N1,LRP421,416.157,,,21.196944100000003,92.1707493,0.0,Specific,LRP421a,No Failures,0
1616,N1,LRP421a,416.204,,,21.1965552,92.17086040000001,0.0,Specific,LRP412d,No Failures,0
1617,N1,LRP412d,416.354,3.0,A,21.1953155305785,92.1705074661157,"Uniform(1/6, 1/3)",Specific,LRP421b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1618,N1,LRP421b,416.68800000000005,,,21.1925552,92.16972159999999,0.0,Specific,LRP421c,No Failures,0
1619,N1,LRP421c,416.73,,,21.1923052,92.1695271,0.0,Specific,LRP413a,No Failures,0
1620,N1,LRP413a,416.966,9.4,B,21.1907730988505,92.1680703199233,"Uniform(1/6, 1/3)",Specific,LRP421d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1621,N1,LRP421d,416.991,,,21.1906108,92.167916,0.0,Specific,LRP422,No Failures,0
1622,N1,LRP422,417.164,,,21.1897497,92.166666,0.0,Specific,LRP413b,No Failures,0
1623,N1,LRP413b,417.29,15.4,D,21.1888919350109,92.1658773557987,"Uniform(0.25, 1)",Specific,LRP422a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1624,N1,LRP422a,417.621,,,21.186638600000002,92.1638056,0.0,Specific,LRP422b,No Failures,0
1625,N1,LRP422b,417.934,,,21.1859441,92.1610833,0.0,Specific,LRP422c,No Failures,0
1626,N1,LRP422c,417.957,,,21.185833,92.1609167,0.0,Specific,LRP423,No Failures,0
1627,N1,LRP423,418.19,,,21.1843052,92.15941670000001,0.0,Specific,LRP414a,No Failures,0
1628,N1,LRP414a,418.231,1.2,A,21.1839744314735,92.1593026449213,"Uniform(1/6, 1/3)",Specific,LRP415a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1629,N1,LRP415a,418.76,3.1,C,21.1797067107296,92.1578310562231,"Uniform(1/6, 1/3)",Specific,LRP423a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1630,N1,LRP423a,418.889,,,21.178666,92.1574722,0.0,Specific,LRP415b,No Failures,0
1631,N1,LRP415b,419.036,3.1,B,21.177417156701,92.1570372113402,"Uniform(1/6, 1/3)",Specific,LRP424,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1632,N1,LRP424,419.18,,,21.1761938,92.15661109999999,0.0,Specific,LRP415c,No Failures,0
1633,N1,LRP415c,419.278,48.8,C,21.1754208098765,92.1562526135802,"Uniform(0.25, 1)",Specific,LRP424a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1634,N1,LRP424a,419.423,,,21.1742771,92.15572220000001,0.0,Specific,LRP416a,No Failures,0
1635,N1,LRP416a,419.63,9.4,C,21.1724828063829,92.1552940329787,"Uniform(1/6, 1/3)",Specific,LRP424b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1636,N1,LRP424b,419.705,,,21.1718327,92.15513890000001,0.0,Specific,LRP416b,No Failures,0
1637,N1,LRP416b,419.88,31.1,B,21.1703723502057,92.1547387765432,"Uniform(0.25, 1)",Specific,LRP424c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1638,N1,LRP424c,419.94800000000004,,,21.1698049,92.1545833,0.0,Specific,LRP424d,No Failures,0
1639,N1,LRP424d,419.996,,,21.169499300000002,92.1543056,0.0,Specific,LRP416d,No Failures,0
1640,N1,LRP416d,420.093,9.4,B,21.1688213638709,92.153662396129,"Uniform(1/6, 1/3)",Specific,LRP424e,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1641,N1,LRP424e,420.151,,,21.168416,92.1532778,0.0,sink_N1,LRP416e,No Failures,0
1642,N1,LRP416e,420.18,3.0,A,21.168232930909,92.1531459818181,"Uniform(1/6, 1/3)",sink_N1,LRP425,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1643,N1,LRP425,420.26099999999997,,,21.1677216,92.1527778,0.0,Specific,LRP425a,No Failures,0
1644,N1,LRP425a,420.32599999999996,,,21.1673327,92.1524167,0.0,Specific,LRP416f,No Failures,0
1645,N1,LRP416f,420.406,9.3,B,21.1666653482213,92.1523376486166,"Uniform(1/6, 1/3)",Specific,LRP417a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1646,N1,LRP417a,420.537,3.0,C,21.1655725596837,92.1522082019762,"Uniform(1/6, 1/3)",Specific,LRP425b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1647,N1,LRP425b,420.579,,,21.1652222,92.1521667,0.0,Specific,LRP417b,No Failures,0
1648,N1,LRP417b,420.606,4.6,A,21.16498780625,92.152190071875,"Uniform(1/6, 1/3)",Specific,LRP425c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1649,N1,LRP425c,420.611,,,21.1649444,92.1521944,0.0,Specific,LRP425d,No Failures,0
1650,N1,LRP425d,420.806,,,21.16325,92.15222220000001,0.0,Specific,LRP425e,No Failures,0
1651,N1,LRP425e,420.895,,,21.162472199999996,92.1522778,0.0,sink_N1,LRP417c,No Failures,0
1652,N1,LRP417c,420.952,1.25,C,21.1619757444915,92.1523314669491,"Uniform(1/6, 1/3)",Specific,LRP425f,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1653,N1,LRP425f,421.131,,,21.1604167,92.1525,0.0,Specific,LRP417d,No Failures,0
1654,N1,LRP417d,421.156,3.0,A,21.1602045009259,92.1525257175926,"Uniform(1/6, 1/3)",Specific,LRP426,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1655,N1,LRP426,421.23900000000003,,,21.1595,92.15261109999999,0.0,Specific,LRP426a,No Failures,0
1656,N1,LRP426a,421.26,,,21.1593056,92.15261109999999,0.0,Specific,LRP426b,No Failures,0
1657,N1,LRP426b,421.333,,,21.158666699999998,92.1525,0.0,Specific,LRP417e,No Failures,0
1658,N1,LRP417e,421.358,3.0,C,21.1584534746478,92.1525195633802,"Uniform(1/6, 1/3)",sink_N1,LRP426c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1659,N1,LRP426c,421.68800000000005,,,21.1556389,92.1527778,0.0,Specific,LRP426d,No Failures,0
1660,N1,LRP426d,421.905,,,21.1537778,92.1528611,0.0,Specific,LRP418a,No Failures,0
1661,N1,LRP418a,422.081,9.4,C,21.1524632792452,92.1534145867924,"Uniform(1/6, 1/3)",Specific,LRP426e,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1662,N1,LRP426e,422.11699999999996,,,21.1521944,92.15352779999999,0.0,sink_N1,LRP427,No Failures,0
1663,N1,LRP427,422.315,,,21.150722199999997,92.1545,0.0,Specific,LRP418b,No Failures,0
1664,N1,LRP418b,422.447,15.2,C,21.1498906490706,92.1552156215613,"Uniform(0.25, 1)",Specific,LRP419a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1665,N1,LRP419a,422.784,58.0,C,21.1477676743494,92.1570426250929,"Uniform(0.75, 1.5)",Specific,LRP427a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1666,N1,LRP427a,422.853,,,21.147333,92.1574167,0.0,Specific,LRP427b,No Failures,0
1667,N1,LRP427b,423.222,,,21.144277399999996,92.15863890000001,0.0,Specific,LRP427c,No Failures,0
1668,N1,LRP427c,423.241,,,21.1441663,92.1586944,0.0,Specific,LRP428,No Failures,0
1669,N1,LRP428,423.32199999999995,,,21.143527399999996,92.15897220000001,0.0,Specific,LRP419c,No Failures,0
1670,N1,LRP419c,423.442,3.3,B,21.1425462548387,92.159429216129,"Uniform(1/6, 1/3)",Specific,LRP428a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1671,N1,LRP428a,423.57,,,21.1414997,92.1599167,0.0,Specific,LRP428b,No Failures,0
1672,N1,LRP428b,423.631,,,21.1410552,92.1602222,0.0,Specific,LRP420a,No Failures,0
1673,N1,LRP420a,423.67,15.4,C,21.1408647661691,92.1605222283582,"Uniform(0.25, 1)",Specific,LRP420c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1674,N1,LRP420c,423.804,3.3,A,21.140210455058,92.1615530950248,"Uniform(1/6, 1/3)",Specific,LRP420d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1675,N1,LRP420d,424.075,3.3,A,21.1388871840796,92.1636379074626,"Uniform(1/6, 1/3)",Specific,LRP428c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1676,N1,LRP428c,424.23400000000004,,,21.1381108,92.1648611,0.0,Specific,LRP420e,No Failures,0
1677,N1,LRP420e,424.271,1.2,A,21.1380664956896,92.1651978,"Uniform(1/6, 1/3)",sink_N1,LRP429,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1678,N1,LRP429,424.35,,,21.137971899999997,92.1659167,0.0,Specific,LRP420f,No Failures,0
1679,N1,LRP420f,424.395,32.0,C,21.1379210829268,92.1663534195121,"Uniform(0.25, 1)",Specific,LRP429a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1680,N1,LRP429a,424.473,,,21.137832999999997,92.1671104,0.0,Specific,LRP421a,No Failures,0
1681,N1,LRP421a,424.577,12.3,D,21.1376124564885,92.1680587053435,"Uniform(0.25, 1)",Specific,LRP429b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1682,N1,LRP429b,424.60400000000004,,,21.1375552,92.16830490000001,0.0,Specific,LRP421c,No Failures,0
1683,N1,LRP421c,424.783,1.2,C,21.1373350498154,92.1700112125461,"Uniform(1/6, 1/3)",Specific,LRP429c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1684,N1,LRP429c,424.875,,,21.137221899999997,92.1708882,0.0,Specific,LRP429d,No Failures,0
1685,N1,LRP429d,425.075,,,21.137110800000002,92.17277709999999,0.0,Specific,LRP429e,No Failures,0
1686,N1,LRP429e,425.195,,,21.136888600000002,92.173916,0.0,sink_N1,LRP429f,No Failures,0
1687,N1,LRP429f,425.225,,,21.136721899999998,92.1741382,0.0,Specific,LRP421d,No Failures,0
1688,N1,LRP421d,425.267,15.2,B,21.1366125359375,92.1745027796875,"Uniform(0.25, 1)",Specific,LRP430,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1689,N1,LRP430,425.353,,,21.136388600000004,92.1752493,0.0,Specific,LRP430a,No Failures,0
1690,N1,LRP430a,425.385,,,21.136360800000002,92.17555490000001,0.0,Specific,LRP421f,No Failures,0
1691,N1,LRP421f,425.455,4.8,A,21.1360412976525,92.1760569938967,"Uniform(1/6, 1/3)",Specific,LRP430b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1692,N1,LRP430b,425.598,,,21.135388600000002,92.1770827,0.0,Specific,LRP422a,No Failures,0
1693,N1,LRP422a,425.715,1.3,C,21.1349149157894,92.1779379605263,"Uniform(1/6, 1/3)",Specific,LRP422b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1694,N1,LRP422b,425.882,3.3,A,21.1342388024291,92.179158717004,"Uniform(1/6, 1/3)",Specific,LRP430c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1695,N1,LRP430c,426.092,,,21.133388600000004,92.1806938,0.0,Specific,LRP430d,No Failures,0
1696,N1,LRP430d,426.10900000000004,,,21.133360800000002,92.18083270000001,0.0,Specific,LRP430e,No Failures,0
1697,N1,LRP430e,426.285,,,21.1329438,92.1824438,0.0,sink_N1,LRP431,No Failures,0
1698,N1,LRP431,426.38199999999995,,,21.1326938,92.18333299999999,0.0,Specific,LRP431a,No Failures,0
1699,N1,LRP431a,426.542,,,21.1319716,92.1846108,0.0,Specific,LRP422c,No Failures,0
1700,N1,LRP422c,426.555,4.7,B,21.1318968873563,92.1846917362069,"Uniform(1/6, 1/3)",Specific,LRP431b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1701,N1,LRP431b,426.716,,,21.130971600000002,92.18569409999999,0.0,Specific,LRP423a,No Failures,0
1702,N1,LRP423a,426.881,1.2,C,21.1299737216216,92.1868158522522,"Uniform(1/6, 1/3)",Specific,LRP423b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1703,N1,LRP423b,426.915,7.9,B,21.1297680981982,92.1870470012012,"Uniform(1/6, 1/3)",Specific,LRP423c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1704,N1,LRP423c,427.041,1.2,A,21.1290060819819,92.187903612012,"Uniform(1/6, 1/3)",Specific,LRP423d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1705,N1,LRP423d,427.154,1.2,A,21.1283226864864,92.1886718423423,"Uniform(1/6, 1/3)",Specific,LRP423e,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1706,N1,LRP423e,427.231,1.2,B,21.1278570099099,92.1891953267267,"Uniform(1/6, 1/3)",sink_N1,LRP432,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1707,N1,LRP432,427.38199999999995,,,21.1269438,92.1902219,0.0,Specific,LRP432a,No Failures,0
1708,N1,LRP432a,427.394,,,21.126832699999998,92.19027740000001,0.0,Specific,LRP424a,No Failures,0
1709,N1,LRP424a,427.622,6.4,A,21.125103688724,92.1913674700296,"Uniform(1/6, 1/3)",Specific,LRP432b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1710,N1,LRP432b,427.731,,,21.1242771,92.1918886,0.0,Specific,LRP432c,No Failures,0
1711,N1,LRP432c,427.772,,,21.1239993,92.1919997,0.0,Specific,LRP424b,No Failures,0
1712,N1,LRP424b,427.804,3.35,A,21.1237604940298,92.1921588880597,"Uniform(1/6, 1/3)",Specific,LRP432d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1713,N1,LRP432d,427.906,,,21.1229993,92.1926663,0.0,Specific,LRP424c,No Failures,0
1714,N1,LRP424c,427.918,13.0,C,21.1229108079646,92.1927223495575,"Uniform(0.25, 1)",Specific,LRP424e,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1715,N1,LRP424e,427.969,3.2,A,21.1225347168141,92.1929605601769,"Uniform(1/6, 1/3)",sink_N1,LRP432e,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
