,Road,LRPName,Description,Chainage,Length,Cat,Lat,Lon
535,N1,LRP421f,ULUBANIA RCC GIDER BRIDGE,425.455,4.8,A,21.1360412976525,92.1760569938967
536,N1,LRP422a,ULIBANIA BOX CULVERT,425.715,1.3,C,21.1349149157894,92.1779379605263
537,N1,LRP422b,DMONIR GONA RCC GIDER BRIDGE,425.882,3.3,A,21.1342388024291,92.179158717004
538,N1,LRP422c,BALUR KHALI -(1) RCC GIDER BRIDGE,426.555,4.7,B,21.1318968873563,92.1846917362069
539,N1,LRP423a,BALU KHALI -2 BOX CULVERT,426.881,1.2,C,21.1299737216216,92.1868158522522
540,N1,LRP423b,BALU KHALI-3 BOX CULVERT,426.915,7.9,B,21.1297680981982,92.1870470012012
541,N1,LRP423c,W HIME KANG BOX CULVERT,427.041,1.2,A,21.1290060819819,92.187903612012
542,N1,LRP423d,WHIKE KANG BOX CULVERT,427.154,1.2,A,21.1283226864864,92.1886718423423
543,N1,LRP423e,WHIKE KANG BOX CULVERT,427.231,1.2,B,21.1278570099099,92.1891953267267
544,N1,LRP424a,wheke kang (1),427.622,6.4,A,21.125103688724,92.1913674700296
545,N1,LRP424b,WHIKE KANG BRIDGE,427.804,3.35,A,21.1237604940298,92.1921588880597
546,N1,LRP424c,MOA EX-KANG-BAZAR,427.918,13.0,C,21.1229108079646,92.1927223495575
547,N1,LRP424e,HOA EX KANG BAZAE,427.969,3.2,A,21.1225347168141,92.1929605601769
548,N1,LRP424g,HOACX KANG BARAR,428.095,73.3,C,21.1215698917647,92.1935169658823
549,N1,LRP425a,AMTULI BOX CULVERT,428.578,3.4,A,21.1184609383419,92.1962922290155
550,N1,LRP425b,TASSI-PARA BAR,428.89,2.8,A,21.1159743461538,92.1970744923076
551,N1,LRP425c,TAS SE BRIDGE HOANGK,429.081,12.8,B,21.1145580496021,92.1980208315649
552,N1,LRP425e,LAMBA-BIL PORA,429.491,1.2,A,21.1118930148936,92.2005928021276
553,N1,LRP426a,LAMBABIL MIDDLE PARA,429.615,1.2,A,21.1108101507936,92.2020956942857
554,N1,LRP426b,LAMBABIL MIDDLE,429.719,1.2,A,21.1098838904761,92.2033796485714
555,N1,LRP426c,LAMBA - BIL - (1) BOX CULVERT,429.912,2.8,A,21.108771344186,92.2048378697674
556,N1,LRP426d,LAM BA BIL (2) BOX CULVERT,430.072,2.8,A,21.1083165348837,92.2053339813953
557,N1,LRP426e,LAMBA BIL (3) BOX CULVERT,430.287,1.2,A,21.1078333,92.2061073045454
558,N1,LRP427a,LAMBA BIL BOX,430.582,1.2,C,21.1052944333333,92.20739816
559,N1,LRP427b,UNCHI - PRANG BRIDGE,430.978,34.2,A,21.1020295703488,92.2079394552325
560,N1,LRP427d,ON SIFAPAING BOX CULVERT,431.167,3.0,A,21.1005774145454,92.208578050909
561,N1,LRP427e,UNCHING OPLONG CULVERT (1),431.398,1.2,A,21.0988710315789,92.2096579157894
562,N1,LRP428a,KUTUB DIA PARA (1) CULVERT,431.877,2.7,A,21.0950312659147,92.2114600974937
563,N1,LRP428b,KUTUB DIA PARA CULVERT,431.946,2.7,A,21.0944452155388,92.2116762629072
564,N1,LRP428c,KUTUB - DIA PARA (3),432.19,4.2,A,21.0923827310126,92.2123111474683
565,N1,LRP428d,KANGOR PARA,432.411,2.7,A,21.0905260238297,92.2128845902127
566,N1,LRP429a,KANGOR PARA MOZGID,432.62,1.2,A,21.088867034104,92.213695567052
567,N1,LRP429b,KHAN GIOR PARA (1),432.865,2.8,A,21.0869591497109,92.2148363748555
568,N1,LRP429c,KHANGOR PRAMARY (2),432.924,1.2,A,21.0864997,92.2151111
569,N1,LRP429d,KHAN GOR PARA BRIDGE,433.178,14.0,B,21.0844125039525,92.2159198454545
570,N1,LRP429f,RHANCHOR PARA BOX CULVERT,433.441,1.2,A,21.0822419459459,92.2166012177177
571,N1,LRP430a,KHANCHOR PARA (2),433.665,1.0,A,21.0804429857142,92.2174040714285
572,N1,LRP430b,KHANCHOR PARA- BOX CULVERT,433.826,1.0,A,21.079224345977,92.2181232950191
573,N1,LRP430c,NOYA PARA (1) BOX CULVERT,434.124,3.0,A,21.077282565,92.2199300692307
574,N1,LRP430d,NOYA PARA (1) BRIDGE,434.37,6.1,C,21.0757171602316,92.2214353972973
575,N1,LRP431a,NAYAPARA,434.573,5.8,A,21.0741777849315,92.2222489445205
576,N1,LRP431b,NOYA PARA,434.831,1.3,A,21.0724929467032,92.2235128087912
577,N1,LRP431c,GIMON KHALI BRIDGE,435.013,5.8,B,21.071231875641,92.2242923685897
578,N1,LRP431d,GIM - MOGARI BRIDGE,435.22,7.5,C,21.0695363333333,92.2245687666666
579,N1,LRP432a,NINA BAZAR BOX CULVERT,435.748,1.2,A,21.0650398482758,92.2245345498084
580,N1,LRP432b,NOYA BAZAR BRIDGE,436.388,30.9,B,21.0598736617647,92.2263822093137
581,N1,LRP433a,NOYA BAZAR CULVERT,436.6,1.2,C,21.0579897631578,92.226509045614
582,N1,LRP433b,NAYA BAZAR BRIDGE,436.789,9.4,B,21.0562943527173,92.2266452831521
583,N1,LRP433c,NAYA BAZAR BRIDGE,437.063,11.8,B,21.0542867597222,92.2274586981481
584,N1,LRP433d,KHARANG KHALI - BOX CUVERT (1),437.484,2.8,C,21.0519406592592,92.2296964950617
585,N1,LRP434a,KHARANG KHAIL,437.961,1.2,C,21.0508486063492,92.233513137037
586,N1,LRP434b,MOULIVI BAZAR FISHARI BRIDGE,438.506,31.7,C,21.0464598480314,92.23512063937
587,N1,LRP435a,MOULOVI BAZAR BOX CULVERT (1),439.007,1.2,C,21.0422652012594,92.2367552062972
588,N1,LRP435b,MOULOVI BAZAR BOX CULVERT,439.235,1.2,C,21.0404408514814,92.2376541207407
589,N1,LRP435c,ALI AXBAR PARA BOX CULVERT,439.579,6.2,A,21.0376449596296,92.2390520348148
590,N1,LRP436a,NILA - HOAB RABG BRIDGE,440.028,32.1,B,21.0340308457564,92.2407063719557
591,N1,LRP437a,NILLA BOX CULVERT (1),440.724,4.4,A,21.0279544680791,92.2415858245762
592,N1,LRP437b,NILA. BARAR BOX CULVERT,440.977,2.9,A,21.0256598717703,92.2418041698564
593,N1,LRP438a,NILA - DORGA- PARA-(1) BOX,441.666,2.8,A,21.0198087471074,92.2428140276859
594,N1,LRP438b,NILA DOGA PARA BOX CULVERT,441.974,2.8,A,21.0173417560386,92.2438384763284
595,N1,LRP438c,NAT MURA PARA BOX CULVERT,442.161,1.9,A,21.015929034375,92.2447567
596,N1,LRP439a,CHOUDORIY PARA RCC GIDER BRIDGE,443.024,45.6,B,21.0097686468354,92.2495377240506
597,N1,LRP439c,RONGI HALI BOX CULVERT,443.564,2.8,B,21.0058252962264,92.252279838915
598,N1,LRP440a,RONGI- KHALI RCC GIDER BRIDGE,444.315,12.5,C,20.9994058966292,92.2537214265168
599,N1,LRP441a,ALA KHALI KUNA PARA,445.478,29.9,C,20.9893582625336,92.2545712327493
600,N1,LRP442a,LADA BAZAR BOX CULVERT,446.435,1.2,C,20.9813317189461,92.2521134830717
601,N1,LRP443a,LADAPARA RCC GIDER BRIDGE,446.71,36.6,C,20.9790279773542,92.2512228468609
602,N1,LRP443c,NAYAPARA BOX CULVERT,447.084,2.8,A,20.9759372216027,92.2499898655052
603,N1,LRP443d,NOYAPARA RCC GIDER BRIDGE,447.401,30.4,B,20.9732781770034,92.2493761152148
604,N1,LRP444a,NAYA PARA BOX CULVERT,447.893,1.2,A,20.9691570827586,92.2486529011494
605,N1,LRP444b,MOSINNI RCC GIDER BRIDGE,448.054,8.8,B,20.967853415126,92.2489720949579
606,N1,LRP444c,NOYA PARA CULVERT,448.391,1.2,A,20.9655685949554,92.2508723928783
607,N1,LRP444d,NOYA PARA CULVERT,448.481,1.2,A,20.9649678916913,92.2514288706231
608,N1,LRP444e,NOYA PARA (MUSJID) BOX CULVERT(L),448.581,1.2,A,20.9641892820433,92.2518817702786
609,N1,LRP444e,NOYA PARA BOX CULVERT(R),448.581,1.2,A,20.9641892820433,92.2518817702786
610,N1,LRP445a,NOYA PARA (BRAC SCHOOL),448.926,9.2,A,20.9614231446428,92.2532539928571
611,N1,LRP445b,JADIMURA (NOYA PARA)BRIDGE,449.101,41.75,B,20.9599449953642,92.2537187390728
612,N1,LRP445d,JADIMORH BOX CULVERT,449.439,1.2,A,20.9571000129411,92.2546526588235
613,N1,LRP446a,JADIMURA BRIDGE.,449.7,7.5,A,20.9549388422619,92.2555312529762
614,N1,LRP446b,Umor khali Bridge,450.446,35.5,A,20.9491451322709,92.2584208880478
615,N1,LRP446b,DOMDO MIA BRIDGE,450.446,37.2,C,20.9491451322709,92.2584208880478
616,N1,LRP446d,DONDO MIA BOX CULVERT,450.599,1.5,A,20.9481536869565,92.2592633282608
617,N1,LRP447a,DONDO MIA BOX CULVERT,450.759,2.7,A,20.9470947924242,92.2597883075757
618,N1,LRP447b,DOMMO MIA BOX CULVERT,450.943,1.2,A,20.9458507925133,92.2603333
619,N1,LRP447c,DHANDO MIA,451.328,38.6,C,20.9427885228723,92.260596812234
620,N1,LRP448a,DONDO MIA CHAK POST BRIDGE,451.984,51.0,B,20.93730526,92.26237497
621,N1,LRP448c,DOMDO MIA BRIDGE,452.561,13.5,B,20.9324260319587,92.2636134
622,N1,LRP449a,DOMDO MIA,452.624,13.5,B,20.9318757724226,92.263712625
623,N1,LRP449c,DONDOMIA,452.793,2.7,A,20.9303996793814,92.2639787999999
624,N1,LRP449d,DONOMIA,453.05,34.8,C,20.9281373875,92.264301196875
625,N1,LRP449f,DONMIA,453.372,2.7,D,20.9253890280839,92.2649451585301
626,N1,LRP450a,KARUMTOLI,453.95,37.6,B,20.9209276456603,92.2674528079245
627,N1,LRP450c,KARUNTON BOX CULVERT,454.219,1.2,A,20.9188881999999,92.26870765
628,N1,LRP450d,KARUM TOLI SHOTHA (1),454.33,6.0,A,20.91799614,92.2691008942857
629,N1,LRP450e,SHOLO BANDOR TAKNAF,454.498,6.0,A,20.9167064980392,92.2698571431372
630,N1,LRP451a,KAKUM TOLI CHACK BOX CULVERT,454.673,1.2,B,20.9153707224137,92.2707239706896
631,N1,LRP451b,KARUMTOLI (3)BOX CULVERT,454.769,2.8,A,20.9146350810344,92.2712067017241
632,N1,LRP451c,KARUMTOLI,455.062,34.3,B,20.9126751559322,92.2727211220339
633,N1,LRP451e,KARUM TOLI BOX CULVERT,455.206,1.3,A,20.9116242986547,92.2733424008968
634,N1,LRP451f,KARUMTOLI BRIDGE,455.366,23.7,C,20.9104284959641,92.2741396026905
635,N1,LRP451h,KARUM TOLI RCC GIDER BRIDGE,455.447,10.6,A,20.909823120852,92.2745431860986
636,N1,LRP451i,KARAN TOLI RCC GIDER BRIDGE,455.496,10.6,A,20.909456906278,92.2747873291479
637,N1,LRP452a,BAROY TOLI RCC GIDER BRIDGE,455.688,30.0,A,20.908032127731,92.2756905852941
638,N1,LRP452c,BORY TOLI SLAB CULVERT,455.765,2.8,A,20.9074479630252,92.2760590529411
639,N1,LRP452d,BORYTOLI SLAB CULVERT,455.975,2.8,A,20.9059771479674,92.2770855585365
640,N1,LRP452e,BARITOLI BOX CULVERT,456.064,2.8,A,20.9053051369863,92.2775738958904
641,N1,LRP452f,BAROY TOLI RCC GIDER BRIDGE,456.164,17.5,C,20.9045718551546,92.2780768381443
642,N1,LRP452h,BAROY TOLI RCC GIDER BRIDGE,456.287,8.3,C,20.9036912639175,92.2786932329896
643,N1,LRP452i,BARIY TOLI RCC GIDER BRIDGE,456.359,6.1,B,20.9032027737864,92.2790446582524
644,N1,LRP452j,NAITAN PARA RCC GIDER BRIDGE,456.549,23.0,B,20.9018849327974,92.2798735897106
645,N1,LRP453a,NAITOM PARA RCC GIDER BRIDGE,457.365,15.1,B,20.8970988542857,92.2850607666666
646,N1,LRP454a,NAITANG PARA RCC GIDER BRIDGE,457.751,9.0,A,20.8950896142857,92.2879523785714
647,N1,LRP454b,NAITOM PARA RCC GIDER BRIDGE,458.213,9.0,B,20.892271114035,92.2909840333333
648,N1,LRP455a,TEKNAF NAITANG RCC GIDER BRIDGE,458.799,37.3,B,20.8901584525606,92.2957180800539
649,N1,LRP456a,BUS STAND TEKNAF BOX CULVERT,459.681,1.5,A,20.8845667240506,92.2987158890295
650,N1,LRP456b,BUS STAND TEKNAF BOX CULVERT,459.866,1.5,C,20.8830704487341,92.2981629575949
651,N1,LRP456c,YAKNAT BRIDGE,460.113,35.9,C,20.8809852229698,92.2977774
