,road,km,Criticality,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,average_delay,Road_segment_no,Road_segment_label
301,N1,367.6,,Box Culvert,LRP364c,JORIANALA,3.0,A,114231,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,367.6,12.2,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.47384463,92.09801259,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
302,N1,368.129,,PC Girder Bridge,LRP364d,JOARIANALA BAZAR PC GIDER BRIDGE(L),57.6,A,100451,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,368.129,11.6,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.47005553,92.10064022,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
303,N1,368.129,,PC Girder Bridge,LRP364d,Joarianala Bazar Bridge,57.65,A,120379,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,368.129,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.47005553,92.10064022,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
304,N1,368.129,,PC Girder Bridge,LRP364d,JOARIANALA BAZAR(R),57.6,A,101037,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,368.129,11.6,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.47005553,92.10064022,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
305,N1,370.79900000000004,,Box Culvert,LRP367a,MITA CHARI BOX CULVERT,9.2,A,100453,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,370.79900000000004,14.5,1996.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.45055694,92.09946814,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
306,N1,371.64,,Box Culvert,LRP368a,RAMU HOSPITAL GATE,1.5,A,100454,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,371.64,12.2,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.44338656,92.10126788,interpolate,,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109
307,N1,371.848,,PC Girder Bridge,LRP368c,Mitacmari Ramu Bridge,58.6,A,120382,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,371.848,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.44183897,92.10070836,interpolate,,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109
308,N1,372.43,,Box Culvert,LRP369a,MARULA (WEST),3.0,A,100456,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,372.43,12.2,1981.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.43720096,92.09836727,interpolate,,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109
309,N1,372.782,,Box Culvert,LRP369b,MARULA BOX CULVERT,2.5,A,100457,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,372.782,12.2,1995.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.43420846,92.09726071,interpolate,,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109
310,N1,373.19199999999995,,Box Culvert,LRP369c,RAMU BRAC OFFICE,7.2,A,100461,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,373.19199999999995,12.1,1997.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.43080876,92.09611829,interpolate,,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109
311,N1,373.42400000000004,,Box Culvert,LRP370a,RAMU BY PASS MORE,3.5,A,100462,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,373.42400000000004,12.1,1997.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42884003,92.09539139,interpolate,,N1-63,Ramu (Int.with Z1001)-Ramu Intersection N109
312,N1,373.598,,Box Culvert,LRP370c,RAMU MOUR BOX CULVDERT,12.8,A,100463,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,373.598,11.5,1995.0,4.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4283516,92.09407143,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
313,N1,374.08099999999996,,Box Culvert,LRP370e,ROMA CALLAGE BOX CULVERT,18.8,A,100460,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,374.08099999999996,11.5,1995.0,4.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42789598,92.08945082,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
314,N1,374.655,,Box Culvert,LRP371a,ROMA TECHIPUL,8.2,A,100459,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,374.655,12.2,1995.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42710638,92.08402582,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
315,N1,375.035,,Box Culvert,LRP371c,SAMBAR PUL CULVERT,7.4,A,100458,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,375.035,12.2,1997.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42677471,92.08044274,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
316,N1,375.416,,Box Culvert,LRP372a,CHAKMARKOOL,12.4,A,114963,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,375.416,10.0,1995.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.426471600000003,92.0767771,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
317,N1,376.06199999999995,,Box Culvert,LRP372c,CHAKMAR KOOL BOX CULVERT,9.4,A,100464,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,376.06199999999995,12.4,1990.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42736545,92.07089348,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
318,N1,376.931,,Box Culvert,LRP373a,KHURUTIA BOX CULVERT,2.0,A,100466,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,376.931,12.2,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.427176,92.06344319,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
319,N1,377.189,,Box Culvert,LRP373b,KHURULIA CULVERT,6.8,A,100467,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,377.189,11.8,1995.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42730894,92.06106567,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
320,N1,377.519,,Box Culvert,LRP374a,KHURULIA SCHOOL BOX CULVERT,16.6,A,100468,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,377.519,11.6,1992.0,4.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42783545,92.05796739,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
321,N1,377.75300000000004,,Box Culvert,LRP374c,KHURULIA SCHOOL BOX CULVERT,18.6,A,100469,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,377.75300000000004,11.4,1993.0,4.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42802968,92.05575704,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
322,N1,378.02,,Box Culvert,LRP374e,KHURULIA CHAIRMAN PARA BOX CULVERT,7.2,A,100471,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,378.02,12.0,1995.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42805849,92.05322817,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
323,N1,378.49199999999996,,RCC Girder Bridge,LRP375a,Sarkarpara Bridge,13.0,A,120384,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,378.49199999999996,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4275245,92.04864822,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
324,N1,378.49199999999996,,RCC Girder Bridge,LRP375a,SARKAR PARA BRIDGE,13.0,A,100473,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,378.49199999999996,11.6,1985.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4275245,92.04864822,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
325,N1,379.004,,Box Culvert,LRP375c,WEST DOVGE BOX CULVERT,10.9,A,100474,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,379.004,11.6,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42944521,92.04438072,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
326,N1,379.504,,Box Culvert,LRP376a,MUKTAR KUL,9.2,A,100476,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,379.504,11.6,1992.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4297884,92.03959457,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
327,N1,380.346,,RCC Girder Bridge,LRP377a,BAKKHALI BRIDGE,148.5,A,101046,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,380.346,8.8,1989.0,7.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42940336,92.03188875,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
328,N1,380.615,,Box Culvert,LRP377c,MOHURI RARA BOX,3.5,A,101033,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,380.615,12.1,1984.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.43032578,92.02962070000001,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
329,N1,380.759,,Box Culvert,LRP377d,RABAR DAM BOX,10.3,A,101029,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,380.759,11.65,1989.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.43015392,92.0283435,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
330,N1,381.374,,Box Culvert,LRP377f,LINK ROAD CULVERT,9.0,A,101027,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,381.374,11.6,1989.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.42649862,92.02388341,interpolate,,N1-64,Ramu Intersection N109 - Coxsbazar Link Road N110
331,N1,383.63199999999995,,Box Culvert,LRP380a,KANAR PARA,10.9,A,101010,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,383.63199999999995,11.5,1996.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.41425993,92.03867369,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
332,N1,384.001,,Box Culvert,LRP380c,SHORAR COOL,8.3,A,101006,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,384.001,11.5,1996.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.41249684,92.03952685,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
333,N1,384.978,,Box Culvert,LRP381b,SOUTH MITHACHARI,8.2,A,100993,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,384.978,11.5,1995.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.41029819,92.04966222,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
334,N1,385.23699999999997,,Slab Culvert,LRP381c,SOUTH MITTA CULVERT,1.9,A,114964,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,385.23699999999997,4.2,1968.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.40992368,92.05188844,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
335,N1,385.61400000000003,,Slab Culvert,LRP382a,SOUTH MITHACHARI,3.0,A,100990,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,385.61400000000003,4.3,1979.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.40883992,92.05502381,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
336,N1,385.78,,Slab Culvert,LRP382b,SOUTH MITHACHARI,2.8,A,100987,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,385.78,4.25,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.40795741,92.05601249,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
337,N1,386.494,,Slab Culvert,LRP383a,CHALATOLI,1.6,A,101048,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,386.494,10.3,1952.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.40414992,92.0618387,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
338,N1,386.968,,Box Culvert,LRP383b,CHALIYATOLI,3.6,A,100977,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,386.968,11.5,1992.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.40200937,92.06474063,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
339,N1,387.843,,Box Culvert,LRP384a,PANCHORI,8.3,A,101032,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,387.843,11.5,1996.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.39501442,92.06758841,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
340,N1,389.282,,Slab Culvert,LRP385g,PANCHARA SLAB CULVERT,1.7,A,101007,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,389.282,7.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.38290767,92.07095108,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
341,N1,389.538,,Slab Culvert,LRP386a,PANCHORI,0.8,A,112555,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,389.538,7.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.38084224,92.07099827,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
342,N1,389.724,,Slab Culvert,LRP386c,DALA-2 SLAB CULVERT,1.5,A,100999,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,389.724,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3793128,92.07049139,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
343,N1,390.04699999999997,,Slab Culvert,LRP386e,DALA SLAB CULVERT,1.5,A,100995,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,390.04699999999997,7.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.37688823,92.07112233,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
344,N1,390.142,,Slab Culvert,LRP386f,DALA SLAB CULVERT,3.0,A,100992,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,390.142,7.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.37627929,92.07174583,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
345,N1,390.506,,Slab Culvert,LRP387a,PANAR CHORI SLAB CULVERT,1.3,A,100986,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,390.506,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.37453724,92.07406151,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
346,N1,390.595,,Slab Culvert,LRP387b,PANAR HORA SLAB CULVERT,1.3,A,100984,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,390.595,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.37438002,92.07486174,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
347,N1,391.255,,Box Culvert,LRP387e,TULA BAGAN BOX CULVERT,1.3,A,100976,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,391.255,9.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.37069027,92.07906728,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
348,N1,391.37300000000005,,Slab Culvert,LRP387f,TELA BAGAN SLAB CULVERT,1.3,A,101053,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,391.37300000000005,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.36974364,92.07964348,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
349,N1,391.52099999999996,,Slab Culvert,LRP388a,TULA BAGAN.,1.3,A,101077,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,391.52099999999996,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.36864522,92.0800515,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
350,N1,392.526,,Box Culvert,LRP389a,TULA BAGAN,2.5,A,101091,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,392.526,11.5,1998.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.360470199999998,92.08015261,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
351,N1,392.619,,Slab Culvert,LRP389b,NORTH-CONIAPARA,1.3,A,101084,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,392.619,8.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.35972779,92.07980254,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
352,N1,393.038,,Box Culvert,LRP389d,NORTH CONIA PARA BOX CULVERT,4.0,A,101080,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,393.038,11.5,1998.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.3562553,92.0790827,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
353,N1,393.764,,PC Girder Bridge,LRP390a,WEST CONIARA,21.5,A,101081,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,393.764,10.0,1998.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.350025199999997,92.07843429,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
354,N1,394.681,,Box Culvert,LRP391a,KHONIA POLONG,14.1,A,101083,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,394.681,10.3,1998.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.34208932,92.07885388,interpolate,,N1-65,Coxsbazar Link Road N110-Maricha Z1009
355,N1,401.75199999999995,,Box Culvert,LRP398a,SHAPUR,14.1,A,101061,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,401.75199999999995,11.4,2000.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.288774800000002,92.09995497,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
356,N1,402.32300000000004,,Box Culvert,LRP398d,COURT BAZAR,10.3,A,101064,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,402.32300000000004,11.4,1998.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.28373823,92.10055463,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
357,N1,403.495,,Box Culvert,LRP400a,RATNAPALANG,14.0,A,101066,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,403.495,11.5,1989.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.27400579,92.10442234,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
358,N1,403.509,,Steel Beam & RCC Slab,LRP400b,CHADIRIKHANA,23.5,A,101067,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,403.509,4.3,1958.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.27389217,92.10447857,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
359,N1,403.79,,Steel Beam & RCC Slab,LRP400c,CHADIRIKHANA,23.5,A,101070,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,403.79,4.3,1958.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.27161164,92.10560708,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
360,N1,405.969,,Slab Culvert,LRP402b,JADI MORA (2) CULVERT,2.4,A,101075,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,405.969,7.0,1958.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.25862422,92.12071798,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
361,N1,406.218,,Arch Masonry,LRP402c,JADIMORA (3),17.0,A,100726,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,406.218,9.0,1951.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.257055100000002,92.1224165,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
362,N1,406.517,,Slab Culvert,LRP403a,JADIMORA (1),2.4,A,100731,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,406.517,7.2,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.25520644,92.12438721,interpolate,,N1-66,Maricha Z1009-Ukhia Dakbanglo Z1503
363,N1,411.81,,Slab Culvert,LRP408a,P. F PARA SLAB,2.0,A,100837,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,411.81,7.5,1958.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.23087848,92.16075715,interpolate,,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504
364,N1,413.66,,Slab Culvert,LRP410a,KATU PALLANG SLAB,2.0,A,100830,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,413.66,7.0,1953.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.21601159,92.16366416,interpolate,,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504
365,N1,413.901,,Slab Culvert,LRP410b,KUTUNG PALANG SLAB,1.8,A,100824,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,413.901,7.0,1968.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.21493596,92.1655512,interpolate,,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504
366,N1,414.0,,Slab Culvert,LRP410c,KOSUKONA,2.2,A,100821,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,414.0,7.0,1958.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.21443086,92.16640674,interpolate,,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504
367,N1,415.056,,Box Culvert,LRP411a,BALAKHALI TV CENTER,6.4,A,100819,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,415.056,11.0,1984.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.20630473,92.17001802,interpolate,,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504
368,N1,415.296,,Slab Culvert,LRP411b,BALUKHALI-2 SLAB,2.2,A,100817,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,415.296,11.0,1951.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.20434099,92.17035673,interpolate,,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504
369,N1,415.574,,Box Culvert,LRP412a,BALUKHALI KASTOM,3.1,A,100815,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,415.574,9.6,1973.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.20196717,92.17040067,interpolate,,N1-67,Ukhia Dakbanglo Z1503 - Gundum Z1504
370,N1,416.05699999999996,,RCC Girder Bridge,LRP412b,BALUKHALI OLD BUS STAND,39.3,A,100812,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,416.05699999999996,7.35,1967.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.19763242,92.17057726,interpolate,,N1-68,GundumGundum Z1504 - Whykong Z1133
371,N1,416.35400000000004,,Box Culvert,LRP412d,BAKUHHALI KASHAMIA,3.0,A,100810,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,416.35400000000004,9.5,1964.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.19531553,92.17050747,interpolate,,N1-68,GundumGundum Z1504 - Whykong Z1133
372,N1,416.966,,RCC Girder Bridge,LRP413a,Batukhali Bridge,9.4,A,120431,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,416.966,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.1907731,92.16807032,interpolate,,N1-68,GundumGundum Z1504 - Whykong Z1133
373,N1,418.231,,Box Culvert,LRP414a,GOGU GONA,1.2,A,100804,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,418.231,10.3,1978.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.18397443,92.15930264,interpolate,,N1-68,GundumGundum Z1504 - Whykong Z1133
374,N1,419.63,,RCC Girder Bridge,LRP416a,Changkhali Bridge,9.4,A,120436,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,419.63,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.17248281,92.15529403,interpolate,,N1-68,GundumGundum Z1504 - Whykong Z1133
375,N1,419.88,,RCC Girder Bridge,LRP416b,Changkhali Boro Bridge,21.5,A,120456,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,419.88,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar - 2,21.17037235,92.15473878,interpolate,,N1-68,GundumGundum Z1504 - Whykong Z1133
