,road,km,Criticality,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,average_delay,Road_segment_no,Road_segment_label
149,N1,215.467,,Box Culvert,LRP218a,ROYL CIMINT GATE CULVETRT,4.5,A,100601,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,215.467,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.50602204,91.71128482,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
150,N1,216.196,,RCC Girder Bridge,LRP218b,GORA MARA RCC GIRDER BRIDGE,17.6,A,100605,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,216.196,9.7,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.50008583,91.71415049,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
151,N1,217.942,,Box Culvert,LRP220a,BARAOWLLA BOX CULVERT,4.5,A,100607,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,217.942,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.48554801,91.71953095,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
152,N1,219.42700000000002,,Box Culvert,LRP221a,HATIBORI BOX CULVERT,6.0,A,100610,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,219.42700000000002,12.1,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.47285309,91.72326335,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
153,N1,222.357,,Box Culvert,LRP224a,KODOM RASUL BOX CULVERT,3.0,A,100612,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.357,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.44886285,91.73428239,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
154,N1,223.743,,Box Culvert,LRP226a,HASNA BAD BOX CULVERT,3.0,A,100614,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,223.743,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.43750352,91.73866595,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
155,N1,224.053,,RCC Girder Bridge,LRP226b,VATERIE BRIDGE,40.0,A,100615,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,224.053,18.0,1995.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.43507379,91.73965272,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
156,N1,228.02900000000002,,Box Culvert,LRP230a,VATIARI CULVERT,5.0,A,100617,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.02900000000002,10.9,1996.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.40301454,91.75657412,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
157,N1,228.797,,Box Culvert,LRP231a,T. B HOSPITAL GATE BOX CULVERT,3.0,A,100619,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.797,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.39633988,91.75825516,interpolate,,N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong)
158,N1,229.203,,PC Girder Bridge,LRP231b,GAMMON BRIDGE,18.0,A,100618,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,229.203,20.2,1955.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.39271753,91.75908821,interpolate,,N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong)
159,N1,230.13,,Box Culvert,LRP232a,PAKKA MATA BOX CULVERT,3.0,A,112543,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.13,12.2,1951.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.38524588,91.76250566,interpolate,,N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong)
160,N1,230.921,,Box Culvert,LRP233a,GLAXO BOX CULVERT,8.3,A,100620,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.921,12.8,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.37970118,91.76704765,interpolate,,N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong)
161,N1,231.96599999999998,,Box Culvert,LRP234a,CORNAIL HAT BOX CULVERT,3.0,A,100621,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,231.96599999999998,31.0,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.36968413,91.77392587,interpolate,,N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong)
162,N1,242.898,,RCC Girder Bridge,LRP238a,Bakulia Bridge,15.8,A,121356,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.898,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.35226747,91.85262205,interpolate,,N1-38,Chittagong (Badderhat)-Maizzertek int with Z1804
163,N1,244.975,,RCC Girder Bridge,LRP240c,RAJAKHALI RCC GIDER BRIDGE,48.5,A,100632,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,9.2,1985.0,3.0,Chittagong,Chittagong,Chittagong,Chittagong,22.33491534,91.8533979,interpolate,,N1-38,Chittagong (Badderhat)-Maizzertek int with Z1804
164,N1,246.02,,PC Box,LRP241a,Sha Amanot Bridge,954.5,A,121361,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,246.02,,,,Chittagong,Chittagong,Chittagong,Chittagong,22.32664514,91.85275939,interpolate,,N1-38,Chittagong (Badderhat)-Maizzertek int with Z1804
165,N1,247.637,,PC Girder Bridge,LRP242b,Shikalbaha Bridge,17.3,A,121083,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,247.637,,,,Chittagong,Chittagong,Dohazari,Patiya,22.31292651,91.85618192,interpolate,,N1-38,Chittagong (Badderhat)-Maizzertek int with Z1804
166,N1,249.04,,Box Culvert,LRP244a,SOUTH MITTACHORI,3.0,A,112537,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.04,12.2,1968.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.30262355,91.8635647,interpolate,,N1-39,Maizzertek Int with Z1804-Sikolbaha Int with Z1018
167,N1,249.674,,Box Culvert,LRP244c,KADUMTOLI CULVERT,3.0,A,112542,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.674,12.2,1972.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.29753503,91.86636303,interpolate,,N1-39,Maizzertek Int with Z1804-Sikolbaha Int with Z1018
168,N1,250.215,,Slab Culvert,LRP245a,ISLAMPUR CULVERT,1.5,A,112541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.215,12.1,1993.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.29323663,91.86843607,interpolate,,N1-39,Maizzertek Int with Z1804-Sikolbaha Int with Z1018
169,N1,250.519,,Box Culvert,LRP245b,NOLBILA CULVERT,3.0,A,112538,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.519,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.29164214,91.87029114,interpolate,,N1-40,Sikolbaha Int with Z1018-Santirhat Int. with Z1071
170,N1,250.84099999999998,,Box Culvert,LRP246a,SHIKALBAHA MORE,3.0,A,100638,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.84099999999998,13.4,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.29260793,91.87302012,interpolate,,N1-40,Sikolbaha Int with Z1018-Santirhat Int. with Z1071
171,N1,251.28099999999998,,Box Culvert,LRP246b,SHIKALBAHA BOX CULVERT,3.0,A,100639,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.28099999999998,13.4,1995.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.29446535,91.87671797,interpolate,,N1-40,Sikolbaha Int with Z1018-Santirhat Int. with Z1071
172,N1,251.53799999999998,,PC Girder Bridge,LRP247a,Sikolbaha Bridge-1,116.13,A,121085,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.53799999999998,,,,Chittagong,Chittagong,Dohazari,Patiya,22.29626987,91.8807528,interpolate,,N1-40,Sikolbaha Int with Z1018-Santirhat Int. with Z1071
173,N1,254.333,,Box Culvert,LRP250a,KUSUMPUR BOX CULVERT,3.0,A,100643,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,254.333,12.15,1987.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.30353655,91.90442272,interpolate,,N1-41,Santirhat Int. with Z1071 - Int. with Z1070
174,N1,255.505,,Box Culvert,LRP251a,tassi bazer(R),3.0,A,112540,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,255.505,10.2,2000.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.30831899,91.9142153,interpolate,,N1-41,Santirhat Int. with Z1071 - Int. with Z1070
175,N1,256.378,,Box Culvert,LRP252a,MONSHA CULVERT,3.0,A,100647,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.378,12.2,1983.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.31375468,91.92031764,interpolate,,N1-42,Int. with Z1070 - Mansertek(Int.with N107)
176,N1,256.89,,Box Culvert,LRP252c,UTTOR SONAPUR,3.0,A,112539,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.89,10.3,1999.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.31574681,91.92435241,interpolate,,N1-43,Mansertek(Int.with N107)- Patiya (Int.with Z1059)
177,N1,257.94,,Steel Beam & RCC Slab,LRP253a,Pirol,5.3,A,100728,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,257.94,7.0,1966.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.31375656,91.93398323,interpolate,,N1-43,Mansertek(Int.with N107)- Patiya (Int.with Z1059)
178,N1,259.795,,Box Culvert,LRP255a,UZIRPUR HIGH SCHOOL,3.0,A,100685,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,259.795,10.3,1974.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.30843941,91.9483887,interpolate,,N1-43,Mansertek(Int.with N107)- Patiya (Int.with Z1059)
179,N1,264.369,,Box Culvert,LRP260a,PALYA BUS STATION,12.4,A,100666,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,264.369,12.7,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2911452,91.98336683,interpolate,,N1-45,Patiya Dakbanglo (Int.with Z1057) - Patiya (Int.with Z1039)
180,N1,267.818,,Box Culvert,LRP263b,KHORNA CULVERT,3.0,A,100650,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,267.818,12.2,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.27108957,92.00559725,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
181,N1,269.721,,Box Culvert,LRP265a,MOJAFFARABAD,9.2,A,100672,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.721,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.25493748,92.01030213,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
182,N1,269.99,,Box Culvert,LRP265b,MOJAFFORABAD BOX CULVERT,6.0,A,100653,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.99,12.2,1978.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.25311996,92.01197187,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
183,N1,270.642,,Box Culvert,LRP267a,MOJAFFORABAD,9.4,A,100652,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,270.642,12.2,1986.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.24871301,92.01583409999999,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
184,N1,271.89,,Box Culvert,LRP268a,ROWSONAT CUL,14.0,A,100674,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,271.89,12.6,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.24038616,92.02179183,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
185,N1,272.356,,Box Culvert,LRP268b,KANCHANAGAR CUL,14.0,A,100676,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,272.356,10.3,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.23663455,92.02326475,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
186,N1,273.878,,Box Culvert,LRP270a,GASBAREA BOX CULVERT,14.0,A,100654,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.878,12.1,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.22227199,92.02737859999999,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
187,N1,274.66,,Box Culvert,LRP271a,GASBAREA COLLEGE BOX CULVERT,9.2,A,100655,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,274.66,9.7,1985.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.21558735,92.02902304,interpolate,,N1-46,Patiya (Int.with Z1039)-Khanhat Int.with Z1026
188,N1,284.134,,Box Culvert,LRP280a,KATGOR CULVERT,9.2,A,100696,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,284.134,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.14985231,92.06963307,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
189,N1,285.58,,Box Culvert,LRP282a,MOULOVER DOKAN,12.4,A,100725,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,285.58,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.13695223,92.06993013,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
190,N1,286.08,,Box Culvert,LRP282c,PATATR PULL CULVERT,15.4,A,100700,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.08,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.13252084,92.07015654,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
191,N1,286.378,,PC Girder Bridge,LRP282e,Pathanerpul Bridge,33.65,A,121104,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.378,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.12991603,92.07060247,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
192,N1,286.378,,PC Girder Bridge,LRP282e,PATANER PULL(BRIDGE),34.6,A,100716,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.378,11.4,1980.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.12991603,92.07060247,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
193,N1,286.631,,RCC Girder Bridge,LRP283a,Noyakhalar Muk Bridge,27.9,A,121105,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.631,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.1277338,92.07100123,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
194,N1,286.631,,RCC Girder Bridge,LRP283a,NOYAKHALAR MUK,28.0,A,100714,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.631,11.6,1978.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1277338,92.07100123,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
195,N1,287.144,,Box Culvert,LRP283c,NOYAKHALARMUK,15.4,A,100721,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.144,10.3,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.123077600000002,92.07170105,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
196,N1,287.487,,Box Culvert,LRP283d,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,20.4,A,100718,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.487,12.6,1994.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1204875,92.07197051,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
197,N1,288.329,,Box Culvert,LRP284a,KARANERHAT CULVERT,5.0,A,100711,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,288.329,12.3,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.11335249,92.07268690000001,interpolate,,N1-48,Hashimpur Z1036- Keranirhat N108
198,N1,289.889,,Box Culvert,LRP286b,KARANERHAT CULVERT,7.2,A,100709,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,289.889,12.2,1994.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.09827857,92.07480042,interpolate,,N1-49,Keranirhat N108 - Int.with Z1019
199,N1,290.719,,Box Culvert,LRP287a,KOACHIA(MADARBHI),11.2,A,100707,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,290.719,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0935775,92.0805048,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
200,N1,292.426,,Box Culvert,LRP288a,MITADIGI ACADEMY,2.0,A,100706,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,292.426,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.08406683,92.09319694,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
201,N1,293.134,,Box Culvert,LRP289a,MITADIGI,12.6,A,100703,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,293.134,11.6,1993.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.08052061,92.09848553,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
202,N1,294.534,,PC Girder Bridge,LRP291a,RAJGHATA BRIDGE,30.3,A,100701,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.534,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.06956008,92.10427542,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
203,N1,294.77,,Box Culvert,LRP291c,THAKUR DIGI BOX CULVERT,2.0,A,100702,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.77,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.06790996,92.105553,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
204,N1,295.295,,RCC Girder Bridge,LRP291d,Khoria Nagar Bridge,38.5,A,121109,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.06375672,92.10710611,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
205,N1,295.295,,PC Girder Bridge,LRP291d,KHORIANAGAR BRIDGE,38.8,A,100704,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.06375672,92.10710611,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
206,N1,295.625,,Box Culvert,LRP292a,NOYA PARA BOX CULVERT,2.5,A,100705,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.625,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.06088615,92.10773337,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
207,N1,296.135,,Box Culvert,LRP292b,PODUA NOYA PARA BOX CULVERT,8.2,A,100717,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.135,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.05650512,92.10908546,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
208,N1,296.647,,Box Culvert,LRP293a,PODUA BAZAR BOX CULVERT,12.6,A,100708,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.647,11.6,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.05192964,92.10906139,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
209,N1,297.034,,Box Culvert,LRP293c,PODUA BAZAR BOX CULVERT,6.0,A,100710,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.034,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.04837132,92.10819385,interpolate,,N1-50,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)"
210,N1,297.569,,Box Culvert,LRP294a,BARO AWLIA(R),13.64,A,100724,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.569,11.6,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.04409626,92.10706295,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
211,N1,298.405,,Box Culvert,LRP294c,TALOCKDNR PARA BOX CULVERT,2.5,A,100658,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,298.405,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.03758985,92.10398911,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
212,N1,298.405,,Box Culvert,LRP294c,TALOCKDAR PARA,2.5,A,114227,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,298.405,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.03758985,92.10398911,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
213,N1,299.057,,Box Culvert,LRP295a,AMIRABAD BOX CULVERT,2.5,A,100659,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.057,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.03186488,92.10412467,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
214,N1,299.434,,PC Girder Bridge,LRP295b,Amirabad Bridge,68.8,A,121123,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.434,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.02870136,92.10342933,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
215,N1,299.434,,PC Girder Bridge,LRP295b,AMIRABAD PC GIDER BRIDGE,68.8,A,100661,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.434,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.02870136,92.10342933,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
216,N1,299.756,,Box Culvert,LRP296a,AMIRABAD LOHAGOR BOX CULVERT,2.0,A,100662,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.756,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.02600455,92.10269674,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
217,N1,300.406,,Box Culvert,LRP296b,AMIRABAD LOHAGORA BOX CULVERT,10.0,A,100664,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,300.406,11.8,1994.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.02049803,92.10142777,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
218,N1,302.237,,Box Culvert,LRP298a,LOHAGORA L.S BOX CULVERT,3.0,A,100665,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.237,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.00782005,92.09277658,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
219,N1,302.72900000000004,,Box Culvert,LRP299a,DIGIRPARK BOX CULVERT,12.6,A,100667,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.72900000000004,11.6,1993.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.00417261,92.09056863,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
220,N1,303.237,,Box Culvert,LRP299c,DIGIRPAR BOX CULVERT,6.2,A,100669,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.237,12.2,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.00042964,92.08831938,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
221,N1,303.782,,Box Culvert,LRP300a,ZADUNAGOR FILLING BOX CULVERT,3.0,A,100670,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.782,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.99583596,92.08745891,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
222,N1,303.793,,Box Culvert,LRP300b,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,12.4,A,100673,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.793,12.2,1992.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,21.995741,92.08744606,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
223,N1,304.217,,PC Girder Bridge,LRP300d,Khasmahal Bridge,58.5,A,121125,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.217,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.99223344,92.08635821,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
224,N1,304.217,,PC Girder Bridge,LRP300d,KHASMOHAL ADUNAICR PC GIDER BRIDGE,58.8,A,100675,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.217,11.6,1987.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.99223344,92.08635821,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
