road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
Z1044,14.585,Box Culvert,LRP014c,SACHAR BRIDGE,17.5,C,102586,Gouripur-Kachua-Hajiganj Road,14.585,9.4,2001,1,Comilla,Comilla,Chandpur,Chandpur,23.43480556,90.84447222,bcs1
Z1052,9.049,Slab Culvert,LRP008a,RAYCHAR SLAB CULVERT,1,A,106037,Tomson Bridge-Bard-Kalirbazar-Barura Road,9.049,7.4,1987,1,Comilla,Comilla,Comilla,Comilla,23.43475,91.10258333,bcs1
N804,5.819,PC Girder Bridge,LRP005b,Pukuria Bridge,93,A,119221,Bhanga-Faridpur (Goalchamot) Road,5.819,13.25,2007,3,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.43472222,89.95611111,bcs1
N804,5.819,Steel Beam & RCC Slab,LRP005b,.,50.98,D,110091,Bhanga-Faridpur (Goalchamot) Road,5.819,6.3,1988,3,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.43472222,89.95611111,bcs1
Z1044,14.585,RCC Girder Bridge,LRP014c,Southen Sachar Bridge,18.5,C,119801,Gouripur-Kachua-Hajiganj Road,14.585,,,,Comilla,Comilla,Chandpur,Chandpur,23.4347219,90.8445274,road_precise
Z7012,15.409,Box Culvert,LRP016a,.,3.6,A,108741,Magura-Mohammadpur Road,15.409,7.62,1990,1,Khulna,Jessore,Magura,Magura,23.43444444,89.53222222,bcs1
Z8121,21.178,Box Culvert,LRP020d,SOBURAKANDI,1.5,A,106896,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,21.178,5.66,1986,1,Dhaka,Dhaka,Munshiganj,Munshiganj,23.43402778,90.53505556,bcs1
Z8121,21.046,RCC Girder Bridge,LRP020b,BANGLA BAZAN BRIDGE,33,C,106893,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,21.046,3.2,2002,5,Dhaka,Dhaka,Munshiganj,Munshiganj,23.43369444,90.53561111,bcs1
R720,9.665,Box Culvert,LRP010a,.,2.4,A,103405,Magura-Narail Road,9.665,10.9,1995,1,Khulna,Jessore,Magura,Magura,23.43333333,89.4875,bcs1
Z1051,8.6,Box Culvert,LRP008b,.,2.44,A,116902,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),8.6,7.58,2006,1,Comilla,Comilla,Comilla,Comilla,23.43322222,91.20422222,bcs1
N702,6.018,Box Culvert,LRP006a,.,5.15,B,109842,Jessore (Daratana More)-Magura (Vaina More) Road,6.018,9.67,1998,1,Khulna,Jessore,Jessore,Jessore-2,23.43277778,89.40611111,bcs1
Z8121,21.046,RCC Girder Bridge,LRP020b,Bangla Bazar Bridge,33,D,120328,Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road,21.046,,,,Dhaka,Dhaka,Munshiganj,Munshiganj,23.43266022,90.53062532,road_interpolate
Z1051,2.75,RCC Girder Bridge,LRP002e,.,14,C,116912,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),2.75,2.48,1985,2,Comilla,Comilla,Comilla,Comilla,23.43255556,91.16383333,bcs1
Z1052,9.992,Box Culvert,LRP009b,KALIRHA BOX CULVERT,4.3,A,106035,Tomson Bridge-Bard-Kalirbazar-Barura Road,9.992,4.3,1993,1,Comilla,Comilla,Comilla,Comilla,23.43233333,91.09544444,bcs1
Z7489,4.83,Slab Culvert,LRP005a,.,3,C,118533,Chandpara-Talina-Jalalpur-Talsar Bazar-Drolaxmipur-Khalishpur Road,4.83,6,1982,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.43213889,89.08547222,bcs1
Z1051,8.85,Box Culvert,LRP008c,.,2.45,A,116898,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),8.85,7.58,2006,1,Comilla,Comilla,Comilla,Comilla,23.43197222,90.20608333,bcs1
Z7024,8.154,Slab Culvert,LRP009b,.,2.2,C,112774,Gopalpur-Talsar Bazar-Kotchandpur-Azampur-Maheshpur Road,8.154,7.25,1981,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.43180556,89.01072222,bcs1
Z1051,9.07,Box Culvert,LRP009a,.,2,A,116899,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),9.07,7.3,2006,1,Comilla,Comilla,Comilla,Comilla,23.43066667,91.20797222,bcs1
Z1402,28.931,Box Culvert,LRP029b,SADAR KANDI BOX CULVERT,3.1,C,113808,Baburhat-Matlab-Pennai Road,28.931,9.8,2003,1,Comilla,Comilla,Comilla,Gouripur,23.43066667,90.74861111,bcs1
Z1051,3.4,Slab Culvert,LRP003a,.,1.9,A,116904,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),3.4,7.7,2006,1,Comilla,Comilla,Comilla,Comilla,23.43052778,91.16461111,bcs1
N7,120.65,Box Culvert,LRP120a,.,2.6,A,109829,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,120.65,12.2,1976,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.43027778,89.13722222,bcs1
R748,30.355,PC Girder Bridge,LRP030a,.,40,A,103131,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,30.355,10.02,2001,1,Khulna,Jessore,Meherpur,Meherpur,23.43,88.82416667,bcs1
R748,30.355,PC Girder Bridge,LRP030a,Laxmipur Bridge,40,A,119550,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,30.355,,,,Khulna,Jessore,Chuadanga,Chuadanga,23.429916,88.8242493,road_precise
Z1051,9.25,Box Culvert,LRP009b,.,6.2,A,116895,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),9.25,4.3,1998,2,Comilla,Comilla,Comilla,Comilla,23.42966667,91.20944444,bcs1
R720,10.162,Box Culvert,LRP010b,.,1.62,A,103407,Magura-Narail Road,10.162,7.32,1997,1,Khulna,Jessore,Magura,Magura,23.42888889,89.48888889,bcs1
Z1051,9.65,Box Culvert,LRP009c,.,2.08,A,116896,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),9.65,7.45,2006,1,Comilla,Comilla,Comilla,Comilla,23.42841667,91.21266667,bcs1
N702,6.555,Box Culvert,LRP006b,.,6.73,A,109846,Jessore (Daratana More)-Magura (Vaina More) Road,6.555,9.7,1998,1,Khulna,Jessore,Jessore,Jessore-2,23.42805556,89.40444444,bcs1
Z7012,18.288,Box Culvert,LRP019b,.,2.07,A,108826,Magura-Mohammadpur Road,18.288,6.1,1990,1,Khulna,Jessore,Magura,Magura,23.42777778,89.55666667,bcs1
Z7012,17.874,Slab Culvert,LRP019a,.,8.3,D,108778,Magura-Mohammadpur Road,17.874,3.95,1977,2,Khulna,Jessore,Magura,Magura,23.42777778,89.55277778,bcs1
Z1022,6.31,Slab Culvert,LRP007f,RAMMOHOH BAZAR SLAB CULVERT,1,A,106137,Jhalam-Chandina Road,6.31,5.66,1968,1,Comilla,Comilla,Comilla,Comilla,23.42763889,91.00394444,bcs1
Z7012,16.63,Box Culvert,LRP017a,.,30.34,C,108750,Magura-Mohammadpur Road,16.63,6.7,1988,5,Khulna,Jessore,Magura,Magura,23.4275,89.54083333,bcs1
Z1402,28.561,Box Culvert,LRP029a,KAWADI BOX CULVERT,3,C,113807,Baburhat-Matlab-Pennai Road,28.561,9.8,2003,1,Comilla,Comilla,Comilla,Gouripur,23.42730556,90.74911111,bcs1
Z7012,16.88,RCC Girder Bridge,LRP018a,.,12.37,C,108765,Magura-Mohammadpur Road,16.88,3.67,1988,1,Khulna,Jessore,Magura,Magura,23.42694444,89.54333333,bcs1
Z1051,10,Box Culvert,LRP010a,.,1.95,A,116893,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),10,7.5,2006,1,Comilla,Comilla,Comilla,Comilla,23.42680556,91.21483333,bcs1
Z1051,10.06,Slab Culvert,LRP010b,.,1.1,A,116894,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),10.06,4,1985,1,Comilla,Comilla,Comilla,Comilla,23.42680556,91.21483333,bcs1
Z1022,6.228,Slab Culvert,LRP007e,RAMMBOH BAZAR SLAB CULVERT,0.9,A,106132,Jhalam-Chandina Road,6.228,5.66,1982,1,Comilla,Comilla,Comilla,Comilla,23.42669444,91.00402778,bcs1
Z1051,10.25,Box Culvert,LRP010c,.,2.43,A,116892,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),10.25,7.55,2006,1,Comilla,Comilla,Comilla,Comilla,23.42658333,91.217,bcs1
Z7460,21.025,Box Culvert,LRP022a,.,1.9,A,108665,Dakbanglabazar-Gopalpur-Kaliganj Road,21.025,7.6,1998,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.42638889,89.12027778,bcs1
Z7460,21.111,Slab Culvert,LRP022b,.,2.5,D,108669,Dakbanglabazar-Gopalpur-Kaliganj Road,21.111,5.46,1978,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.42636111,89.12027778,bcs1
Z1051,5.61,Slab Culvert,LRP005c,.,1.8,A,116901,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),5.61,7.95,1985,1,Comilla,Comilla,Comilla,Comilla,23.42633333,91.18280556,bcs1
Z1051,5.615,RCC Bridge,LRP005a,.,15,B,116907,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),5.615,4.7,1985,3,Comilla,Comilla,Comilla,Comilla,23.42622222,91.18286111,bcs1
Z1022,6.118,RCC Girder Bridge,LRP007c,RAMMAHON BAZAR BRIGE,23.3,C,106109,Jhalam-Chandina Road,6.118,5.2,1982,3,Comilla,Comilla,Comilla,Comilla,23.42616667,91.00341667,bcs1
Z1052,10.703,Slab Culvert,LRP010a,SRIPUR SLAB CULVERT,0.5,A,106033,Tomson Bridge-Bard-Kalirbazar-Barura Road,10.703,5.66,1982,1,Comilla,Comilla,Comilla,Comilla,23.42613889,91.09680556,bcs1
Z1022,5.993,Slab Culvert,LRP007b,RAMMHON SLUB CULVERT,0.8,A,106103,Jhalam-Chandina Road,5.993,4.9,1982,1,Comilla,Comilla,Comilla,Comilla,23.42586111,91.00233333,bcs1
N804,4.742,Steel Beam & RCC Slab,LRP004a,.,51.07,D,110089,Bhanga-Faridpur (Goalchamot) Road,4.742,6.3,1988,3,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.42583333,89.96,bcs1
Z1044,15.584,Box Culvert,LRP015a,KOLAPUYA CULVERT,6,A,102589,Gouripur-Kachua-Hajiganj Road,15.584,9.8,1996,1,Comilla,Comilla,Chandpur,Chandpur,23.42561111,90.8455,bcs1
Z1022,5.644,Slab Culvert,LRP007a,PANIPARA CULVERT,1.3,C,106101,Jhalam-Chandina Road,5.644,7.2,1999,1,Comilla,Comilla,Comilla,Comilla,23.42530556,90.99866667,bcs1
Z1051,5.615,RCC Bridge,LRP005a,Kazipara Bridge,14.3,C,120812,Changani (Kotbari)-Jungalia-Rajapara-Chaumohoni Road (CTG Old Road),5.615,,,,Comilla,Comilla,Comilla,Comilla,23.4250827,91.1792493,road_precise
Z7001,15.367,Slab Culvert,LRP015a,.,6.45,A,111874,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road,15.367,5.42,1995,1,Gopalganj,Faridpur,Faridpur,Faridpur-1,23.425,89.6725,bcs1
Z1028,7.94,RCC Girder Bridge,LRP007c,ADOMPUR BRIDGE,9.6,A,106012,Nimsar-Barura Road,7.94,4.9,1995,1,Comilla,Comilla,Comilla,Comilla,23.42452778,91.052,bcs1
Z1028,7.94,RCC Girder Bridge,LRP007c,Horipur Bridge,9.6,A,120511,Nimsar-Barura Road,7.94,,,,Comilla,Comilla,Comilla,Comilla,23.42419017,91.05217994,road_interpolate
N702,7.035,Box Culvert,LRP007a,.,6.74,A,109858,Jessore (Daratana More)-Magura (Vaina More) Road,7.035,9.75,1998,1,Khulna,Jessore,Jessore,Jessore-2,23.42388889,89.40305556,bcs1
N1,91.092,RCC Girder Bridge,LRP092a,PADUAR BAZER RCCGIDER,35.9,B,101209,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,91.092,9.2,1980,4,Comilla,Comilla,Comilla,Comilla,23.42358333,91.16305556,bcs1
Z8067,0.182,Arch Masonry,LRPSa,.,4.2,B,113338,Nagarkanda-Bhanga Road,0.182,3.9,1950,1,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.42325,89.90225,bcs1
R720,10.895,Box Culvert,LRP011a,.,2.42,A,103783,Magura-Narail Road,10.895,11.18,2000,1,Khulna,Jessore,Magura,Magura,23.42305556,89.48916667,bcs1
Z7001,15.617,Slab Culvert,LRP015b,.,6.34,C,111877,Faridpur (Maizkandi)-Boalmari-Gopalganj (Bhatiapara) Road,15.617,6.08,1989,1,Gopalganj,Faridpur,Faridpur,Faridpur-1,23.42305556,89.67333333,bcs1
Z8404,9.936,RCC Girder Bridge,LRP009a,.,9.78,C,112380,Talma-Nagarkanda Road,9.936,3.6,1989,1,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.42305556,89.88666667,bcs1
Z1402,28.007,PC Girder Bridge,LRP028d,GUDARAGAT PC GIDER BRIDGE,92,A,103876,Baburhat-Matlab-Pennai Road,28.007,9.5,2004,3,Comilla,Comilla,Comilla,Gouripur,23.42277778,90.74963889,bcs1
Z1402,28.007,PC Girder Bridge,LRP028d,Gudargat Bridge,90,A,121014,Baburhat-Matlab-Pennai Road,28.007,,,,Comilla,Comilla,Comilla,Gouripur,23.42258268,90.74985162,road_interpolate
Z7489,3.57,Slab Culvert,LRP004b,.,3,A,118532,Chandpara-Talina-Jalalpur-Talsar Bazar-Drolaxmipur-Khalishpur Road,3.57,6.5,1981,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.42236111,89.07175,bcs1
Z7024,9.263,Slab Culvert,LRP011a,.,2.5,D,112776,Gopalpur-Talsar Bazar-Kotchandpur-Azampur-Maheshpur Road,9.263,5.4,1980,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.42194444,89.01069444,bcs1
Z1044,16.022,Box Culvert,LRP016a,SADERPUR CULVER T,13,B,102591,Gouripur-Kachua-Hajiganj Road,16.022,9.7,2000,2,Comilla,Comilla,Chandpur,Chandpur,23.42186111,90.84538889,bcs1
Z8067,3.353,Baily with Steel Deck,LRP004a,.,33.8,A,113340,Nagarkanda-Bhanga Road,3.353,5,2001,1,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.4215,89.92325,bcs1
Z1402,27.84,Slab Culvert,LRP028c,RHANA CHYA SLAB CULVERT,1.3,A,103847,Baburhat-Matlab-Pennai Road,27.84,7.4,2003,1,Comilla,Comilla,Comilla,Gouripur,23.42136111,90.75105556,bcs1
N1,91.092,RCC Girder Bridge,LRP092a,Paduar Bazar Bridge,35.97,C,120398,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,91.092,,,,Comilla,Comilla,Comilla,Comilla,23.42124877,91.16789434,road_interpolate
Z1052,11.324,Box Culvert,LRP011a,PANCYA BOX CULVERT,6,C,106030,Tomson Bridge-Bard-Kalirbazar-Barura Road,11.324,4.3,1995,1,Comilla,Comilla,Comilla,Comilla,23.42116667,91.09869444,bcs1
Z7489,3.28,Slab Culvert,LRP004a,.,4.5,A,118531,Chandpara-Talina-Jalalpur-Talsar Bazar-Drolaxmipur-Khalishpur Road,3.28,4.8,1986,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.42036111,89.07272222,bcs1
Z1402,27.678,Slab Culvert,LRP028b,KARIN CHAR SLAB CULVERT,1.2,A,103846,Baburhat-Matlab-Pennai Road,27.678,7.3,2000,1,Comilla,Comilla,Comilla,Gouripur,23.42019444,90.75205556,bcs1
Z1402,27.582,Box Culvert,LRP028a,KANACHOR BOX CULVERT,1.2,D,103843,Baburhat-Matlab-Pennai Road,27.582,7.4,2000,1,Comilla,Comilla,Comilla,Gouripur,23.41961111,90.75213889,bcs1
N702,7.637,Box Culvert,LRP008a,.,3.65,A,109862,Jessore (Daratana More)-Magura (Vaina More) Road,7.637,9.7,1997,1,Khulna,Jessore,Jessore,Jessore-2,23.41861111,89.40138889,bcs1
Z8404,10.561,Baily with Steel Deck,LRP010a,.,91.5,A,112381,Talma-Nagarkanda Road,10.561,4.1,1997,3,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.41833333,89.8875,bcs1
Z1044,16.442,Box Culvert,LRP016c,SADER PAR CULVERT,3,B,102592,Gouripur-Kachua-Hajiganj Road,16.442,7.3,1997,1,Comilla,Comilla,Chandpur,Chandpur,23.41808333,90.84588889,bcs1
N804,3.855,RCC Girder Bridge,LRP003e,.,13.7,B,110080,Bhanga-Faridpur (Goalchamot) Road,3.855,7.3,1987,1,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.41805556,89.96222222,bcs1
Z8404,10.561,Baily with Steel Deck,LRP010a,Nagarkanda Bridge,91.8,B,119328,Talma-Nagarkanda Road,10.561,,,,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.4180549,89.887333,road_precise
R748,32.908,Box Culvert,LRP032b,.,3.54,A,103133,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,32.908,12.78,1998,1,Khulna,Jessore,Chuadanga,Chuadanga,23.41777778,88.83694444,bcs1
Z8067,3.353,PC Girder Bridge,LRP004a,Poradia Bridge,35.6,C,119271,Nagarkanda-Bhanga Road,3.353,,,,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.4177771,89.9283049,road_precise
Z7489,6.015,RCC Girder Bridge,LRP007a,.,9,A,118534,Chandpara-Talina-Jalalpur-Talsar Bazar-Drolaxmipur-Khalishpur Road,6.015,5.9,1997,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41744444,89.05827778,bcs1
Z7489,2.28,Slab Culvert,LRP003a,.,4,A,118528,Chandpara-Talina-Jalalpur-Talsar Bazar-Drolaxmipur-Khalishpur Road,2.28,6.5,1972,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41736111,89.06666667,bcs1
Z1052,11.814,Box Culvert,LRP011c,PEYA BOX CULVERT,2.6,A,106026,Tomson Bridge-Bard-Kalirbazar-Barura Road,11.814,4.7,1999,1,Comilla,Comilla,Comilla,Comilla,23.41725,91.09922222,bcs1
R748,33.201,Box Culvert,LRP033a,.,3.54,A,103135,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,33.201,12.88,1989,1,Khulna,Jessore,Chuadanga,Chuadanga,23.41722222,88.83972222,bcs1
Z7489,2.83,Slab Culvert,LRP003c,.,4.3,A,118530,Chandpara-Talina-Jalalpur-Talsar Bazar-Drolaxmipur-Khalishpur Road,2.83,5,1976,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41683333,89.07169444,bcs1
Z7489,2.81,Slab Culvert,LRP003b,.,4.4,A,118529,Chandpara-Talina-Jalalpur-Talsar Bazar-Drolaxmipur-Khalishpur Road,2.81,5,1976,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41680556,89.07144444,bcs1
Z1402,31.077,Box Culvert,LRP031a,SADAR DIA-2 BOX CULVERT,12.6,C,113809,Baburhat-Matlab-Pennai Road,31.077,9.8,2004,2,Comilla,Comilla,Comilla,Gouripur,23.41619444,90.74919444,bcs1
Z1402,27.148,RCC Girder Bridge,LRP027b,NUIRGAR RCC GIDER BRIDGE,12,B,103840,Baburhat-Matlab-Pennai Road,27.148,4.3,1993,1,Comilla,Comilla,Comilla,Gouripur,23.41577778,90.75188889,bcs1
Z7460,22.912,Slab Culvert,LRP023a,.,1.62,A,108671,Dakbanglabazar-Gopalpur-Kaliganj Road,22.912,8.1,1985,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41527778,89.13361111,bcs1
Z1028,9.055,Slab Culvert,LRP009a,BOROTTORIPUR,1,A,106014,Nimsar-Barura Road,9.055,5.66,1992,1,Comilla,Comilla,Comilla,Comilla,23.41475,91.05366667,bcs1
Z1022,3.926,Baily with Steel Deck,LRP004a,PANI PARA BRIDGE,6,D,106098,Jhalam-Chandina Road,3.926,3.5,1967,1,Comilla,Comilla,Comilla,Comilla,23.41369444,90.99502778,bcs1
Z1044,16.938,Box Culvert,LRP017a,BATAPUR CULVERT,6,A,102594,Gouripur-Kachua-Hajiganj Road,16.938,9.7,1997,1,Comilla,Comilla,Chandpur,Chandpur,23.41344444,90.84613889,bcs1
N804,3.228,RCC Girder Bridge,LRP003c,.,13.4,D,110079,Bhanga-Faridpur (Goalchamot) Road,3.228,4,1982,1,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.41333333,89.96472222,bcs1
N1,93.6,RCC Girder Bridge,LRP094a,Mostapur Bridge,27.35,C,120400,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,93.6,9.2,1990,3,Comilla,Comilla,Comilla,Comilla,23.41311111,91.18463889,bcs1
N1,93.6,RCC Girder Bridge,LRP094a,MOSTAPUR RCC GIDER BRIDGE,27.9,B,101213,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,93.6,9.2,1990,3,Comilla,Comilla,Comilla,Comilla,23.41311111,91.18461111,bcs1
Z8067,4.237,Truss with Steel Deck,LRP004c,Sutarkanda Bridge,38.1,B,119273,Nagarkanda-Bhanga Road,4.237,,,,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.4129167,89.9281104,road_precise
N7,122.707,RCC Girder Bridge,LRP122b,.,42.94,C,109840,Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road,122.707,9.55,1985,3,Khulna,Jessore,Jhenaidah,Jhenaidah,23.4125,89.13416667,bcs1
Z1052,12.434,Box Culvert,LRP012b,JALGOU BOX CULVERT,12.4,A,106023,Tomson Bridge-Bard-Kalirbazar-Barura Road,12.434,3.8,1999,2,Comilla,Comilla,Comilla,Comilla,23.41183333,91.09925,bcs1
Z7024,10.292,Slab Culvert,LRP012a,.,2.25,B,112777,Gopalpur-Talsar Bazar-Kotchandpur-Azampur-Maheshpur Road,10.292,5.4,1985,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41183333,89.00441667,bcs1
R720,12.304,Box Culvert,LRP012a,.,2.38,C,103784,Magura-Narail Road,12.304,5.5,1985,1,Khulna,Jessore,Magura,Magura,23.41166667,89.49111111,bcs1
Z7021,29.059,RCC Girder Bridge,LRP029e,Kaliganj Bazar Bridge,14.4,C,119556,Arpara-Kaliganj Road,29.059,,,,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41153551,89.13926129,road_interpolate
N804,4.742,RCC Girder Bridge,LRP004a,Purani Bridge,62.2,C,119219,Bhanga-Faridpur (Goalchamot) Road,4.742,,,,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.4114722,89.9661667,road_precise
N804,2.989,RCC Girder Bridge,LRP003a,.,18.3,D,110078,Bhanga-Faridpur (Goalchamot) Road,2.989,7.94,1998,1,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.41138889,89.96611111,bcs1
N702,8.571,Box Culvert,LRP009a,.,1.85,A,109868,Jessore (Daratana More)-Magura (Vaina More) Road,8.571,9.53,1994,1,Khulna,Jessore,Jessore,Jessore-2,23.41111111,89.39722222,bcs1
Z7021,29.059,RCC Bridge,LRP029e,.,14.2,C,109128,Arpara-Kaliganj Road,29.059,6,1992,2,Khulna,Jessore,Jhenaidah,Jhenaidah,23.41111111,89.13777778,bcs1
Z8067,4.237,Truss with Steel Deck,LRP004c,.,38.41,A,113342,Nagarkanda-Bhanga Road,4.237,4.2,2003,3,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.41086111,89.92852778,bcs1
Z7012,20.816,Box Culvert,LRP021a,.,18.1,C,108864,Magura-Mohammadpur Road,20.816,6.8,1985,3,Khulna,Jessore,Magura,Magura,23.41083333,89.56944444,bcs1
Z1402,26.494,Slab Culvert,LRP026b,NAGAR SLAB CULVERT,1,A,103851,Baburhat-Matlab-Pennai Road,26.494,5.66,1995,1,Comilla,Comilla,Comilla,Gouripur,23.41030556,90.75233333,bcs1
N8,46.246,Truss with RCC Slab,LRP046a,.,41.7,A,108496,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,46.246,9.73,2004,1,Gopalganj,Gopalganj,Madaripur,Bhanga,23.41027778,90.17444444,bcs1
R720,12.507,Box Culvert,LRP013a,.,3.05,A,103785,Magura-Narail Road,12.507,4.87,1988,1,Khulna,Jessore,Magura,Magura,23.41027778,89.4925,bcs1
Z1028,9.579,Slab Culvert,LRP009b,MOGOGI SUBMARGE,1.3,A,106015,Nimsar-Barura Road,9.579,5.66,1992,1,Comilla,Comilla,Comilla,Comilla,23.41002778,91.05394444,bcs1
Z1402,18.92,Slab Culvert,LRP018c,MODDAH,3.5,B,103834,Baburhat-Matlab-Pennai Road,18.92,4.3,1986,1,Comilla,Comilla,Chandpur,Chandpur,23.40983333,90.76480556,bcs1
R140,5.899,Box Culvert,LRP006a,UTOR PUR CULVERT,1.5,B,104388,Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road,5.899,9.75,1986,1,Comilla,Comilla,Comilla,Comilla,23.40911111,91.17319444,bcs1
Z1022,3.322,RCC Girder Bridge,LRP003a,BONGGOYA BRIDGE,18.8,C,106095,Jhalam-Chandina Road,3.322,4.9,1967,3,Comilla,Comilla,Comilla,Comilla,23.40872222,90.99644444,bcs1
Z7021,28.163,Slab Culvert,LRP028d,.,2.6,C,109123,Arpara-Kaliganj Road,28.163,5.5,1992,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.40861111,89.14361111,bcs1
N8,46.246,Truss with RCC Slab,LRP046a,Shibchar Bridge,41.7,A,118964,Dhaka (Jatrabari)-Mawa-Bhanga-Barisal-Patuakhali Road,46.246,,,,Gopalganj,Gopalganj,Madaripur,Bhanga,23.40848485,90.17248863,road_interpolate
R748,53.614,Box Culvert,LRP053a,.,9.93,A,103205,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,53.614,12.18,1988,2,Khulna,Jessore,Jhenaidah,Jhenaidah,23.40833333,89.01916667,bcs1
Z7024,10.806,RCC Girder Bridge,LRP012b,.,55.6,A,112778,Gopalpur-Talsar Bazar-Kotchandpur-Azampur-Maheshpur Road,10.806,8.2,1992,3,Khulna,Jessore,Jhenaidah,Jhenaidah,23.40775,89.00591667,bcs1
N804,2.337,RCC Girder Bridge,LRP002a,.,14.66,B,110076,Bhanga-Faridpur (Goalchamot) Road,2.337,7.37,1998,1,Gopalganj,Faridpur,Faridpur,Faridpur-2,23.40694444,89.97027778,bcs1
Z7021,27.973,Box Culvert,LRP028c,.,1.3,A,109115,Arpara-Kaliganj Road,27.973,6.1,1996,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.40694444,89.14416667,bcs1
Z7021,27.792,Slab Culvert,LRP028b,.,2,B,109106,Arpara-Kaliganj Road,27.792,6.7,1996,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.40666667,89.14583333,bcs1
R748,54.118,Slab Culvert,LRP054a,.,2.65,A,103214,Chuadanga-Darsana-Jibannagar-Kotchchandpur-Kaliganj Road,54.118,12.27,1989,1,Khulna,Jessore,Jhenaidah,Jhenaidah,23.40611111,89.02305556,bcs1
