road;km;type;LRPName;name;length;condition;structureNr;roadName;chainage;width;constructionYear;spans;zone;circle;division;sub-division;lat;lon;EstimatedLoc
R556;4.57;Box Culvert;LRP004a;.;7.3;A;109342;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;4.57;9.75;2004;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56996294;89.2299368;interpolate
R556;5.213;Box Culvert;LRP005a;.;7.3;A;109347;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;5.213;9.75;2001;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56894532;89.22367446;interpolate
R556;5.796;Box Culvert;LRP005b;.;7.3;A;109349;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;5.796;9.8;2001;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56790555;89.21811388;interpolate
R556;6.678;Box Culvert;LRP006a;.;7.3;A;109350;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;6.678;9.75;1990;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56721784;89.2092175;interpolate
R556;7.288;Box Culvert;LRP007a;.;7.3;A;109354;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;7.288;9.75;1990;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56794265;89.20319622;interpolate
R556;8.353;Box Culvert;LRP008a;.;7.3;A;109358;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;8.353;9.8;1990;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56866705;89.19263122;interpolate
R556;9.042;Box Culvert;LRP009a;.;7.3;A;109364;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;9.042;9.75;1990;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.5676719;89.18584478;interpolate
R556;9.495;Box Culvert;LRP009b;.;7.3;A;109366;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;9.495;9.77;1990;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56726641;89.18135005;interpolate
R556;9.817;Box Culvert;LRP009c;.;3.6;A;109371;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;9.817;9.7;1990;1;Rangpur;Rangpur;Rangpur;Rangpur-1;25.5677234;89.1781104;interpolate
R556;10.637;RCC Girder Bridge;LRP010a;.;23.35;A;109375;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;10.637;9.5;2004;1;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56957944;89.17056651;interpolate
R556;10.637;RCC Girder Bridge;LRP010a;Valua Bridge;23.5;A;119440;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;10.637;;;;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56957944;89.17056651;interpolate
R556;10.895;Box Culvert;LRP010c;.;2.6;A;109380;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;10.895;9.75;1990;1;Rangpur;Rangpur;Rangpur;Rangpur-1;25.57050348;89.16819497;interpolate
R556;12.34;Box Culvert;LRP012a;.;3.8;A;109381;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;12.34;9.75;1990;1;Rangpur;Rangpur;Rangpur;Rangpur-1;25.57262909;89.15397343;interpolate
R556;12.451;RCC Girder Bridge;LRP012b;.;23.1;A;109388;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;12.451;9.56;1998;1;Rangpur;Rangpur;Rangpur;Rangpur-1;25.57312314;89.1528125;interpolate
R556;12.451;RCC Girder Bridge;LRP012b;Kathgauri Bridge;23.1;A;119441;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;12.451;;;;Rangpur;Rangpur;Rangpur;Rangpur-1;25.57312314;89.1528125;interpolate
R556;12.787;Box Culvert;LRP012d;.;18.16;A;109392;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;12.787;9.95;1998;4;Rangpur;Rangpur;Rangpur;Rangpur-1;25.57456307;89.14982646;interpolate
R556;13.478;Box Culvert;LRP013a;.;6.9;A;109395;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;13.478;9.78;2004;2;Rangpur;Rangpur;Rangpur;Rangpur-1;25.57706809;89.1434619;interpolate
R556;14.565;Box Culvert;LRP014a;.;3.6;A;109401;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;14.565;9.7;2004;1;Rangpur;Rangpur;Rangpur;Rangpur-1;25.58230704;89.13459309;interpolate
R556;15.365;PC Girder Bridge;LRP015a;Jamuneswari Bridge;217.5;A;119444;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;15.365;;;;Rangpur;Rangpur;Rangpur;Rangpur-1;25.58280133;89.12764;interpolate
R556;15.365;PC Girder Bridge;LRP015a;Jamuneswari Bridge;217.5;A;119719;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;15.365;;;;Rangpur;Rangpur;Rangpur;Rangpur-1;25.58280133;89.12764;interpolate
R556;17.749;Box Culvert;LRP017a;.;4.65;A;109656;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;17.749;9.85;2004;1;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56905295;89.10951269;interpolate
R556;18.498;PC Girder Bridge;LRP018a;Ghilnoy Bridge;80.6;A;119720;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;18.498;;;;Rangpur;Rangpur;Rangpur;Rangpur-1;25.56668938;89.10276893;interpolate
R556;18.901;Box Culvert;LRP018c;.;3.55;A;109657;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;18.901;9.63;2004;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.56482199;89.09942026;interpolate
R556;19.115;Box Culvert;LRP019a;.;1.4;A;109658;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;19.115;9.95;2004;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.56418776;89.09742389;interpolate
R556;21.053;Box Culvert;LRP021a;.;1.4;A;109660;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;21.053;9.6;1998;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.56019275;89.07831346;interpolate
R556;21.913;Box Culvert;LRP021b;.;1.4;A;109663;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;21.913;9.65;1999;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.55973835;89.06933413;interpolate
R556;22.168;Box Culvert;LRP022a;.;3.63;A;109664;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;22.168;9.68;1998;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.56032472;89.06766365;interpolate
R556;22.423;Box Culvert;LRP022b;.;1.4;A;109666;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;22.423;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.56073678;89.0651662;interpolate
R556;22.564;Box Culvert;LRP022c;.;1.4;A;109667;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;22.564;9.65;2000;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.56070152;89.06541842;interpolate
R556;22.942;Box Culvert;LRP022d;.;1.95;A;109672;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;22.942;9.63;1998;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.56074355;89.06149145;interpolate
R556;23.388;Box Culvert;LRP023b;.;2;A;109675;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;23.388;9.43;1998;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.55844942;89.05602592;interpolate
R556;24.328;RCC Girder Bridge;LRP024a;.;75.62;A;109681;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;24.328;10;2000;4;Rangpur;Dinajpur;Dinajpur;Phulbari;25.55209051;89.05103125;interpolate
R556;24.328;RCC Girder Bridge;LRP024a;Madhyapara Bridge;76.08;A;119572;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;24.328;;;;Rangpur;Dinajpur;Dinajpur;Phulbari;25.55209051;89.05103125;interpolate
R556;24.748;Box Culvert;LRP024c;.;1.42;A;109685;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;24.748;11.75;2000;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.54950037;89.0478951;interpolate
R556;25.215;Box Culvert;LRP025a;.;1.92;A;109693;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;25.215;10.85;1999;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.54766365;89.0439423;interpolate
R556;26.442;Slab Culvert;LRP026a;.;6.77;A;109707;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;26.442;9.68;1997;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.54245491;89.03321348;interpolate
R556;28.12;RCC Girder Bridge;LRP027a;.;31.28;A;109711;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;28.12;9.9;2001;2;Rangpur;Dinajpur;Dinajpur;Phulbari;25.53553943;89.01828899;interpolate
R556;28.12;RCC Girder Bridge;LRP027a;Nolshisha Bridge.;31.59;A;119574;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;28.12;;;;Rangpur;Dinajpur;Dinajpur;Phulbari;25.53553943;89.01828899;interpolate
R556;29.117;Slab Culvert;LRP028b;.;3.6;A;109720;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;29.117;9.65;1998;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.52912899;89.01131738;interpolate
R556;32.514;Box Culvert;LRP032a;.;13.25;A;109763;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;32.514;10.92;2000;2;Rangpur;Dinajpur;Dinajpur;Phulbari;25.51476245;88.98242288;interpolate
R556;33.065;Box Culvert;LRP032d;.;10;A;109766;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;33.065;10.9;2000;2;Rangpur;Dinajpur;Dinajpur;Phulbari;25.51203821;88.97835003;interpolate
R556;33.853;Box Culvert;LRP033a;.;1.9;A;109771;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;33.853;10.84;2001;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.50588712;88.97400515;interpolate
R556;34.018;Box Culvert;LRP033b;.;1.36;A;109774;Mithapukur-Shahebganj-Maddahpara-Fulbaria Road;34.018;10.92;1997;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.50459919;88.97317789;interpolate
R557;0.004;Box Culvert;LRPSa;.;1.37;A;109500;Madhypara-Badarganj Road;0.004;11.65;2001;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.55968522;89.05713659;interpolate
R557;0.129;Box Culvert;LRPSb;.;1.38;A;109503;Madhypara-Badarganj Road;0.129;9.65;2002;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.56083558;89.0569945;interpolate
R557;0.316;Box Culvert;LRPSc;.;1.38;A;109506;Madhypara-Badarganj Road;0.316;9.55;2002;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.56237922;89.05684745;interpolate
R557;0.525;Box Culvert;LRPSd;.;1.38;A;109507;Madhypara-Badarganj Road;0.525;9.65;2001;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.56418574;89.05670575;interpolate
R557;0.688;Box Culvert;LRPSe;.;1.38;A;109516;Madhypara-Badarganj Road;0.688;9.65;2000;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.56564468;89.05654875;interpolate
R557;1.053;Box Culvert;LRP001a;.;2.14;A;109520;Madhypara-Badarganj Road;1.053;9.68;2001;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.56890485;89.05615995;interpolate
R557;2.365;Box Culvert;LRP002a;.;1.38;A;109524;Madhypara-Badarganj Road;2.365;9.72;2000;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.57778003;89.05995189;interpolate
R557;2.454;Box Culvert;LRP002b;.;1.38;A;109525;Madhypara-Badarganj Road;2.454;9.65;2000;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.57851322;89.05993057;interpolate
R557;2.62;Box Culvert;LRP002c;.;1.38;A;109531;Madhypara-Badarganj Road;2.62;9.65;2001;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.57994994;89.05990894;interpolate
R557;2.86;Box Culvert;LRP002d;.;1.38;A;109532;Madhypara-Badarganj Road;2.86;9.65;2002;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58183935;89.05930446;interpolate
R557;2.974;Box Culvert;LRP002e;.;1.38;A;109534;Madhypara-Badarganj Road;2.974;9.6;2001;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58289517;89.05917101;interpolate
R557;3.163;Box Culvert;LRP003a;.;1.38;A;109536;Madhypara-Badarganj Road;3.163;9.65;2001;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58478861;89.05972051;interpolate
R557;3.262;Box Culvert;LRP003b;.;3.53;A;109540;Madhypara-Badarganj Road;3.262;10.85;2001;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58564463;89.05998804;interpolate
R557;3.366;Box Culvert;LRP003c;.;1.38;A;109543;Madhypara-Badarganj Road;3.366;9.65;2000;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58656454;89.06016436;interpolate
R557;3.467;Box Culvert;LRP003d;.;1.38;A;109544;Madhypara-Badarganj Road;3.467;9.65;2000;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58746427;89.0603034;interpolate
R557;3.532;Box Culvert;LRP003e;.;1.38;A;109546;Madhypara-Badarganj Road;3.532;11.9;2004;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.5880433;89.06039289;interpolate
R557;3.601;Box Culvert;LRP003f;.;1.38;A;109549;Madhypara-Badarganj Road;3.601;11.85;2004;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58865796;89.06048788;interpolate
R557;3.687;PC Girder Bridge;LRP003g;.;62.14;A;109552;Madhypara-Badarganj Road;3.687;9.42;2004;2;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58938953;89.06054601;interpolate
R557;3.687;PC Girder Bridge;LRP003g;;62.03;A;119662;Madhypara-Badarganj Road;3.687;;;;Rangpur;Rangpur;Rangpur;Rangpur-2;25.58938953;89.06054601;interpolate
R557;8.095;Box Culvert;LRP008a;.;1.76;A;109558;Madhypara-Badarganj Road;8.095;5.98;1991;1;Rangpur;Rangpur;Rangpur;Rangpur-2;25.62855909;89.05964515;interpolate
R557;11.206;Box Culvert;LRP011b;.;1.93;A;109567;Madhypara-Badarganj Road;11.206;5.42;1998;1;Rangpur;Dinajpur;Dinajpur;Phulbari;25.65391889;89.05239742;interpolate
R558;0.123;Box Culvert;LRPSa;.;3.55;A;109669;Maheshpur at R556 to Barapukuria Road;0.123;9.65;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.51552085;88.98044738;interpolate
R558;0.343;Box Culvert;LRPSb;.;5.05;A;109670;Maheshpur at R556 to Barapukuria Road;0.343;9.55;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.51665436;88.97881068;interpolate
R558;0.894;Box Culvert;LRPSc;.;5.06;A;109676;Maheshpur at R556 to Barapukuria Road;0.894;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.51968661;88.97453788;interpolate
R558;1.134;Box Culvert;LRP001a;.;1.38;A;109679;Maheshpur at R556 to Barapukuria Road;1.134;9.67;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.52099677;88.97267322;interpolate
R558;1.254;Box Culvert;LRP001b;.;3.53;A;109686;Maheshpur at R556 to Barapukuria Road;1.254;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.52166045;88.97168827;interpolate
R558;1.586;Box Culvert;LRP001c;.;3.6;A;109690;Maheshpur at R556 to Barapukuria Road;1.586;10.25;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.52357888;88.96889812;interpolate
R558;1.804;Box Culvert;LRP001d;.;3.56;A;109735;Maheshpur at R556 to Barapukuria Road;1.804;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.52384914;88.96687989;interpolate
R558;1.905;Box Culvert;LRP001e;.;1.38;A;109736;Maheshpur at R556 to Barapukuria Road;1.905;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.52382195;88.96590562;interpolate
R558;2.065;Box Culvert;LRP002a;.;3.6;A;109743;Maheshpur at R556 to Barapukuria Road;2.065;9.7;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.52382079;88.96434322;interpolate
R558;2.485;Box Culvert;LRP002b;.;3.55;A;109744;Maheshpur at R556 to Barapukuria Road;2.485;9.65;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.5260549;88.9614444;interpolate
R558;2.83;Box Culvert;LRP002c;.;3.5;A;109748;Maheshpur at R556 to Barapukuria Road;2.83;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.52906675;88.960623;interpolate
R558;3.089;Box Culvert;LRP003a;.;3.55;A;109749;Maheshpur at R556 to Barapukuria Road;3.089;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.53134694;88.96029164;interpolate
R558;3.631;Box Culvert;LRP003b;.;3.53;A;109751;Maheshpur at R556 to Barapukuria Road;3.631;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.5362864;88.95980321;interpolate
R558;4.054;Box Culvert;LRP004a;.;1.38;A;109761;Maheshpur at R556 to Barapukuria Road;4.054;9.67;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.53975523;88.95837727;interpolate
R558;4.468;Box Culvert;LRP004b;.;5.12;A;109762;Maheshpur at R556 to Barapukuria Road;4.468;9.6;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.5432052;88.95717378;interpolate
R558;4.679;Box Culvert;LRP004c;.;1.93;A;109767;Maheshpur at R556 to Barapukuria Road;4.679;9.67;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.54488417;88.95672932;interpolate
R558;4.828;Box Culvert;LRP004d;.;1.9;A;109768;Maheshpur at R556 to Barapukuria Road;4.828;9.7;2000;1;Rangpur;Dinajpur;Dinajpur;Dinajpur;25.54629673;88.9563389;interpolate
R570;2.854;Box Culvert;LRP003a;.;2.7;A;109575;Sayedpur-Nilphamari Road;2.854;15.9;1990;1;Rangpur;Dinajpur;Nilphamari;Nilphamari;25.82660448;88.87126323;interpolate
R570;3.557;Slab Culvert;LRP004a;.;2.7;A;109576;Sayedpur-Nilphamari Road;3.557;9.25;1989;1;Rangpur;Dinajpur;Nilphamari;Nilphamari;25.83290312;88.87194156;interpolate
R570;8.236;Slab Culvert;LRP008a;.;2.7;A;109582;Sayedpur-Nilphamari Road;8.236;9.25;1985;1;Rangpur;Dinajpur;Nilphamari;Nilphamari;25.87411697;88.86927004;interpolate
R570;9.041;Slab Culvert;LRP009a;.;2.35;A;109585;Sayedpur-Nilphamari Road;9.041;9.25;1983;1;Rangpur;Dinajpur;Nilphamari;Nilphamari;25.88135173;88.86835351;interpolate
R570;10.459;Slab Culvert;LRP010b;.;5.03;A;109588;Sayedpur-Nilphamari Road;10.459;7.25;1984;1;Rangpur;Dinajpur;Nilphamari;Nilphamari;25.89345063;88.87056305;interpolate
R570;12.928;RCC Girder Bridge;LRP013a;.;23.13;A;109593;Sayedpur-Nilphamari Road;12.928;8.25;1988;2;Rangpur;Dinajpur;Nilphamari;Nilphamari;25.91507319;88.86645228;interpolate
R570;12.928;RCC Girder Bridge;LRP013a;;23.4;A;118639;Sayedpur-Nilphamari Road;12.928;;;;Rangpur;Dinajpur;Nilphamari;Nilphamari;25.91507319;88.86645228;interpolate
R585;0.608;RCC Girder Bridge;LRPSa;;10.32;A;119722;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;0.608;;;;Rangpur;Bogra;Gaibanda;Palashbari;25.13850373;89.38170916;interpolate
R585;1.582;RCC Girder Bridge;LRP001c;.;18.4;A;109502;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;1.582;7.23;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.14212037;89.37284968;interpolate
R585;3.02;Box Culvert;LRP003a;.;1.85;A;109505;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;3.02;9.1;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.14692367;89.35992242;interpolate
R585;3.543;Box Culvert;LRP003b;.;1.75;A;109509;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;3.543;9;1987;1;Rangpur;Bogra;Gaibanda;Palashbari;25.14846289;89.35504847;interpolate
R585;4.095;Box Culvert;LRP004a;.;1.82;A;109513;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;4.095;9;1987;1;Rangpur;Bogra;Gaibanda;Palashbari;25.15033212;89.3499268;interpolate
R585;6.83;Slab Culvert;LRP007a;.;3.6;A;109515;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;6.83;11.5;1989;1;Rangpur;Bogra;Gaibanda;Palashbari;25.16889975;89.33307042;interpolate
R585;8.07;Slab Culvert;LRP008a;.;3.6;A;109519;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;8.07;11.4;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.1773793;89.32509041;interpolate
R585;11.082;Slab Culvert;LRP011a;.;2.25;A;109522;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;11.082;8.9;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.19831355;89.30845162;interpolate
R585;12.936;Slab Culvert;LRP013a;.;2.1;A;109523;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;12.936;9;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.21373767;89.29908136;interpolate
R585;13.098;Slab Culvert;LRP013b;.;2.15;A;109528;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;13.098;9;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.21498766;89.29827916;interpolate
R585;16.419;Slab Culvert;LRP015a;.;3.55;A;109530;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;16.419;9.65;1987;1;Rangpur;Bogra;Gaibanda;Palashbari;25.23943443;89.28021425;interpolate
R585;17.209;Slab Culvert;LRP016a;.;3.6;A;109533;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;17.209;9.65;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.2452574;89.27651281;interpolate
R585;17.648;Slab Culvert;LRP016b;.;2.17;A;109535;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;17.648;8.08;1987;1;Rangpur;Bogra;Gaibanda;Palashbari;25.24776869;89.2737914;interpolate
R585;17.889;Slab Culvert;LRP017a;.;3.55;A;109539;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;17.889;9.65;1989;1;Rangpur;Bogra;Gaibanda;Palashbari;25.2482742;89.27166012;interpolate
R585;18.952;Slab Culvert;LRP018a;.;3.6;A;109541;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;18.952;9.65;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.25166825;89.26220253;interpolate
R585;21.795;Slab Culvert;LRP021a;.;3.6;A;109545;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;21.795;9.55;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.26874468;89.24322408;interpolate
R585;23.211;Slab Culvert;LRP022a;.;3.55;A;109547;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;23.211;9.6;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.27969056;89.23628255;interpolate
R585;24.056;Slab Culvert;LRP023a;.;3.6;A;109551;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;24.056;9.6;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.2855483;89.23083967;interpolate
R585;26.059;Slab Culvert;LRP025a;.;3;A;109553;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;26.059;9.7;1987;1;Rangpur;Bogra;Gaibanda;Palashbari;25.29935423;89.21895037;interpolate
R585;26.584;Slab Culvert;LRP025b;.;3.6;A;109577;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;26.584;9.6;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.30288207;89.21527252;interpolate
R585;28.124;Slab Culvert;LRP027a;.;3.6;A;109583;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;28.124;9.6;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.31217464;89.20407219;interpolate
R585;30.826;Slab Culvert;LRP030a;.;3.5;A;109592;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;30.826;9.57;1986;1;Rangpur;Bogra;Gaibanda;Palashbari;25.32131259;89.17934846;interpolate
R585;31.616;Slab Culvert;LRP030b;.;2.18;A;109594;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;31.616;9.75;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.32321946;89.17206566;interpolate
R585;32.372;Slab Culvert;LRP031a;.;3.65;A;109597;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;32.372;9.58;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.32483945;89.16500782;interpolate
R585;32.896;Slab Culvert;LRP032a;.;3.55;A;109600;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;32.896;9.58;1987;1;Rangpur;Bogra;Gaibanda;Palashbari;25.32584542;89.15973795;interpolate
R585;35.363;Slab Culvert;LRP034b;.;3.6;A;109609;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;35.363;9.7;1987;1;Rangpur;Bogra;Gaibanda;Palashbari;25.32817093;89.1356189;interpolate
R585;36.304;Slab Culvert;LRP035a;.;10.2;A;109612;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;36.304;9.65;1988;2;Rangpur;Bogra;Gaibanda;Palashbari;25.32869858;89.12620477;interpolate
R585;36.962;Slab Culvert;LRP036a;.;3.6;A;109614;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;36.962;9.6;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.32956481;89.11971453;interpolate
R585;37.993;RCC Girder Bridge;LRP037a;.;76.3;A;109616;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;37.993;9.05;1986;3;Rangpur;Bogra;Gaibanda;Palashbari;25.33022707;89.10967316;interpolate
R585;39.437;Slab Culvert;LRP038a;.;3.5;A;109618;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;39.437;9.65;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.33065289;89.09544845;interpolate
R585;39.68;Slab Culvert;LRP039a;.;3.55;A;109621;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;39.68;11.9;1985;1;Rangpur;Bogra;Gaibanda;Palashbari;25.33064577;89.09303467;interpolate
R585;40.637;Slab Culvert;LRP040a;.;3.55;A;109623;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;40.637;12;1986;1;Rangpur;Bogra;Gaibanda;Palashbari;25.3317597;89.08370966;interpolate
R585;43.733;Slab Culvert;LRP043a;.;3.58;A;109627;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;43.733;12;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.33857326;89.0539826;interpolate
R585;45.064;Slab Culvert;LRP044a;.;3.58;A;109628;Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road;45.064;12;1988;1;Rangpur;Bogra;Gaibanda;Palashbari;25.34263804;89.04148932;interpolate
